descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Papel Alumínio  30cm x 7,5m",1243332,52,100,ATIVO,ROLO,254,2.54
"PANO DE LOUÇA",1243334,48,300,ATIVO,UNIDADE,918,3.06
"RALADOR QUADRADO",1243335,43,12,ATIVO,UNIDADE,176.4,14.7
"TÁBUA DE VIDRO",1243350,46,40,ATIVO,UNIDADE,640,16
"COLHER SOPA",1243352,8,400,ATIVO,UNIDADE,628,1.57
"COLHER EM BAMBU",1243353,9,30,ATIVO,UNIDADE,297,9.9
"CONCHA PARA FEIJÃO",1243354,11,15,ATIVO,UNIDADE,138.6,9.24
"ESPÁTULA SILICONE",1243355,14,50,ATIVO,UNIDADE,422.5,8.45
"FACA MESA  AÇO INOX",1243356,15,300,ATIVO,UNIDADE,630,2.1
"FACA COM SERRA MESA",1243357,17,100,ATIVO,UNIDADE,199,1.99
ASSADEIRA.,1243358,18,50,ATIVO,UNIDADE,655,13.1
"CESTO EXPOSITOR EMPILHÁVEL",1243359,20,20,ATIVO,UNIDADE,1200,60
"GARFO MESA",1243360,21,500,ATIVO,UNIDADE,785,1.57
"GARRAFA TÉRMICA 1,8 LITROS",1243361,22,19,ATIVO,UNIDADE,1615,85
"PANELA DE PRESSÃO INDUSTRIAL 11 L",1243362,30,12,ATIVO,UNIDADE,2846.16,237.18
"PANELA/CALDERÃO 15,3L",1243363,31,12,ATIVO,UNIDADE,837.6,69.8
"PANELA/CALDERÃO 5,6L",1243364,32,12,ATIVO,UNIDADE,476.4,39.7
"PEGADOR DE MACARRÃO",1243365,33,30,ATIVO,UNIDADE,180,6
"PEGADR DE SALADA",1243366,34,40,ATIVO,UNIDADE,242,6.05
"COADOR DE PANO INDUSTRIAL",1243367,6,70,ATIVO,UNIDADE,133,1.9
