descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Gabapentina 300mg",1260926,303,1080,ATIVO,COMPRIMIDO,432,0.4
"Sulfato ferroso 125mg/mL solução oral  30ml",1260929,253,1000,ATIVO,FRASCO,700,0.7
"PIRIDOXINA 40MG",1260931,230,3000,ATIVO,COMPRIMIDO,2325,0.775
"Óleo Mineral  100ml",1260932,219,8000,ATIVO,FRASCO,14800,1.85
"Metilfenidato 10mg",1260933,196,40000,ATIVO,COMPRIMIDO,42552,1.0638
"Loratadina 1mg/ml xarope 60ml",1260934,187,8000,ATIVO,FRASCO,14160,1.77
"Lidocaina sem vaso constritor 2% 20ml",1260935,184,4000,ATIVO,"Frasco ampola",7000,1.75
"Hidrocortisona 500mg",1260936,153,5000,ATIVO,"Frasco ampola",24000,4.8
"Finasterida 5 mg",1260937,132,30000,ATIVO,COMPRIMIDO,10500,0.35
"Fenitoina 50mg/mL solução injetável 5ml",1260938,127,200,ATIVO,AMP,360,1.8
"Estrogênios conjugados 0,625mg",1260939,124,50000,ATIVO,COMPRIMIDO,22500,0.45
"Enantoato de noretisterona + valerato de estradiol / AMP 1ml",1260940,119,2000,ATIVO,AMP,13800,6.9
"Azitromicina 200mg/5mL suspensão oral acompanha seringa dosa",1260941,37,12000,ATIVO,FRASCO,49200,4.1
"Ácido Valproico 50mg/mL xarope com copo- medida 100ml",1260942,10,6000,ATIVO,FRASCO,13140,2.19
"Sulfadiazina de prata 1% pomada pote com 400g",1260945,250,300,ATIVO,POTE,7770,25.9
