descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Mosquetão Oval",1297576,28,12,ATIVO,UNIDADE,468,39
"Maca Mamute para Resgate em Altura",1299596,26,2,ATIVO,UNIDADE,5184,2592
Remos,1299597,7,14,ATIVO,UNIDADE,2520,180
"Freio Oito com Orelha Resgate em Aço",1299598,22,12,ATIVO,UNIDADE,2280,190
"Sacos Estanques 8 L",1301663,9,12,ATIVO,UNIDADE,1680,140
"Cordelete 6mm.",1303763,14,20,ATIVO,METRO,110,5.5
"Blocante Pino Removível",1303764,20,8,ATIVO,UNIDADE,2320,290
"Mosquetão em D",1305741,27,12,ATIVO,UNIDADE,1500,125
"Luva de Vaqueta Rapel",1305742,24,12,ATIVO,UNIDADE,540,45
"Fita de Aproximação",1305743,16,4,ATIVO,UNIDADE,400,100
"Par de Luvas de Neoprene",1307815,39,12,ATIVO,UNIDADE,1140,95
"Sistema Tripé Com Resgatador",1307816,35,1,ATIVO,UNIDADE,8500,8500
"Polia Simples Fixa",1307817,31,8,ATIVO,UNIDADE,2240,280
"Polia Dupla Oscilante",1309822,30,8,ATIVO,UNIDADE,3496,437
"Fita Anel",1309823,17,4,ATIVO,UNIDADE,146,36.5
"Corda Semi-estática Capa Poliéster E Alma Poliamida",1309824,13,100,ATIVO,METRO,800,8
"Mochila De Equipamentos Para Fixar No Bote",1309825,8,4,ATIVO,UNIDADE,1840,460
"Mochilas-cordas De 50 L",1309826,3,4,ATIVO,UNIDADE,672,168
"Bote Inflável 14 Pés",1309827,6,2,ATIVO,UNIDADE,29000,14500
"Kit Cabo De Arremesso",1309828,5,12,ATIVO,UNIDADE,2136,178
"Placa de Ancoragem",1313904,29,8,ATIVO,UNIDADE,2304,288
"Descensor Auto Blocante Ids",1313905,21,2,ATIVO,UNIDADE,3560,1780
"Cinto De Segurança Resgate 5 Pontos",1313906,12,4,ATIVO,UNIDADE,1200,300
"Capacete de Segurança com Abertura para Passar Água",1313907,1,12,ATIVO,UNIDADE,2340,195
"Lanterna Led de Cabeça",1313908,44,12,ATIVO,UNIDADE,1860,155
"Maca Envelope",1316039,25,2,ATIVO,UNIDADE,4760,2380
"Meia de Neoprene",1316040,40,12,ATIVO,UNIDADE,756,63
"Triângulo De Evacuação",1316041,34,2,ATIVO,UNIDADE,890,445
"Polia Simples Oscilante",1316042,32,8,ATIVO,UNIDADE,1856,232
"Capuz de Neoprene",1316043,42,12,ATIVO,UNIDADE,1104,92
"Protetor De Corda Modular",1318038,33,4,ATIVO,UNIDADE,1152,288
"Ascensor Peitoral",1318039,19,4,ATIVO,UNIDADE,1080,270
"Ascensor Com Punho Julmar",1318040,18,4,ATIVO,UNIDADE,1200,300
"Fita Tubular.",1318041,15,20,ATIVO,METRO,120,6
"Coletes Salva-vidas (com Apito, Bainha E Faca Acoplada Ao Co",1318042,4,12,ATIVO,UNIDADE,7080,590
"Lanterna Led de Mão",1318043,43,12,ATIVO,UNIDADE,1332,111
