descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Albendazol 400mg/mL suspensão oral 10ml",1260847,16,40000,ATIVO,FRASCO,37560,0.939
"Amoxicilina 250 mg/5ml susp oral 60ml",1260848,25,8750,ATIVO,FRASCO,32112.5,3.67
"AMOXICILINA 500 MG ACONDICIONADO DE FORMA UNITARIZADA",1260849,29,100000,ATIVO,CAPSULAS,26000,0.26
"AMOXICILINA 500 MG ACONDICIONADO DE FORMA UNITARIZADA",1260850,30,300000,ATIVO,CAPSULAS,78000,0.26
"AZITROMICINA 500MG BLISTER COM 01 CÁPSULA",1260851,38,45000,ATIVO,COMPRIMIDO,26325,0.585
"AZITROMICINA 500MG BLISTER COM 01 CÁPSULA",1260852,39,135000,ATIVO,COMPRIMIDO,78975,0.585
"BROMETO DE N-BUTIL ESCOPOLAMINA 4MG + DIPIRONA SODICA 500MG",1260853,54,15000,ATIVO,AMP,18825,1.255
"CAPTOPRIL 25 MG",1260854,60,2000000,ATIVO,COMPRIMIDO,25000,0.0125
"carbamazepina - 20mg/mL suspensão Oral - frasco em vidro",1260855,63,3000,ATIVO,FRASCO,32250,10.75
"Carbonato de cálcio 500+ vitamina D 400 UI",1260856,65,150000,ATIVO,COMPRIMIDO,19485,0.1299
"Carbonato de cálcio 500+ vitamina D 400 UI",1260857,66,450000,ATIVO,COMPRIMIDO,58455,0.1299
"Cefalexina 500mg",1260858,73,75000,ATIVO,COMPRIMIDO,28425,0.379
"Cefalexina 500mg",1260859,74,225000,ATIVO,COMPRIMIDO,85275,0.379
"Ciprofloxacino 500mg",1260860,79,50000,ATIVO,COMPRIMIDO,16000,0.32
"Ciprofloxacino 500mg",1260861,80,150000,ATIVO,COMPRIMIDO,48000,0.32
"CLONAZEPAM 2,5 MG/ML 20ML",1260862,83,200,ATIVO,FRASCO,390,1.95
"colagenase - 0,6UI/a 1,2u/Ig  pomada  30 gr",1260863,98,3000,ATIVO,BISNAGA,34950,11.65
"DICLOFENACO SÓDICO 25MG/ML 3 ML",1260864,104,25000,ATIVO,AMP,11200,0.448
"DIPIRONA 500 MG",1260865,110,212500,ATIVO,COMPRIMIDO,35700,0.168
"DIPIRONA 500 MG",1260866,111,637500,ATIVO,COMPRIMIDO,107100,0.168
"Enalapril 10mg",1260867,117,2000000,ATIVO,COMPRIMIDO,55600,0.0278
"Albendazol 400mg comprimido mastigável",1260868,15,15000,ATIVO,COMPRIMIDO,5685,0.379
"ÁCIDO FÓLICO 5 MG",1260869,5,400000,ATIVO,COMPRIMIDO,15000,0.0375
"Enalapril 20mg",1260898,118,800000,ATIVO,COMPRIMIDO,29600,0.037
"Fosfato de sódio monobásico + Fosfato de Sódio dibásico 16 g",1260905,138,1500,ATIVO,FRASCO,6447,4.298
"FUROSEMIDA 40 MG",1260930,140,500000,ATIVO,COMPRIMIDO,12500,0.025
"Sais de reidratação oral 3,5+1,5+2,9+20g/envelope. Pó sachê",1261001,243,20000,ATIVO,SACHE,9700,0.485
"Neomicina 5mg + Bacitracina 250 UI/g pomada 10g",1261002,210,30000,ATIVO,BISNAGA,30000,1
"Medroxiprogesterona 150mg/mL 1ml",1261003,189,100,ATIVO,AMP,1087,10.87
"Isossorbida, mononitrato 40mg",1261004,165,360000,ATIVO,COMPRIMIDO,56880,0.158
"Isossorbida, dinitrato 5mg sublingual",1261005,163,250000,ATIVO,COMPRIMIDO,37250,0.149
"Ibuprofeno 600mg blíster fracionável comprimido revestido",1261006,158,975000,ATIVO,COMPRIMIDO,136500,0.14
"Ibuprofeno 600mg blíster fracionável comprimido revestido",1261007,157,325000,ATIVO,COMPRIMIDO,45500,0.14
"Hidroxido de aluminio 60mg + Hidroxido de magnésio 40mg/mL",1261008,154,500,ATIVO,FRASCO,875,1.75
"Hidroclorotiazida 25 mg",1261053,151,2300000,ATIVO,COMPRIMIDO,29440,0.0128
