ano,data,dataVencimento,itens,numero,ocorrencias
2017,2017-08-04,2018-08-04,"itens_a4ab859d-3062-44aa-9f05-6b8097f7d732.csv",33," "
2017,2017-08-04,2018-08-04,"itens_1138621f-5505-4508-9220-e5a0a0476cae.csv",11," "
2017,2017-08-04,2018-08-04,"itens_05c96c95-8f72-4131-864b-ecb7b44ce6cb.csv",41," "
2017,2017-08-04,2018-08-04,"itens_5546d228-807b-4ee5-afd0-5e8ef015f1dc.csv",40," "
2017,2017-08-04,2018-08-04,"itens_bebeaf0b-36c1-446f-ab27-8e0f5e44c6ab.csv",42," "
2017,2017-08-04,2018-08-04,"itens_b29b071a-9c06-430b-85f0-a93fba9c9438.csv",34," "
2017,2017-08-04,2018-08-04,"itens_b2326b71-9368-4465-8e3b-9ddbe293d2fc.csv",35," "
2017,2017-08-04,2018-08-04,"itens_98a11883-c848-43fc-9e9f-477a56726207.csv",36," "
2017,2017-08-04,2018-08-04,"itens_5de0d1be-3e0b-4e71-b951-f0bba5bd8c66.csv",37," "
2017,2017-08-04,2018-08-04,"itens_d5a4e117-1f5d-42ee-a8c4-d97dd9c4d217.csv",39," "
2017,2017-08-04,2018-08-04,"itens_9e9af76f-b10c-4f26-84ca-350303860cc9.csv",38," "
