descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Pasta arquivo capa dura envelopes plásticos inter. c/50 Plas",1296866,62,20,ATIVO,UNIDADE,143.8,7.19
"Quadro branco 1mt x 0,70 mt",1296871,83,3,ATIVO,UNIDADE,118.95,39.65
"PINCEL ATOMICO P/ QUADRO",1296874,79,30,ATIVO,UNIDADE,43.8,1.46
"Pen drive 32Gb",1296883,70,10,ATIVO,UNIDADE,471.5,47.15
"livro ata 200 folhas",1296895,56,10,ATIVO,UNIDADE,121.5,12.15
"livro ata 100 folhas",1296896,55,10,ATIVO,UNIDADE,82.4,8.24
"Lapis preto caixa com 12 unidades",1296897,54,5,ATIVO,CAIXA,10.5,2.1
"ETIQUETA AUTO COLANTE Nº 14",1296901,34,5,ATIVO,PACOTE,58.5,11.7
"ETIQUETA AUTO COLANTE Nº 20",1296902,35,5,ATIVO,PACOTE,58.5,11.7
"Grampos trilho metálico 80mm entre centros c/50unid.",1296906,52,30,ATIVO,CAIXA,175.8,5.86
"Envelope branco ofício 23cm X 11,5cm",1296920,30,300,ATIVO,UNIDADE,18,0.06
"Almofada de carimbo (nº2)",1296922,2,5,ATIVO,UNIDADE,14.95,2.99
"caneta esferográfica na cor preta",1296932,12,10,ATIVO,CAIXA,361,36.1
"CANETA MARCADORA PARA USO EM CD OU DVD, TINTA PERMANENTE, SE",1296935,15,20,ATIVO,UNIDADE,25.6,1.28
"CORRETIVO LIQUIDO",1296947,28,30,ATIVO,CAIXA,26.1,0.87
