descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"HASTE FLEXÍVEL",1243284,8,30,ATIVO,UNIDADE,42.9,1.43
"ESCOVA DENTAL",1243285,12,500,ATIVO,UNIDADE,750,1.5
"CREME DENTAL",1243286,11,300,ATIVO,UNIDADE,453,1.51
"PERFUME MASCULINO",1243287,10,20,ATIVO,UNIDADE,559.8,27.99
ABSORVENTE,1243288,9,150,ATIVO,UNIDADE,181.5,1.21
"CORTADOR DE UNHA",1243289,15,50,ATIVO,UNIDADE,182,3.64
BARBEADOR,1243290,7,300,ATIVO,CARTELA,1275,4.25
CONDICIONADOR,1243291,6,100,ATIVO,UNIDADE,493,4.93
"SHAMPOO 5 LITROS",1243292,5,150,ATIVO,UNIDADE,3742.5,24.95
"SHAMPOO 350ML",1243293,4,300,ATIVO,UNIDADE,1320,4.4
"SABONETE - Em barra de 13 gramas",1243294,3,1000,ATIVO,UNIDADE,340,0.34
"SABONETE - Em barra de 90 gramas",1243295,2,200,ATIVO,UNIDADE,1060,5.3
"DESODORANTE SPRAY",1243296,1,1000,ATIVO,UNIDADE,4930,4.93
PENTE,1243297,16,100,ATIVO,UNIDADE,417,4.17
ALGODÃO.,1243298,17,50,ATIVO,UNIDADE,124.5,2.49
"FIO DENTAL.",1243299,13,50,ATIVO,UNIDADE,208.5,4.17
"LIXA PARA UNHA",1243300,14,50,ATIVO,UNIDADE,19,0.38
