descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"ACIDO ASCÓRBICO 100MG/ML INJ 5ML",1260948,4,5000,ATIVO,AMPOLA,3100,0.62
"VERAPAMIL 80 MG",1260952,267,480000,ATIVO,COMPRIMIDO,32640,0.068
"Varfarina sódica 5 mg",1260953,265,20000,ATIVO,COMPRIMIDO,2100,0.105
"Tramadol, cloridrato 50mg/mL 1ml",1260954,263,10000,ATIVO,AMP,4720,0.472
"SINVASTATINA 40MG",1260955,247,400000,ATIVO,CPR,44000,0.11
"RANITIDINA 150MG",1260956,239,700000,ATIVO,COMPRIMIDO,45360,0.0648
"Prometazina, cloridrato 25mg",1260957,237,320000,ATIVO,COMPRIMIDO,18464,0.0577
"Prednisolona 3mg/ml solução oral com seringa dosadora 100ml",1260958,232,10000,ATIVO,FRASCO,52500,5.25
"NITROFURANTOINA 100 MG",1260959,214,2000,ATIVO,COMPRIMIDO,350,0.175
"Miconazol 20mg/g com 7 aplicadores creme vaginal 80g",1260960,205,8000,ATIVO,BISNAGA,36800,4.6
"metoclopramida, cloridrato - 10mg comprimido",1260961,199,180000,ATIVO,COMPRIMIDO,9450,0.0525
"furosemida 10mg/mL - solução injetável - ampola 2mL",1260962,139,14000,ATIVO,AMP,5145,0.3675
"Fluoxetina, cloridrato 20mg",1260964,137,1300000,ATIVO,COMPRIMIDO,51870,0.0399
"Dipirona sódica 500mg/mL solução oral 10ml",1260965,113,12000,ATIVO,FRASCO,6600,0.55
"DIPIRONA 500 MG , INJETAVEL",1260966,112,25000,ATIVO,AMP,8000,0.32
"DIGOXINA 0,25 MG",1260967,106,200000,ATIVO,COMPRIMIDO,7900,0.0395
"Dexametasona, fosfato de dissódico 4mg/2,5mL",1260968,100,24000,ATIVO,AMP,11340,0.4725
"Dexametasona 0,1% creme 10g",1260969,99,40000,ATIVO,BISNAGA,27300,0.6825
"Cloreto de sódio 0,9% solução nasal  30ml",1260970,92,4000,ATIVO,FRASCO,2400,0.6
"CLINDAMICINA 300 MG",1260971,82,1500,ATIVO,COMPRIMIDO,945,0.63
"CARBONATO DE LÍTIO 300G. BLISTER COM 25CPR",1260972,67,250000,ATIVO,COMPRIMIDO,36750,0.147
"Carbamazepina 200mg, blíster com 10 comprimidos",1260973,62,975000,ATIVO,COMPRIMIDO,61425,0.063
"Carbamazepina 200mg, blíster com 10 comprimidos",1260974,61,325000,ATIVO,COMPRIMIDO,20475,0.063
"BROMETO DE IPRATROPIO 0,250MG/ML SOL INALAÇÃO 20ML",1260975,52,1500,ATIVO,FRASCO,866.25,0.5775
"benzilpenicilina benzatina - 600.000 UI",1260976,46,2000,ATIVO,"Frasco ampola",16380,8.19
"ALOPURINOL 100 MG",1260977,18,180000,ATIVO,COMPRIMIDO,7560,0.042
"AGUA DESTILADA 10ML",1260978,13,18000,ATIVO,AMPOLA,2070,0.115
"Fenitoina 100mg.",1260979,126,220000,ATIVO,COMPRIMIDO,39270,0.1785
