descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CABO HDMI 3mt",1297534,38,5,ATIVO,UNIDADE,175,35
"CABO HDMI 10MT",1297539,39,5,ATIVO,UNIDADE,375,75
"CABO VGA MONITOR/PROJETOR 10mt",1297540,42,5,ATIVO,UNIDADE,425,85
"PROJETOR 3500 ANSI",1299562,28,2,ATIVO,UNIDADE,6580,3290
"CABO VGA PARA MONITOR 1,5 M",1299567,41,5,ATIVO,UNIDADE,135,27
"SUPORTE PARA PROJETOR - UNIVERSAL - PARA TETO",1301631,78,2,ATIVO,UNIDADE,440,220
"PATCH CORD VERMELHO",1301633,62,10,ATIVO,UNIDADE,139,13.9
ROTEADOR.,1303713,29,5,ATIVO,UNIDADE,3915,783
"MALETA PARA NOTEBOOK 15",1303714,22,10,ATIVO,UNIDADE,780,78
"FILTRO DE LINHA 5 SAÍDAS E PROTEÇÃO COM FUSÍVEL",1303716,12,10,ATIVO,UNIDADE,430,43
"FONE DE OUVIDO",1305701,13,10,ATIVO,UNIDADE,365,36.5
"BATERIA 3 V",1307776,65,20,ATIVO,UNIDADE,99,4.95
"PATCH CORD CINZA",1307777,64,10,ATIVO,UNIDADE,139,13.9
"ALICATE MULTIDESENCAPADOR",1309791,2,2,ATIVO,UNIDADE,118,59
"PATCH CORD AZUL",1309792,63,10,ATIVO,UNIDADE,139,13.9
"MOUSE OTICO COM SCROLL",1311814,24,25,ATIVO,UNIDADE,415,16.6
"DVD-R	4,7 Gb/ 16x",1311815,46,100,ATIVO,UNIDADE,130,1.3
"Cabo HDMI para monitor 1,5mt",1313861,37,5,ATIVO,UNIDADE,135,27
"CABO DVIXDVI 1,8 M",1313862,36,5,ATIVO,UNIDADE,145,29
"PATCH PANEL",1313864,27,10,ATIVO,UNIDADE,1475,147.5
"CABO DE REDE CX DE 305 M CAT 5",1313867,35,5,ATIVO,CAIXA,1610,322
"Placa Serial	PCI com 4 saídas",1313868,75,3,ATIVO,UNIDADE,555,185
"PLACA MAE SOCKET FCLGA",1313869,71,10,ATIVO,UNIDADE,3400,340
"PATCH CORD AMARELO",1313870,61,10,ATIVO,UNIDADE,139,13.9
"CABO VGA MONITOR/PROJETOR 20mt",1313871,43,5,ATIVO,UNIDADE,690,138
"CABO HDMI 20 MT",1316001,40,5,ATIVO,UNIDADE,750,150
"LEITOR DE CARTÃO MULTI-LEITOR",1316003,60,10,ATIVO,UNIDADE,350,35
"GRAVADOR DE DVD INTERNO SATA",1316005,50,5,ATIVO,UNIDADE,395,79
"CONECTOR RJ-45 PARA CABO UTP",1316006,44,100,ATIVO,UNIDADE,63,0.63
"TELEVISOR LED 42",1318002,34,2,ATIVO,UNIDADE,4640,2320
"APARELHO TELEFONICO SEM FIO",1318006,4,10,ATIVO,UNIDADE,1500,150
