descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"DISJUNTOR TRIFASICO 10AMP PRETO",1297457,236,4,ATIVO,UNIDADE,139.96,34.99
"DISJUNTOR MONO 35AMP PRETO",1297459,233,15,ATIVO,UNIDADE,134.85,8.99
"DISJUNTOR MONO 20AMP PRETO",1297460,230,15,ATIVO,UNIDADE,86.85,5.79
"eletroduto corrugado amarela 25mm 3/4 (50mt)",1297461,270,125,ATIVO,METRO,73.75,0.59
"duale tomada nbr10a embutir branco",1297462,263,15,ATIVO,UNIDADE,71.85,4.79
"dreno concreto redondo 20x100",1297463,258,5,ATIVO,UNIDADE,74.95,14.99
"Docol - valvula descarga ri 484 1.1/2 base",1297464,256,9,ATIVO,UNIDADE,449.82,49.98
"chave philips 05 3/16x12",1297465,174,3,ATIVO,UNIDADE,29.7,9.9
"chave philips 03 3/16 x4",1297466,172,3,ATIVO,UNIDADE,9,3
"chave de fenda 08 1/4 x6",1297467,166,3,ATIVO,UNIDADE,10.5,3.5
"CHAVE COMBINADA BOCA/ESTRELA Nº28",1297468,159,5,ATIVO,UNIDADE,92.5,18.5
"corda multi filamento trancado 06mm -p/mt",1297469,208,100,ATIVO,METRO,45,0.45
"cocho de massa pvc 350lts 1,55x1,15x0,25cm azul",1297470,184,2,ATIVO,UNIDADE,370,185
"Fio paralelo vermelho/preto bicolor 2 x 1,50",1297471,354,200,ATIVO,METRO,198,0.99
"Ferrolho chato zincado 4 pesado c/ porta cadeado",1297472,340,2,ATIVO,UNIDADE,7.98,3.99
"Esmerilhadeira angular 4.1/2 700w 220v",1297473,300,1,ATIVO,UNIDADE,199.99,199.99
"Escala metrica pvc c/ relevo 2mt",1297474,297,1,ATIVO,UNIDADE,3.49,3.49
"Fechadura gaveta 312 l1 cromado",1297475,330,1,ATIVO,UNIDADE,5.79,5.79
"Facao 16 sem bainha",1297476,324,10,ATIVO,UNIDADE,118.9,11.89
"Espigao mang 1/2 rosca ext - mang 5/16 ref:4812",1297477,315,2,ATIVO,UNIDADE,3.58,1.79
"ASSENTO SANITARIO ALMOFADA CONVENCIONAL",1297478,40,15,ATIVO,UNIDADE,352.5,23.5
"AUTO TRANSFORMADOR DE VOLTAGEM 200va",1297479,41,5,ATIVO,UNIDADE,247.5,49.5
"auto transformador de voltagem 750va",1297480,43,10,ATIVO,UNIDADE,699,69.9
"CABO FLEXIVEL 6,0 (PRETO)",1297481,70,200,ATIVO,METRO,354,1.77
"ADESIVO PARA TUBOS PVC RIGIDO 175G C/ PINCEL",1297482,5,20,ATIVO,UNIDADE,80,4
