acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1008,2017,"Aplicacoes Diretas","Transf. de Convênios União Não rel. educ/saude/assit. social",6,1003049,4465067,"GABINETE DO PREFEITO"," ",1018,182,
1012,2017,"Aplicacoes Diretas","Recursos Ordinários",4,1003177,4465067,"GABINETE DO PREFEITO"," ",1018,122,
1016,2017,"Aplicacoes Diretas","Recursos Ordinários",4,1003273,4465067,"GABINETE DO PREFEITO"," ",1022,122,
1018,2017,,"Recursos Ordinários",4,1003313,0,"GABINETE DO PREFEITO"," ",1021,122,
1018,2017,"Aplicacoes Diretas","Recursos Ordinários",4,1003337,4697776,"GABINETE DO PREFEITO"," ",1021,122,
3001,2017,,"Recursos Ordinários",4,1003369,0,"PROCURADORIA GERAL DO MUNICIPIO"," ",1019,122,
6004,2017,"Aplicacoes Diretas","Receitas de Impostos e de Transf. de Impostos-Educação",12,1004201,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1023,361,
6005,2017,"Aplicacoes Diretas","Salário Educação",12,1004249,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1025,365,
6006,2017,"Aplicacoes Diretas","Transferências do FUNDEB - 40%",12,1004297,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1023,361,
1121,2017,"Aplicacoes Diretas","Transf. do SUS/União",10,1006654,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,304,
