descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"5161817	EIXO",0,1,DESCLASSIFICADO," ",1919.7,1919.7
"5138660	ROLAMENTO ACIONADOR",0,2,DESCLASSIFICADO," ",508.4,254.2
"5125062	SEMI EIXO L.D.",0,1,DESCLASSIFICADO," ",1549.8,1549.8
"5125063	SEMI EIXO L.E.",0,1,DESCLASSIFICADO," ",1493.1,1493.1
"5125349	EIXO ACIONADOR",0,1,DESCLASSIFICADO," ",2091.6,2091.6
"5123466	LUVA ESTRIADA",0,2,DESCLASSIFICADO," ",630.8,315.4
"5123982	ENGRENAGEM MOTORA",0,2,DESCLASSIFICADO," ",2525.6,1262.8
"5160495	ENGRENAGEM INTERMEDIÁRIA",0,2,DESCLASSIFICADO," ",4780.8,2390.4
"5174202	GARFO",0,2,DESCLASSIFICADO," ",4233,2116.5
"5127387	GARFO",0,2,DESCLASSIFICADO," ",3823.6,1911.8
"73401126	KIT DIFERENCIAL",0,1,DESCLASSIFICADO," ",2872,2872
"5125065	ENGRENAGEM",0,6,DESCLASSIFICADO," ",1377.6,229.6
"5125064	COROA DENTADA",0,2,DESCLASSIFICADO," ",2446,1223
"4997203	PINO",0,6,DESCLASSIFICADO," ",647.4,107.9
"5173735	PONTA EIXO",0,2,DESCLASSIFICADO," ",5494.6,2747.3
"20645490	ROLAMENTO",0,4,DESCLASSIFICADO," ",896.8,224.2
"20141040	ROLAMENTO",0,4,DESCLASSIFICADO," ",1228.4,307.1
"5123205	RETENTOR",0,2,DESCLASSIFICADO," ",413,206.5
"MAO DE OBRA MECANICA",0,200,DESCLASSIFICADO," ",21860,109.3
"7021502	BÓIA",0,1,DESCLASSIFICADO," ",555.12,555.12
"7202084	JUNTA LATERAL",0,8,DESCLASSIFICADO," ",298.4,37.3
"7003606	JG. REP. CILINDRO HIDRÁULICO",0,4,DESCLASSIFICADO," ",614,153.5
"7039127	PINO CENTRAL",0,2,DESCLASSIFICADO," ",608.2,304.1
"7010753	PARAFUSO SEXTAVADO",0,16,DESCLASSIFICADO," ",238.4,14.9
"7022241	BLOCO VÁLVULA VIBRADORA",0,2,DESCLASSIFICADO," ",5378.4,2689.2
"70003421	VÁLVULA DE BLOQUEIO",0,2,DESCLASSIFICADO," ",4299.4,2149.7
"2551147	BOMBA DE ENGRENAGENS",0,1,DESCLASSIFICADO," ",4025.7,4025.7
"2551217	HÉLICE DO MOTOR",0,1,DESCLASSIFICADO," ",1530.9,1530.9
"2590707	TAMPA RADIADOR",0,2,DESCLASSIFICADO," ",107.8,53.9
"2590704	VISOR NÍVEL RADIADOR",0,1,DESCLASSIFICADO," ",481.4,481.4
"2590219	COXIM",0,8,DESCLASSIFICADO," ",787.2,98.4
"2554717	MANGUEIRA DA TURBINA",0,2,DESCLASSIFICADO," ",605.8,302.9
"2554701	SILENCIOSO",0,1,DESCLASSIFICADO," ",565.8,565.8
"7010569	PARAFUSO SEXTAVADO",0,24,DESCLASSIFICADO," ",224.4,9.35
"2554996	MANGUEIRA INF. RADIADOR",0,2,DESCLASSIFICADO," ",280.4,140.2
"2554980	MANGUEIRA SUP. RADIADOR",0,2,DESCLASSIFICADO," ",275.4,137.7
"7012422	ABRAÇADEIRA",0,8,DESCLASSIFICADO," ",45.6,5.7
"7123903	PINHÃO",0,2,DESCLASSIFICADO," ",3270.2,1635.1
"7123905	PINHÃO",0,2,DESCLASSIFICADO," ",2755.2,1377.6
"7123906	ROLAMENTO",0,8,DESCLASSIFICADO," ",2503.2,312.9
"7123909	ANEL O",0,20,DESCLASSIFICADO," ",116.2,5.81
"7123910	ANEL O",0,20,DESCLASSIFICADO," ",103.2,5.16
"7055903	FAROL CONJUNTO",0,6,DESCLASSIFICADO," ",877.2,146.2
"7202773	RODA MOTRIZ",0,2,DESCLASSIFICADO," ",4780.2,2390.1
"7016606	ROLETE",0,12,DESCLASSIFICADO," ",13185.6,1098.8
"7011854	ROLETE",0,2,DESCLASSIFICADO," ",2839.2,1419.6
"7098178	CORRENTE",0,4,DESCLASSIFICADO," ",3264.8,816.2
"7098179	CORRENTE",0,4,DESCLASSIFICADO," ",3045.6,761.4
"7098162	ENGRENAGEM",0,4,DESCLASSIFICADO," ",4067.2,1016.8
"7098419	BUCHA",0,6,DESCLASSIFICADO," ",826.2,137.7
"12413	COXIM DE BORRACHA",0,8,DESCLASSIFICADO," ",849.6,106.2
"MAO DE OBRA MECANICA",0,200,DESCLASSIFICADO," ",22140,110.7
"VA32E0102100	JUNTA CABEÇOTE",0,2,VENCEU," ",1251.76,625.88
"VA32E0102100	PARAFUSO",0,20,VENCEU," ",157.2,7.86
"VA3430102200	GUIA DE VÁLVULA ADMISSÃO",0,4,VENCEU," ",648.76,162.19
"VA3430102300	GUIA DE VÁLVULA ESCAPE",0,4,VENCEU," ",566.36,141.59
"VA3430101600	VÁLVULA ESCAPE",0,4,VENCEU," ",509.44,127.36
"VA32G0102100	VÁLVULA ADMISSÃO",0,4,VENCEU," ",475.64,118.91
"VA3430511100	TUCHO DE VÁLVULA",0,8,VENCEU," ",1225.92,153.24
"VA3430909051	JG DE BRONZINA",0,5,VENCEU," ",923.9,184.78
"VA34311200080	RETENTOR",0,2,VENCEU," ",439.8,219.9
"VA32G1200100	CARCAÇA",0,1,VENCEU," ",1791.07,1791.07
"VA32G1311200	INDICADOR PRESSÃO ÓLEO",0,2,VENCEU," ",445.98,222.99
"VA3421304100	JUNTA CÁRTER",0,2,VENCEU," ",227.86,113.93
"VA32G1302010	CÁRTER MOTOR",0,1,VENCEU," ",686.97,686.97
"VA32F1720100	PISTÃO DO MOTOR",0,4,VENCEU," ",3349.68,837.42
"VA3431707020	JG DE ANÉIS ,025MM",0,4,VENCEU," ",967.56,241.89
"VA32F1902200	JG DE BRONZINA",0,4,VENCEU," ",752.24,188.06
"VA32G2000010	VIRABREQUIM",0,1,VENCEU," ",2854.77,2854.77
"VA32G2100010	VOLANTE MOTOR",0,1,VENCEU," ",1984.11,1984.11
"VA3432101201	CREMALHEIRA",0,1,VENCEU," ",1166.34,1166.34
"VA9223321600	PARAFUSO",0,12,VENCEU," ",161.16,13.43
"VA32G2302010	ENGRENAGEM INTERMEDIÁRIA",0,1,VENCEU," ",1874.65,1874.65
"VA32G300300	ENGRENAGEM GUIA",0,1,VENCEU," ",955.64,955.64
"VA32G2304300	ROLAMENTO",0,1,VENCEU," ",203.49,203.49
"VA32G304100	EIXO GUIA",0,1,VENCEU," ",391.15,391.15
"VA32G010100	COLETOR ADMISSÃO",0,1,VENCEU," ",1007.28,1007.28
"VA3423221600	COLETOR ESCAPE",0,1,VENCEU," ",673.64,673.64
"VA32E3201700	JUNTA COLETOR",0,4,VENCEU," ",83.12,20.78
"VA3423203502	TUBO ESCAPE",0,2,VENCEU," ",658.52,329.26
"VA4918902750	TURBINA",0,1,VENCEU," ",5720.28,5720.28
"VA4918314000	ABRAÇADEIRA",0,4,VENCEU," ",62.88,15.72
"VA32A3610010	VALVULA DE SEGURANÇA",0,2,VENCEU," ",523,261.5
"VA3423902101	RADIADOR DE ÓLEO",0,1,VENCEU," ",3423.93,3423.93
"YY30P01006P1	SUPORTE BOMBA HIDRÁULICA",0,1,VENCEU," ",1338.92,1338.92
"VA3434021070	CABEÇOTE DO FILTRO",0,1,VENCEU," ",558.02,558.02
"VA3444302500	RESPIRO DO MOTOR",0,2,VENCEU," ",600,300
"VAF430003201	ABRAÇADEIRA",0,6,VENCEU," ",63.3,10.55
"VA32G4301100	TUBO",0,2,VENCEU," ",508.66,254.33
"VA32G450100	POLIA BOMBA DÁGUA",0,1,VENCEU," ",428.36,428.36
"VA3434611500	SENSOR",0,1,VENCEU," ",624.39,624.39
"VA3434904400	CORREIA BOMBA DÁGUA",0,4,VENCEU," ",441,110.25
"VA3434801900	ESPAÇADOR",0,1,VENCEU," ",426.27,426.27
"VA32G4800200	HELICE",0,1,VENCEU," ",1511.66,1511.66
"VA32G103400	TUBO INJETOR",0,2,VENCEU," ",278.62,139.31
"VA32G103500	TUBO INJETOR",0,2,VENCEU," ",278.62,139.31
"VA32G103600	TUBO INJETOR",0,2,VENCEU," ",278.62,139.31
"VA32G6103700	TUBO INJETOR",0,2,VENCEU," ",278.62,139.31
"VA32G6100300	BOMBA INJETORA",0,1,VENCEU," ",9841.93,9841.93
"VA0556370258	ANEL ORING",0,1,VENCEU," ",136.32,136.32
"VA32G6600100	MOTOR DE ARRANQUE",0,1,VENCEU," ",3504.53,3504.53
"VA32G6800100	ALTERNADOR",0,1,VENCEU," ",1696.94,1696.94
"VA32G9000400	SENSOR PRESSÃO",0,1,VENCEU," ",751.95,751.95
"VA32G9000600	SENSOR",0,2,VENCEU," ",1083.2,541.6
"VA32G9000700	SENSOR",0,1,VENCEU," ",336.72,336.72
"VA32G9000200	SENSOR TEMPERATURA DÁGUA",0,1,VENCEU," ",633.24,633.24
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,VENCEU," ",1407.78,1407.78
"YY01V00055R500	JG REP. CILINDRO CAÇAMBA",0,2,VENCEU," ",3698.16,1849.08
"YY01V00054R500	JG REP. CILINDRO PROFUNDIDADE",0,2,VENCEU," ",3329.8,1664.9
"YY01V00053R500	JG RE. CILINDRO LEVANTE",0,4,VENCEU," ",5375.2,1343.8
"YY10V00009F1	BOMBA HIDRAÚLICA",0,1,VENCEU," ",17744.53,17744.53
"YN42H02349P1	ABRAÇADEIRA",0,10,VENCEU," ",114.4,11.44
"YY42H01477P1	ABRAÇADEIRA",0,10,VENCEU," ",100.3,10.03
"YY01V00055F1	CILINDRO DA CONCHA",0,1,VENCEU," ",4964.85,4964.85
"2418T23986D1	ANEL",0,8,VENCEU," ",62.88,7.86
"2419T6002D7	PINO TRAVA",0,8,VENCEU," ",120.24,15.03
"2445Z869	ANEL ORING",0,8,VENCEU," ",136.88,17.11
"YY12B01436P1	PINO",0,1,VENCEU," ",1228.67,1228.67
"YY12B01448P1	BUCHA",0,4,VENCEU," ",1739.32,434.83
"YY12B01449P1	BUCHA",0,4,VENCEU," ",1461.52,365.38
"YY12B01446P1	BUCHA",0,4,VENCEU," ",2056.96,514.24
"YY12B01447P1	BUCHA",0,4,VENCEU," ",1418.52,354.63
"YY01V00053F1	CILINDRO LEVANTE",0,2,VENCEU," ",8439.52,4219.76
"YY12B01428P1	PINO",0,2,VENCEU," ",1670.08,835.04
"YY12B01429P1	PINO",0,2,VENCEU," ",1705.1,852.55
"YM12B01120P1	BUCHA",0,4,VENCEU," ",1117.64,279.41
"YB12B01101P1	BUCHA",0,4,VENCEU," ",1690.76,422.69
"YY12B01432P1	PINO",0,2,VENCEU," ",2091.96,1045.98
"YY12B01427P1	PINO",0,4,VENCEU," ",3668.12,917.03
"YY12B01435P1	PINO",0,2,VENCEU," ",1582.7,791.35
"YM80S00001F1	FAROL CONJUNTO",0,4,VENCEU," ",1071.44,267.86
"YY02B01174P1	PINO",0,4,VENCEU," ",2679.44,669.86
"YY60D01004P1	PARAFUSO",0,368,VENCEU," ",1847.36,5.02
"LP60D01002P1	PORCA",0,368,VENCEU," ",1317.44,3.58
"2424J113C1	SAPATA",0,92,VENCEU," ",17164.44,186.57
"YY62D01027P1	ELO",0,92,VENCEU," ",4147.36,45.08
"YY62D01029P1	BUCHA",0,90,VENCEU," ",3474.9,38.61
"YY62D01031P1	PINO",0,90,VENCEU," ",5059.8,56.22
"YY64D01002F1	ROLETE SUPERIOR",0,4,VENCEU," ",3045.2,761.3
"YY64D00027F1	ROLETE INFERIOR",0,14,VENCEU," ",7873.6,562.4
"YY54D01004P1	MOLA TENSORA",0,2,VENCEU," ",3971.6,1985.8
"YY52D00006P1	RODA GUIA",0,2,VENCEU," ",3252.18,1626.09
"LP52D01009P1	MANCAL RODA GUIA",0,4,VENCEU," ",1254.56,313.64
"2445R441F1	DUOCONE",0,4,VENCEU," ",831.04,207.76
"YY51D01006P1	RODA MOTRIZ",0,2,VENCEU," ",4229.32,2114.66
"LP53D01001P1	PARAFUSO",0,36,VENCEU," ",666.36,18.51
"YY30V00058P1	VALVULA DE CONTROLE",0,1,VENCEU," ",6810.05,6810.05
"ZS18C16045	PARAFUSO",0,14,VENCEU," ",77.98,5.57
"YN20M01675P1	CONDENSADOR",0,1,VENCEU," ",3567.61,3567.61
"YW21C01302P1	AMORTECEDOR",0,2,VENCEU," ",862.5,431.25
"YB02C01066F1	VIDRO",0,1,VENCEU," ",1168.47,1168.47
"YB51C01001P1	VIDRO",0,1,VENCEU," ",1323.6,1323.6
"YY01V00055S005	TAMPA CILINDRO CONCHA",0,1,VENCEU," ",253.73,253.73
"YY01V00055S016	EMBOLO CILINDRO CONCHA",0,1,VENCEU," ",389.06,389.06
"YN50C01173P1	VIDRO",0,1,VENCEU," ",1059.72,1059.72
"YN53C01003F1	MOTOR ELÉTRICO",0,1,VENCEU," ",2045.8,2045.8
"YN40F01019DD	ANEL VEDAÇÃO",0,2,VENCEU," ",494.34,247.17
"YN53C01003S002	PALHETA LIMPADOR",0,2,VENCEU," ",444.18,222.09
"2444P803	VÁLVULA ESTEIRA",0,4,VENCEU," ",257.92,64.48
"LP52D01003P1	EIXO RODA GUIA",0,2,VENCEU," ",730.76,365.38
"LP52D01004P1	BUCHA RODA GUIA",0,4,VENCEU," ",537.32,134.33
"YN02C01787P1	VIDRO",0,1,VENCEU," ",1544.5,1544.5
"2427U900	RESERVATÓRIO",0,1,VENCEU," ",277.72,277.72
"YN03M01695P1	COXIM MOTOR",0,4,VENCEU," ",913.44,228.36
"ZM22C10035	COXIM MOTOR",0,4,VENCEU," ",1071.44,267.86
"YY01V00054S016	EMBOLO CILINDRO PROFUNDIDADE",0,1,VENCEU," ",293.74,293.74
"YY01V00054S005	TAMPA CILINDRO PROFUNDIDADE",0,1,VENCEU," ",454.93,454.93
"YX22V00007F1	EIXO MOTOR DE GIRO",0,1,VENCEU," ",2084.61,2084.61
"YX32W0002S210	ENGRENAGEM",0,3,VENCEU," ",2359.44,786.48
"YX15V00004S742	PLACA FRICÇÃO",0,3,VENCEU," ",2377.05,792.35
"YX15V00004S743	PLACA FRICÇÃO",0,4,VENCEU," ",3544.32,886.08
"YM30P01007F1	ACOPLAMENTO",0,1,VENCEU," ",2220.93,2220.93
"45Z91D104	ANEL ORING",0,8,VENCEU," ",44.56,5.57
"YN20P01034P2	TAMPA TANQUE DIESEL",0,2,VENCEU," ",275.82,137.91
"YY12P00012P1	SILENCIOSO",0,1,VENCEU," ",1103.3,1103.3
"YB12P01013P1	TUBO",0,1,VENCEU," ",461.3,461.3
"YY11P01028P1	MANGUEIRA FILTRO DE AR",0,1,VENCEU," ",361.8,361.8
"YY05P00031S001	RADIADOR DÁGUA",0,1,VENCEU," ",4112.3,4112.3
"YN02P01095P1	COXIM",0,8,VENCEU," ",1375.52,171.94
"YY02P01027P1	SUPORTE DE FERRO",0,1,VENCEU," ",414.04,414.04
"YY02P01028P1	SUPORTE DE FERRO",0,1,VENCEU," ",497.92,497.92
"YY01V00054F1	CILINDRO DE PROFUNDIDADE",0,1,VENCEU," ",5253.81,5253.81
"YF30V00013F1	DISTRIBUIDOR",0,1,VENCEU," ",4576.48,4576.48
"YN30V00105F1	VÁLVULA PILOTO",0,1,VENCEU," ",2697.95,2697.95
"YN12B01602D1	ARRUELA DE AJUSTE",0,8,VENCEU," ",106.64,13.33
"YY01V00053S016	EMBOLO CILINDRO LEVANTE",0,2,VENCEU," ",551.64,275.82
"YY01V00053S005	TAMPA DO CILINDRO LEVANTE",0,2,VENCEU," ",880.6,440.3
"YN52S00032P1	POTENCIONADOR",0,1,VENCEU," ",1806.39,1806.39
"YY05P01238P1	TUBO FLEXIVEL",0,1,VENCEU," ",1654.85,1654.85
"YN53C01003S001	BRAÇO LIMPADOR",0,2,VENCEU," ",1326.38,663.19
"MAO DE OBRA MECANICA",0,300,VENCEU," ",28956,96.52
"YN52D01008P1	PINO TRAVA",0,4,VENCEU," ",51.48,12.87
"2830445	JUNTA",0,8,VENCEU," ",250.32,31.29
"2445R220D4	ANEL VEDAÇÃO",0,8,VENCEU," ",96.96,12.12
"YM12B01039P1	ELO",0,1,VENCEU," ",477.06,477.06
"2444P803	VÁLVULA ESTICADOR",0,2,VENCEU," ",64.38,32.19
"YN50C01189P1	FECHADURA",0,1,VENCEU," ",353.17,353.17
"YN20M00107S020	EVAPORADOR",0,1,VENCEU," ",4448.19,4448.19
"YM12P00010P1	SILENCIOSO",0,1,VENCEU," ",683.5,683.5
"YM12P01009P1	TUBO ESCAPE",0,1,VENCEU," ",232.96,232.96
"YN64D01068F1	ROLETE SUPERIOR",0,8,VENCEU," ",6408.96,801.12
"2445R361F1	DUOCONE",0,8,VENCEU," ",652.08,81.51
"YN64D01069P1	EIXO",0,4,VENCEU," ",946.96,236.74
"YN03M01695P1	COXIM MOTOR",0,8,VENCEU," ",400.56,50.07
"YN50C01173P1	VIDRO FRONTAL",0,1,VENCEU," ",1628.67,1628.67
"YM54D01003P2	MOLA ESTEIRA",0,2,VENCEU," ",2703.78,1351.89
"YF64D00001F1	ROLETE INFERIOR",0,14,VENCEU," ",7650.3,546.45
"YM51D01001P1	RODA MOTRIZ",0,2,VENCEU," ",2792,1396
"ZS13C16045	PARAFUSO",0,120,VENCEU," ",596.4,4.97
"YN40F01019D7	ANEL VEDAÇÃO",0,4,VENCEU," ",17.08,4.27
"YM12B01052P1	PINO",0,2,VENCEU," ",1613.56,806.78
"2445R138D8	RETENTOR",0,8,VENCEU," ",147.84,18.48
"YM43H01013P1	TUBO HIDRÁULICO",0,2,VENCEU," ",510.64,255.32
"YM60D00004P1	SAPATA",0,60,VENCEU," ",11200.2,186.67
"YN52D01011P1	MANCAL RODA GUIA",0,4,VENCEU," ",1401.96,350.49
"2445R152D1	ANEL ORING",0,8,VENCEU," ",44.48,5.56
"YB10V00004S019	VEDADOR",0,2,VENCEU," ",44.3,22.15
"YM01V00017R300	JG. REP. CILINDRO PROFUNDIDADE",0,1,VENCEU," ",1130.15,1130.15
"YN52D01001P1	EIXO RODA GUIA",0,2,VENCEU," ",493.54,246.77
"ZD11G07000	ANEL",0,8,VENCEU," ",39.76,4.97
"2439P177	PISTÃO ESTICADOR",0,2,VENCEU," ",986.5,493.25
"YN40F01019D8	ANEL VEDAÇÃO",0,4,VENCEU," ",19.88,4.97
"YN52D01006P1	RODA GUIA",0,2,VENCEU," ",2260.3,1130.15
"2420P1580D4	PARAFUSO",0,56,VENCEU," ",311.36,5.56
"2445R451F1	DUOCONE",0,8,VENCEU," ",852,106.5
"YM01V00017F1	CILINDRO PROFUNDIDADE",0,1,VENCEU," ",4570.38,4570.38
"2438U999S4	BUCHA METÁLICA",0,2,VENCEU," ",114.44,57.22
"LQ01V00003S014	EMBÔLO",0,1,VENCEU," ",336.18,336.18
"YN02C02136P1	VIDRO LATERAL",0,1,VENCEU," ",801.12,801.12
"YM12B01070P1	PINO",0,2,VENCEU," ",1254.54,627.27
"YN12B01596P1	BUCHA",0,4,VENCEU," ",844.04,211.01
"YM01V00019F1	CILINDRO LEVANTE",0,2,VENCEU," ",6895.36,3447.68
"2438U1109S14	BUCHA METÁLICA",0,2,VENCEU," ",107.3,53.65
"YM01V00019S015	EMBÔLO",0,1,VENCEU," ",314.73,314.73
"2438U1109S14	BUCHA",0,2,VENCEU," ",329.04,164.52
"YM12B01040P1	ELO",0,1,VENCEU," ",477.06,477.06
"YB12B01072P1	BUCHA",0,4,VENCEU," ",919.92,229.98
"YM02B01036P1	BUCHA",0,4,VENCEU," ",486.4,121.6
"B16T0442D52	CALÇO 0.50MM",0,10,VENCEU," ",20.9,2.09
"B16T0442D39	CALÇO 0.90MM",0,10,VENCEU," ",20.9,2.09
"B16T0442D4	CALÇO 1.6MM",0,10,VENCEU," ",20.9,2.09
"2419P210	PINO",0,50,VENCEU," ",2066.5,41.33
"2424J376	ELO L.D.",0,40,VENCEU," ",2432,60.8
"YN30V00080F1	VÁLVULA",0,1,VENCEU," ",2381.8,2381.8
"LC52S00019P1	SENSOR PRESSÃO DO COMANDO",0,1,VENCEU," ",919.14,919.14
"YN03M01573P1	COXIM MOTOR",0,8,VENCEU," ",383.04,47.88
"YM05P00019S006	RADIADOR DE ÓLEO",0,1,VENCEU," ",2243.12,2243.12
"YN30V00105R150	JG. REPARO JOY STICK",0,1,VENCEU," ",650.91,650.91
"YB12B01838P1	BUCHA",0,4,VENCEU," ",1075.72,268.93
"YM12B01066P1	PINO",0,2,VENCEU," ",1871.66,935.83
"YN64D01069P1	EIXO ROLETE",0,4,VENCEU," ",946.96,236.74
"ZD12P02900	ANEL ORING",0,20,VENCEU," ",111.2,5.56
"2405P415	BUCHA MESTRE",0,8,VENCEU," ",314.72,39.34
"YM01V00018F1	CILINDRO DA CONCHA",0,1,VENCEU," ",3268.86,3268.86
"2438U1949S4	BUCHA METÁLICA",0,2,VENCEU," ",100.14,50.07
"YM01V00018S015	EMBÔLO",0,1,VENCEU," ",293.27,293.27
"YM12B01092P1	BUCHA",0,4,VENCEU," ",612.16,153.04
"YM10V00006S123	ROLAMENTO",0,2,VENCEU," ",350.5,175.25
"YM10V00006S124	ROLAMENTO",0,2,VENCEU," ",387.64,193.82
"YM12B01135P1	BUCHA",0,4,VENCEU," ",632.24,158.06
"YM12B01136P1	BUCHA",0,4,VENCEU," ",551.96,137.99
"YN32W01072P1	ROLAMENTO",0,4,VENCEU," ",334.6,83.65
"ZR16X04000	ANEL ORING",0,9,VENCEU," ",57.24,6.36
"4895347	RETENTOR",0,8,VENCEU," ",353.68,44.21
"4895183	BUCHA",0,16,VENCEU," ",274.24,17.14
"YN32W01066P1	PINO GUIA",0,3,VENCEU," ",47.1,15.7
"YN32W01030P1	ROLAMENTO",0,2,VENCEU," ",157.36,78.68
"YN02C01787P1	VIDRO",0,1,VENCEU," ",1516.41,1516.41
"YN02C03160P1	VIDRO",0,1,VENCEU," ",1169.79,1169.79
"YM01V00019R300	JG. REP. CILINDRO LEVANTE",0,4,VENCEU," ",3690.88,922.72
"YM02B01069P1	PINO",0,2,VENCEU," ",2160.16,1080.08
"2420T6976	PARAFUSO",0,360,VENCEU," ",1789.2,4.97
"2420P1552	PORCA",0,360,VENCEU," ",1288.8,3.58
"2445Z1449	VEDAÇÃO",0,176,VENCEU," ",350.24,1.99
"2405P416	BUCHA",0,50,VENCEU," ",1713.5,34.27
"2853120	TUBO ENCHIMENTO",0,1,VENCEU," ",497.12,497.12
"YN32W01073P1	ROLAMENTO",0,6,VENCEU," ",1063.98,177.33
"4897877	JUNTA CÁRTER",0,2,VENCEU," ",167.3,83.65
"ZD12P02000	ANEL ORING",0,36,VENCEU," ",282.6,7.85
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,VENCEU," ",1652.31,1652.31
"YM10V01002F1	VÁLVULA REGULADORA",0,1,VENCEU," ",2810.28,2810.28
"YN32W01053P1	ENGRENAGEM",0,3,VENCEU," ",3197.34,1065.78
"YN32W01056P1	ANEL ORING",0,12,VENCEU," ",66.72,5.56
"2852684	RESPIRO",0,2,VENCEU," ",187.36,93.68
"4899632	VÁLVULA ADMISSÃO",0,4,VENCEU," ",391.8,97.95
"YN32W01029P1	ROLAMENTO",0,2,VENCEU," ",183,91.5
"71469389	CARRIER",0,1,VENCEU," ",1141.58,1141.58
"2445R442F1	DUOCONE",0,4,VENCEU," ",594.48,148.62
"2405P482	BUCHA",0,4,VENCEU," ",343.32,85.83
"YM32W01002P1	PINHÃO GIRO",0,1,VENCEU," ",2224.44,2224.44
"2437U213S157	MOLA",0,24,VENCEU," ",307.68,12.82
"2424J377	ELO L.E.",0,40,VENCEU," ",2432,60.8
"2419P4211	PINO MESTRE",0,8,VENCEU," ",652.08,81.51
"4895393	ANEL ORING",0,8,VENCEU," ",34.16,4.27
"2853443	BOMBA DÁGUA",0,2,VENCEU," ",700.98,350.49
"YX10V00003S015	ANEL ORING",0,15,VENCEU," ",117.75,7.85
"YN02B01417D1	ARRUELA",0,16,VENCEU," ",203.52,12.72
"YM01V00018R300	JG. REP. CILINDRO CONCHA",0,2,VENCEU," ",2174.48,1087.24
"YN55V01057P1	VEDADOR",0,10,VENCEU," ",342.7,34.27
"YM10V00006S535	RETENTOR",0,8,VENCEU," ",124,15.5
"YM10V00003S702	ANEL ORING",0,16,VENCEU," ",68.32,4.27
"2456R442F1	FAROL CONJUNTO",0,6,VENCEU," ",476.28,79.38
"2852205	CÁRTER",0,1,VENCEU," ",851.19,851.19
"4899091	PARAFUSO",0,24,VENCEU," ",274.08,11.42
"YN10V00033R100	EIXO DA PLANETÁRIA",0,1,VENCEU," ",916.26,916.26
