descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"usina de processamento e classificação de RSU contendo: esteira de elevação com taliscas tipo fixa com moega; funil de alimentação; esteira de separação de resíduos; mesa de triagem. Tudo dentro das especificações técnicas contidas no memorial descritiva o produto.",5380878,2,VENCEU,UN,810000,405000
