descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CHUVEIRO COMUM EM PLASTICO BRANCO, COM CANO, 3 TEMPERATURAS, 5500 W",2199968,48,20,ATIVO,UNIDADE,895.8,44.79
"Fita veda rosca 18mmx50m",2199969,53,30,ATIVO,UNIDADE,137.7,4.59
"Sifão p/ pia de cozinha universal branco 1,20mt",2199970,116,15,ATIVO,PEÇA,145.05,9.67
"Torneira jardim 1/2 PVC",2199971,135,20,ATIVO,UNIDADE,50,2.5
"CABO (PP) PARA EXTENSÃO DE FIO 2X1,5mm",2199972,158,500,ATIVO,METRO,1270,2.54
"Caixa de luz 4x4 amarela",2199973,160,50,ATIVO,UNIDADE,44,0.88
"CABO FLEXIVEL PVC 750 V, 3 CONDUTORES DE 1,5 MM2",2199974,161,500,ATIVO,METRO,1995,3.99
"CABO FLEXIVEL PVC 750 V, 2 CONDUTORES DE 4,0 MM2",2199975,162,500,ATIVO,METRO,2945,5.89
"DISJUNTOR BRANCO MONOFASICO(CURVA C) 16A",2199976,191,30,ATIVO,UNIDADE,206.7,6.89
"DISJUNTOR BRANCO MONOFASICO(CURVA C) 25A",2199977,193,30,ATIVO,UNIDADE,206.7,6.89
"DISJUNTOR BRANCO MONOFASICO(CURVA C) 32A",2199978,194,30,ATIVO,UNIDADE,206.7,6.89
"DISJUNTOR BRANCO TRIFASICO C 10A",2199979,205,30,ATIVO,UNIDADE,1170,39
"DISJUNTOR BRANCO TRIFASICO C 16A",2199980,206,30,ATIVO,UNIDADE,1170,39
"DISJUNTOR BRANCO TRIFASICO C 25A",2199981,208,30,ATIVO,UNIDADE,1170,39
"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *36* W, PERFIL COMERCIAL (NAO INCLUI REATOR E LAMPADAS)",2199982,214,100,ATIVO,UNIDADE,3924,39.24
"FIO PARA ELETRICIDADE FLEXÍVEL 4,0mm²",2199983,217,1000,ATIVO,METRO,2750,2.75
"FIO PARA ELETRICIDADE FLEXÍVEL 6,0mm²",2199984,218,1000,ATIVO,METRO,3590,3.59
"FIO PARA ELETRICIDADE FLEXÍVEL 10,0mm²",2199985,219,1000,ATIVO,METRO,6000,6
"interruptor embutir 1 tecla paralelo 10A c/placa branco",2199986,226,50,ATIVO,UNIDADE,364.5,7.29
"LUMINARIA DE TETO PLAFON/PLAFONIER EM PLASTICO COM BASE E27, POTENCIA MAXIMA 60 W (NAO INCLUI LAMPADA)",2199987,239,100,ATIVO,UNIDADE,296,2.96
"Reator eletronico 2x40watts",2199988,246,50,ATIVO,UNIDADE,1867,37.34
"REATOR VAPOR METÁLICO 400W AE",2199989,247,50,ATIVO,UNIDADE,4062.5,81.25
"cadeado em latão maciço 25mm com chaves",2199990,265,10,ATIVO,UNIDADE,87.5,8.75
"cadeado em latão maciço  30mm com chaves",2199991,268,10,ATIVO,UNIDADE,112.5,11.25
"cadeado em latão maciço 40mm com chaves",2199992,270,10,ATIVO,UNIDADE,151.9,15.19
"FECHADURA ESPELHO PARA PORTA INTERNA, EM ACO INOX (MAQUINA, TESTA E CONTRA- TESTA) E EM ZAMAC (MACANETA, LINGUETA E TRINCOS) COM ACABAMENTO CROMADO, MAQUINA DE 40 MM, INCLUINDO CHAVE TIPO INTERNA",2199993,296,20,ATIVO,CONJUNTO,603.6,30.18
"ADESIVO PARA TUBOS CPVC, *75* G",2199994,300,20,ATIVO,UNIDADE,120.8,6.04
"DISCO DE CORTE PARA METAL COM DUAS TELAS 12 X 1/8 X 3/4 "" (300 X 3,2 X 19,05 MM)",2199995,315,200,ATIVO,UNIDADE,3378,16.89
"ELETRODO REVESTIDO AWS - E6013, DIAMETRO IGUAL A 2,50 MM",2199996,326,100,ATIVO,Quilograma/Kilograma,2239,22.39
"ELETRODO REVESTIDO AWS - E6013, DIAMETRO IGUAL A 4,00 MM",2199997,327,100,ATIVO,Quilograma/Kilograma,2499,24.99
"FITA ISOLANTE ADESIVA ANTICHAMA, USO ATE 750 V, EM ROLO DE 19 MM X 5 M",2199998,364,15,ATIVO,UNIDADE,20.7,1.38
"FITA VEDA ROSCA EM ROLOS DE 18 MM X 50 M (L X C)",2199999,368,15,ATIVO,UNIDADE,70.35,4.69
"LONA PLASTICA PESADA PRETA, E = 150 MICRA",2200000,375,200,ATIVO,"metro quadrado",358,1.79
