descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Contratação dos serviços técnicos especializados para elaboração de projeto urbanístico e executivo de calçadas acessíveis e ciclovias na rodovia Luiz Rosso e ruas Mansueto Luiz Rosso, Pompeu Rosso Menegon e Paulo Dalpont, localizadas no bairro Quarta Linha; ruas Lucas Peruchi e rua João Batista Carneiro, localizadas no bairro São Defende; ruas Manoel João Machado e 150 e avenida dos Imigrantes, localizadas no distrito do Rio Maina. Todas estas no município de Criciúma – SC.",4986023,1,DESCLASSIFICADO," ",92553.01,92553.01
