descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"84482108	RETENTOR",0,8,VENCEU," ",273.84,34.23
"5133799	RETENTOR",0,8,VENCEU," ",393.6,49.2
"5177709	RETENTOR",0,8,VENCEU," ",273.84,34.23
"84203537	CABO ACELERADOR",0,2,VENCEU," ",299.5,149.75
"5167202	ALAVANCA",0,2,VENCEU," ",192.54,96.27
"82018664	CILINDRO MESTRE",0,2,VENCEU," ",984.06,492.03
"5184313	DISCO FREIO",0,4,VENCEU," ",1055.36,263.84
"5191350	PISTAO FREIO",0,4,VENCEU," ",2224.84,556.21
"5118101	DISCO FREIO",0,4,VENCEU," ",427.84,106.96
"5130785	PLACA SEPARADORA",0,4,VENCEU," ",342.28,85.57
"5183158	CABO FREIO ESTACIONÁRIO",0,2,VENCEU," ",392.2,196.1
"5189875	KIT EMBREAGEM",0,1,VENCEU," ",2752.51,2752.51
"5167167	SUPORTE DO ROLAMENTO",0,2,VENCEU," ",1297.82,648.91
"87345759	ROLAMENTO EMBREAGEM",0,2,VENCEU," ",342.28,171.14
"5167184	GUIA",0,2,VENCEU," ",1112.42,556.21
"87373914	CABO EMBREAGEM",0,2,VENCEU," ",586.16,293.08
"5153715	COROA E PINHÃO",0,1,VENCEU," ",3016.35,3016.35
"5130990	ROLAMENTO DO PINHÃO",0,2,VENCEU," ",349.42,174.71
"24903460	ROLAMENTO DIFERENCIAL",0,4,VENCEU," ",1083.88,270.97
"24903480	ROLAMENTO DIFERENCIAL",0,4,VENCEU," ",1169.48,292.37
"5166549	EIXO DIANTEIRO L.D.",0,1,VENCEU," ",2467.28,2467.28
"5166562	EIXO DIANTEIRO L.E.",0,1,VENCEU," ",2467.28,2467.28
"5189825	DISCO EMBREAGEM",0,1,VENCEU," ",1740.02,1740.02
"5188093	SINCRONIZADOR",0,2,VENCEU," ",5690.42,2845.21
"5131167	EIXO ENTALHADO",0,1,VENCEU," ",2310.4,2310.4
"5126458	ROLAMENTO",0,4,VENCEU," ",941.28,235.32
"5117539	ROLAMENTO AGULHAS",0,4,VENCEU," ",342.28,85.57
"5105534	RETENTOR",0,6,VENCEU," ",320.88,53.48
"5105536	RETENTOR",0,6,VENCEU," ",299.52,49.92
"5167151	EIXO",0,2,VENCEU," ",3864.92,1932.46
"26794660	ROLAMENTO ESFÉRICO",0,4,VENCEU," ",541.96,135.49
"24905130	ROLAMENTO ESFÉRICO",0,4,VENCEU," ",484.88,121.22
"5167937	DISCO TDF",0,2,VENCEU," ",1868.28,934.14
"87520950	PEDAL",0,1,VENCEU," ",1197.98,1197.98
"87536431	VARÃO",0,2,VENCEU," ",270.98,135.49
"5186629	SINCRONIZADOR",0,1,VENCEU," ",1903.94,1903.94
"5161817	EIXO",0,1,VENCEU," ",1690.01,1690.01
"5138660	ROLAMENTO ACIONADOR",0,2,VENCEU," ",442.12,221.06
"5125062	SEMI EIXO L.D.",0,1,VENCEU," ",1347.73,1347.73
"5125063	SEMI EIXO L.E.",0,1,VENCEU," ",1347.73,1347.73
"5125349	EIXO ACIONADOR",0,1,VENCEU," ",1796.98,1796.98
