descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Ácido fólico 5mg cpr, em blister.",2218728,6,500000,ATIVO,COMPRIMIDO,17300,0.0346
"Enalapril, maleato 10mg cpr, em blister.",2218729,110,2200000,ATIVO,COMPRIMIDO,61160,0.0278
"Furosemida 40mg cpr, em blister.",2218730,135,850000,ATIVO,COMPRIMIDO,48025,0.0565
"Hidroclorotiazida 25mg cpr, em blister.",2218731,147,2400000,ATIVO,COMPRIMIDO,57600,0.024
"Loratadina 10mg cpr, em blister.",2218732,180,800000,ATIVO,COMPRIMIDO,48480,0.0606
"Metoclopramida 4mg/mL solução oral, frasco de 10ml.",2218733,188,3000,ATIVO,FRASCO,2566.2,0.8554
"Nifedipino retard 20mg, comprimido de liberação prolongada,",2218734,206,400000,ATIVO,COMPRIMIDO,50640,0.1266
"Propranolol 40mg cpr, em blister.",2218735,230,1000000,ATIVO,COMPRIMIDO,27800,0.0278
"Metoclopramida, cloridrato 10mg cpr, em blister.",2774353,190,270000,ATIVO,COMPRIMIDO,18414,0.0682
