descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"DS7752013	ARRUELA",0,5,NAO_COTOU," ",0,0
"DS7752027	ARRUELA",0,5,NAO_COTOU," ",0,0
"DS7752025	ARRUELA",0,5,NAO_COTOU," ",0,0
"21551299B	LINK GUIA L.D.",0,2,NAO_COTOU," ",0,0
"21551300B	LINK GUIA L.E.",0,2,NAO_COTOU," ",0,0
"21801106BD4	RETENTOR",0,4,NAO_COTOU," ",0,0
"21801106BD6	RETENTOR",0,4,NAO_COTOU," ",0,0
"DS0001084	PARAFUSO",0,4,NAO_COTOU," ",0,0
"DS0001083	PARAFUSO",0,4,NAO_COTOU," ",0,0
"18000077D5	ANEL O",0,4,NAO_COTOU," ",0,0
"K1000911	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"K1000912B	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"10900097	ROLAMENTO",0,2,NAO_COTOU," ",0,0
"10900098	ROLAMENTO",0,2,NAO_COTOU," ",0,0
"12900044	MOLA",0,2,NAO_COTOU," ",0,0
"11400228	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"S8010355	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S8010951	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S8011451	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S8000081	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S8060181	ANEL TRAVA",0,2,NAO_COTOU," ",0,0
"S8090350	ANEL TRAVA",0,2,NAO_COTOU," ",0,0
"S6500400	ANEL TRAVA",0,2,NAO_COTOU," ",0,0
"113100143	MOLA INTERNA",0,10,NAO_COTOU," ",0,0
"113100139	MOLA EXTERNA",0,10,NAO_COTOU," ",0,0
"S8010755	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000061	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000085	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000111	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000221	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000161	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000201	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8010251	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8002721	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8000261	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S8010351	ANEL ORING",0,10,NAO_COTOU," ",0,0
"S6500100	ANEL TRAVA",0,2,NAO_COTOU," ",0,0
"112300007	PINO DE AJUSTE",0,2,NAO_COTOU," ",0,0
"112300012	PINO DE AJUSTE",0,2,NAO_COTOU," ",0,0
"112300014	PINO DE AJUSTE",0,2,NAO_COTOU," ",0,0
"112300009	PINO DE AJUSTE",0,2,NAO_COTOU," ",0,0
"112300016	PINO DE AJUSTE",0,2,NAO_COTOU," ",0,0
"K9001839	PINO DE AJUSTE",0,2,NAO_COTOU," ",0,0
"K9001811	BOMBA DE ENGRENAGEM",0,1,NAO_COTOU," ",0,0
"12900045	MOLA",0,2,NAO_COTOU," ",0,0
"12100038	PORCA TRAVANTE",0,2,NAO_COTOU," ",0,0
"140300037	ENGRENAGEM",0,2,NAO_COTOU," ",0,0
"140300040	ENGRENAGEM",0,2,NAO_COTOU," ",0,0
"S2209666	PARAFUSO",0,4,NAO_COTOU," ",0,0
"S2209961	PARAFUSO",0,4,NAO_COTOU," ",0,0
"S2208871	PARAFUSO",0,4,NAO_COTOU," ",0,0
",11500043	ANEL ORING",0,2,NAO_COTOU," ",0,0
"S8010951	ANEL ORING",0,2,NAO_COTOU," ",0,0
"S6510180	ANEL TRAVA",0,2,NAO_COTOU," ",0,0
"719212KT	JG REPARO BOMBA DE ENGRENAGEM",0,1,NAO_COTOU," ",0,0
"212100009	BUJÃO",0,4,NAO_COTOU," ",0,0
"K9001840	MOLA",0,2,NAO_COTOU," ",0,0
"K9001841	ESPAÇADOR",0,2,NAO_COTOU," ",0,0
"S8000341	ANEL O",0,2,NAO_COTOU," ",0,0
"S6005050	ROLAMENTO",0,2,NAO_COTOU," ",0,0
"S2227561	PARAFUSO ALLEN",0,10,NAO_COTOU," ",0,0
"K9001842	ANEL ORING",0,5,NAO_COTOU," ",0,0
"S5741162	PINO TRAVA",0,10,NAO_COTOU," ",0,0
"K9001843	EIXO ENTALHADO",0,1,NAO_COTOU," ",0,0
"K9001844	PLACA SUPORTE",0,1,NAO_COTOU," ",0,0
"K9001845	JG PISTÕES",0,1,NAO_COTOU," ",0,0
"141200092	PLACA DE RETENÇÃO",0,1,NAO_COTOU," ",0,0
"111400009	COLAR",0,4,NAO_COTOU," ",0,0
"111400286	ARRUELA",0,4,NAO_COTOU," ",0,0
"113100048	MOLA",0,2,NAO_COTOU," ",0,0
"S6510620	ANEL TRAVA",0,10,NAO_COTOU," ",0,0
"K9001847	PLACA DE BRONZE",0,2,NAO_COTOU," ",0,0
"18000219	RETENTOR",0,2,NAO_COTOU," ",0,0
"S6005090	ROLAMENTO",0,2,NAO_COTOU," ",0,0
"112300053	PINO TRAVA",0,4,NAO_COTOU," ",0,0
"18000220	ANEL ORING",0,6,NAO_COTOU," ",0,0
"18000221	ANEL ORING",0,6,NAO_COTOU," ",0,0
"45200020	PISTÃO DE FREIO",0,1,NAO_COTOU," ",0,0
"12900062	MOLA DE FREIO",0,2,NAO_COTOU," ",0,0
"18100346	BUJÃO",0,2,NAO_COTOU," ",0,0
"21811116D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"42000110	VÁLVULA DE FREIO",0,1,NAO_COTOU," ",0,0
"118100059	 BUJÃO",0,2,NAO_COTOU," ",0,0
"118100067	BUJÃO",0,2,NAO_COTOU," ",0,0
"113100058	MOLA",0,2,NAO_COTOU," ",0,0
"112900006	MOLA",0,2,NAO_COTOU," ",0,0
"K9007380	MOLA",0,2,NAO_COTOU," ",0,0
"S8000321	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S8002731	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S8000181	ANEL ORING",0,4,NAO_COTOU," ",0,0
"21811890D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"21811116D10	BUJÃO",0,2,NAO_COTOU," ",0,0
"21811116D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"113100001	MOLA",0,2,NAO_COTOU," ",0,0
"S6250182	ESFERA",0,10,NAO_COTOU," ",0,0
"S5740960	PINO TRAVA",0,10,NAO_COTOU," ",0,0
"K9007402	ROLAMENTO AGULHA",0,2,NAO_COTOU," ",0,0
"S5740770	PINO TRAVA",0,10,NAO_COTOU," ",0,0
"S2212266	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S8010230	ANEL ORING",0,2,NAO_COTOU," ",0,0
"21811890D4	BUJÃO",0,4,NAO_COTOU," ",0,0
"K9007386	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"118000144	ANEL ORING",0,2,NAO_COTOU," ",0,0
"K9004304	ARRUELA",0,2,NAO_COTOU," ",0,0
"141200157	PLACA DE AJUSTE",0,2,NAO_COTOU," ",0,0
"K9007395	PLACA DE AJUSTE",0,2,NAO_COTOU," ",0,0
"121900124	MOLA",0,2,NAO_COTOU," ",0,0
"43000041	BUJÃO",0,2,NAO_COTOU," ",0,0
"12900125	MOLA",0,2,NAO_COTOU," ",0,0
"12900127	MOLA",0,2,NAO_COTOU," ",0,0
"12900128	MOLA",0,2,NAO_COTOU," ",0,0
"12900130	MOLA",0,4,NAO_COTOU," ",0,0
"12900129	MOLA",0,4,NAO_COTOU," ",0,0
"S8010250	ANEL ORING",0,8,NAO_COTOU," ",0,0
"12900139	MOLA",0,4,NAO_COTOU," ",0,0
"18000400	ANEL ORING",0,10,NAO_COTOU," ",0,0
"42000112	BUJÃO",0,4,NAO_COTOU," ",0,0
"K9001141	MOLA",0,2,NAO_COTOU," ",0,0
"K9006860	MOLA",0,2,NAO_COTOU," ",0,0
"12900043	MOLA",0,2,NAO_COTOU," ",0,0
"S8010251	ANEL ORING",0,2,NAO_COTOU," ",0,0
"K9007363	VÁLVULA SOLENÓIDE",0,1,NAO_COTOU," ",0,0
"11000079	BUCHA METALICA",0,2,NAO_COTOU," ",0,0
"11500050	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"K9001857	ANEL BUFFER",0,2,NAO_COTOU," ",0,0
"K9001858	ANEL DE ENCOSTO",0,2,NAO_COTOU," ",0,0
"K9001877	ANEL DE VEDAÇÃO",0,2,NAO_COTOU," ",0,0
"11500059	ANEL DE VEDAÇÃO",0,2,NAO_COTOU," ",0,0
"11500051	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"S8011201	ANEL ORING",0,10,NAO_COTOU," ",0,0
"K9001859	ANEL BACK UP",0,10,NAO_COTOU," ",0,0
"S8011251	ANEL ORING",0,10,NAO_COTOU," ",0,0
"111500204	ANEL GUIA",0,10,NAO_COTOU," ",0,0
"K9001860	EMBÔLO",0,1,NAO_COTOU," ",0,0
"K9001890	ANEL DE ENCOSTO",0,2,NAO_COTOU," ",0,0
"11500087	ANEL GUIA",0,2,NAO_COTOU," ",0,0
"K9001861	ANEL GUIA",0,2,NAO_COTOU," ",0,0
"S8010651	ANEL ORING",0,2,NAO_COTOU," ",0,0
"118000277	ANEL BACK UP",0,4,NAO_COTOU," ",0,0
"K9007360	TUBO CILINDRO LEVANTE  L.E.",0,1,NAO_COTOU," ",0,0
"K9007359	TUBO CILINDRO LEVANTE  L.D.",0,1,NAO_COTOU," ",0,0
"K9007361	CAMISA CILINDRO LEVANTE",0,1,NAO_COTOU," ",0,0
"K9007356	TUBO HIDRÁULICO L.E.",0,1,NAO_COTOU," ",0,0
"K9007357	TUBO HIDRÁULICO L.D.",0,1,NAO_COTOU," ",0,0
"K1037854A	BUCHA",0,2,NAO_COTOU," ",0,0
"K9001879A	CAMISA CILINDRO PROFUNDIDADE",0,1,NAO_COTOU," ",0,0
"K9001881	TAMPA DO CILINDRO DE PROFUNDIDADE",0,1,NAO_COTOU," ",0,0
"11000081	BUCHA METALICA",0,2,NAO_COTOU," ",0,0
"11500073	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"K9001882	ANEL BUFFER",0,2,NAO_COTOU," ",0,0
"K9001883	ANEL DE ENCOSTO",0,2,NAO_COTOU," ",0,0
"K9001884	ANEL BACK UP",0,2,NAO_COTOU," ",0,0
"11500077	ANEL ORING",0,4,NAO_COTOU," ",0,0
"11500078	ANEL GUIA",0,4,NAO_COTOU," ",0,0
"S8011351	ANEL ORING",0,4,NAO_COTOU," ",0,0
"118000662	ANEL BACK UP",0,2,NAO_COTOU," ",0,0
"21801217D96	ANEL ORING",0,2,NAO_COTOU," ",0,0
"K9001893	ANEL ORING",0,2,NAO_COTOU," ",0,0
"K9001894	EMBÔLO",0,1,NAO_COTOU," ",0,0
"K9001900	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K9001868	CAMISA CILINDRO DA CONCHA",0,1,NAO_COTOU," ",0,0
"K9001870	TAMPA CILINDRO DA CONCHA",0,1,NAO_COTOU," ",0,0
"11000097	BUCHA METALICA",0,2,NAO_COTOU," ",0,0
"K9001401	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"K9001402	ANEL BUFFER",0,2,NAO_COTOU," ",0,0
"K9001403	ANEL BACK UP",0,4,NAO_COTOU," ",0,0
"K9001404	ANEL BACK UP",0,4,NAO_COTOU," ",0,0
"11500084	ANEL GUIA",0,2,NAO_COTOU," ",0,0
"11500063	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"S8011151	ANEL ORING",0,4,NAO_COTOU," ",0,0
"118000278	ANEL BACK UP",0,2,NAO_COTOU," ",0,0
"S8011201	ANEL ORING",0,4,NAO_COTOU," ",0,0
"K9001871	EMBÔLO",0,1,NAO_COTOU," ",0,0
"K9001891	ANEL RASPADOR",0,2,NAO_COTOU," ",0,0
"11500055	ANEL RETENTOR",0,2,NAO_COTOU," ",0,0
"K9001872	ANEL GUIA",0,2,NAO_COTOU," ",0,0
"18000276	ANEL ORING",0,4,NAO_COTOU," ",0,0
"K9001410	ANEL BACK UP",0,2,NAO_COTOU," ",0,0
"K9001875	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"S8000281	ANEL ORING",0,4,NAO_COTOU," ",0,0
"S5100603	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"S2212761	PARAFUSO ALLEN",0,10,NAO_COTOU," ",0,0
"S2221873	PARAFUSO",0,4,NAO_COTOU," ",0,0
"K9001876	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"16000008	COIFA",0,1,NAO_COTOU," ",0,0
"21101184D7	BUCHA",0,4,NAO_COTOU," ",0,0
"S4014633	PORCA",0,10,NAO_COTOU," ",0,0
"K9002935	MOLA",0,2,NAO_COTOU," ",0,0
"S2209261	PARAFUSO ALLEN",0,4,NAO_COTOU," ",0,0
"35400003	EIXO",0,2,NAO_COTOU," ",0,0
"S0559553	PARAFUSO",0,2,NAO_COTOU," ",0,0
"S5102603	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"K9001457	JG REPARO BOMBA PILOTO",0,1,NAO_COTOU," ",0,0
"K1011645D1	DECALQUE",0,2,NAO_COTOU," ",0,0
"K1011000	DECALQUE",0,2,NAO_COTOU," ",0,0
"K1011002	DECALQUE",0,2,NAO_COTOU," ",0,0
"K1015739	DECALQUE",0,2,NAO_COTOU," ",0,0
"K1039697	DECALQUE",0,2,NAO_COTOU," ",0,0
"K1011645D2	DECALQUE",0,2,NAO_COTOU," ",0,0
"21812755B	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"S8180321	ANEL VEDAÇÃO",0,2,NAO_COTOU," ",0,0
"18100809	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"18100810	CONEXÃO",0,2,NAO_COTOU," ",0,0
"12100085	PORCA",0,2,NAO_COTOU," ",0,0
"19502662B	SUPORTE",0,1,NAO_COTOU," ",0,0
"62102739B	TAMPA",0,1,NAO_COTOU," ",0,0
"K1001029	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21141058D72	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"DS0025021	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21812104D6	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"S8470032	ABRAÇADEIRA",0,10,NAO_COTOU," ",0,0
"54900093	INTERRUPTOR DE ALTERNÂNCIA",0,1,NAO_COTOU," ",0,0
"42600267A	VÁLVULA DE ALÍVIO",0,1,NAO_COTOU," ",0,0
"21814133D6	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"DS2232107	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21812293D4	TEE",0,2,NAO_COTOU," ",0,0
"21801026D19	ANEL O",0,10,NAO_COTOU," ",0,0
"S8030161	ANEL O",0,10,NAO_COTOU," ",0,0
"S8000291	ANEL O",0,10,NAO_COTOU," ",0,0
"S0561266	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S0561066	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S5102703	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"S2213466	PARAFUSO",0,5,NAO_COTOU," ",0,0
"19503436B	SUPORTE CHASSI L.D.",0,1,NAO_COTOU," ",0,0
"19503435B	SUPORTE CHASSI L.E.",0,1,NAO_COTOU," ",0,0
"DS0025019	PARAFUSO",0,10,NAO_COTOU," ",0,0
"DS0025020	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21812815D1	CONEXÃO",0,2,NAO_COTOU," ",0,0
"DS0025021	PARAFUSO",0,10,NAO_COTOU," ",0,0
"DS0025018	PARAFUSO",0,10,NAO_COTOU," ",0,0
"42600248A	VÁLVULA SELETORA PRIMÁRIA",0,1,NAO_COTOU," ",0,0
"42600249A	VÁLVULA SELETORA SECUNDÁRIA",0,1,NAO_COTOU," ",0,0
"42600266	VÁLVULA DE ALÍVIO",0,1,NAO_COTOU," ",0,0
"21811126D36	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"24711133	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21811702D4	CONEXÃO",0,2,NAO_COTOU," ",0,0
"21811951D1	TEE",0,2,NAO_COTOU," ",0,0
"18100779	TEE",0,2,NAO_COTOU," ",0,0
"S5102603	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"S0511866	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S0508766	PARAFUSO",0,10,NAO_COTOU," ",0,0
"S8000141	ANEL O",0,10,NAO_COTOU," ",0,0
"12400208D6	CLIP",0,5,NAO_COTOU," ",0,0
"K1001029	PARAFUSO",0,10,NAO_COTOU," ",0,0
"DS2242017	REDUÇÃO",0,2,NAO_COTOU," ",0,0
"54900010	INTERRUPTOR DE PRESSÃO",0,1,NAO_COTOU," ",0,0
"21811951D19	TEE",0,2,NAO_COTOU," ",0,0
"18100078D1	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"12100010D1	PORCA",0,5,NAO_COTOU," ",0,0
"DS2410009	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"18100086D1	TEE",0,2,NAO_COTOU," ",0,0
"18100086D2	TEE",0,2,NAO_COTOU," ",0,0
"12100010D7	PORCA",0,2,NAO_COTOU," ",0,0
"21811702D4	CONEXÃO",0,2,NAO_COTOU," ",0,0
"K1047556	VÁLVULA SOLENÓIDE",0,1,NAO_COTOU," ",0,0
"42600247B	VÁLVULA SOLENÓIDE",0,1,NAO_COTOU," ",0,0
"K9007363	VÁLVULA SOLENÓIDE",0,1,NAO_COTOU," ",0,0
"151900001	CARRETEL",0,2,NAO_COTOU," ",0,0
"21811126D14	ADAPTADOR",0,1,NAO_COTOU," ",0,0
"K1000695A	PLACA FIXAÇÃO",0,1,NAO_COTOU," ",0,0
"S2212266	PARAFUSO ALLEN",0,5,NAO_COTOU," ",0,0
"S2211866	PARAFUSO ALLEN",0,5,NAO_COTOU," ",0,0
"16100381	CAPA DO PEDAL",0,2,NAO_COTOU," ",0,0
"K1006656	CAPA DO PEDAL",0,2,NAO_COTOU," ",0,0
"K1033269	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1033270	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1033272	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1033271	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"21801026D19	ANEL O",0,10,NAO_COTOU," ",0,0
"S2212666	PARAFUSO",0,10,NAO_COTOU," ",0,0
"12400368	ABRAÇADEIRA",0,4,NAO_COTOU," ",0,0
"12400367	ABRAÇADEIRA",0,4,NAO_COTOU," ",0,0
"S2212466	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21811950D9	BUJÃO",0,2,NAO_COTOU," ",0,0
"K1000886A	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1004057	ABRAÇADEIRA",0,4,NAO_COTOU," ",0,0
"K1000334A	VÁLVULA DE SEGURANÇA L.E.",0,1,NAO_COTOU," ",0,0
"K1000338A	VÁLVULA DE SEGURANÇA L.D.",0,1,NAO_COTOU," ",0,0
"S0563666	PARAFUSO",0,4,NAO_COTOU," ",0,0
"S2212366	PARAFUSO ALLEN",0,5,NAO_COTOU," ",0,0
"S5102803	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"S0562766	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21812816D2	CONEXÃO",0,2,NAO_COTOU," ",0,0
"S8030161	ANEL O",0,10,NAO_COTOU," ",0,0
"21812816D4	CONEXÃO",0,2,NAO_COTOU," ",0,0
"21812817D4	BUJÃO",0,2,NAO_COTOU," ",0,0
"S8030081	ANEL O",0,10,NAO_COTOU," ",0,0
"18100078D1	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21811126D85	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"DS2404024	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21811702D3	CONEXÃO",0,2,NAO_COTOU," ",0,0
"DS2338029	CONEXÃO",0,2,NAO_COTOU," ",0,0
"S8000231	ANEL O",0,10,NAO_COTOU," ",0,0
"K1000351A	PLACA",0,1,NAO_COTOU," ",0,0
"12100010D1	PORCA",0,5,NAO_COTOU," ",0,0
"21811126D7	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"S8000141	ANEL O",0,10,NAO_COTOU," ",0,0
"18100078D5	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"19500163	SUPORTE",0,2,NAO_COTOU," ",0,0
"K1004006	PLACA",0,2,NAO_COTOU," ",0,0
"K1010847	SUPORTE",0,1,NAO_COTOU," ",0,0
"DS2805009	CLIP",0,5,NAO_COTOU," ",0,0
"K1001052	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1001053	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"21812820D1	BUJÃO",0,2,NAO_COTOU," ",0,0
"S0508866	PARAFUSO",0,10,NAO_COTOU," ",0,0
"K1004011	FIXADOR",0,2,NAO_COTOU," ",0,0
"62102872	TAMPA",0,2,NAO_COTOU," ",0,0
"16100599	TRAVA DE BORRACHA",0,2,NAO_COTOU," ",0,0
"12300523	CONTRAPINO",0,10,NAO_COTOU," ",0,0
"62102873	TAMPA",0,2,NAO_COTOU," ",0,0
"16100600	TRAVA DE BORRACHA",0,2,NAO_COTOU," ",0,0
"19103279A	PLACA TRAVA L.D.",0,2,NAO_COTOU," ",0,0
"19103280A	PLACA TRAVA L.E.",0,2,NAO_COTOU," ",0,0
"DS1003008	AMORTECEDOR GÁS",0,2,NAO_COTOU," ",0,0
"K1002575A	SUPORTE CONSOLE L.D.",0,2,NAO_COTOU," ",0,0
"K1002574A	SUPORTE CONSOLE L.E.",0,2,NAO_COTOU," ",0,0
"21202166D52	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21141898D5	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21141898D6	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21202166D37	PARAFUSO",0,10,NAO_COTOU," ",0,0
"21141898D17	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21202166D27	PARAFUSO",0,10,NAO_COTOU," ",0,0
"K1002842A	SUPORTE",0,1,NAO_COTOU," ",0,0
"K1002838	SUPORTE L.E.",0,1,NAO_COTOU," ",0,0
"K1002839A	SUPORTE L.D.",0,1,NAO_COTOU," ",0,0
"K1002840	SUPORTE L.E.",0,2,NAO_COTOU," ",0,0
"K1002841	SUPORTE L.D.",0,2,NAO_COTOU," ",0,0
"21211311D4	PORCA",0,10,NAO_COTOU," ",0,0
"21141898D1	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21141898D2	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21211311D2	PORCA",0,10,NAO_COTOU," ",0,0
"21141058D31	ARRUELA PRESSÃO",0,10,NAO_COTOU," ",0,0
"21141898D10	ARRUELA LISA",0,10,NAO_COTOU," ",0,0
"21211311D1	PORCA",0,10,NAO_COTOU," ",0,0
"S0515766	PARAFUSO",0,10,NAO_COTOU," ",0,0
"K1005823	AMORTECEDOR GÁS",0,2,NAO_COTOU," ",0,0
"K1005822	AMORTECEDOR GÁS",0,2,NAO_COTOU," ",0,0
"21812295D4	CONEXÃO",0,2,NAO_COTOU," ",0,0
"DS2410009	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"K1041220B	CILINDRO LEVANTE L.E. COMPLETO",0,1,NAO_COTOU," ",0,0
"K1041221B	CILINDRO LEVANTE L.D. COMPLETO",0,1,NAO_COTOU," ",0,0
"42000226	VÁLVULA DE BLOQUEIO",0,1,NAO_COTOU," ",0,0
"K9000998	JG REPARO VÁLVULA DE BLOQUEIO",0,1,NAO_COTOU," ",0,0
"K1038610	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1038611	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1038612	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"K1001048	TUBO HIDRÁULICO",0,1,NAO_COTOU," ",0,0
"62102700A	PLACA",0,2,NAO_COTOU," ",0,0
"62102798	PLACA",0,2,NAO_COTOU," ",0,0
"K1002121	PLACA",0,2,NAO_COTOU," ",0,0
"K1001050A	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"12400299A	FIXADOR",0,10,NAO_COTOU," ",0,0
"21814133D3	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"K1006227	VÁLVULA REGULADORA DE PRESSÃO L.D.",0,1,NAO_COTOU," ",0,0
"K1006228	VÁLVULA REGULADORA DE PRESSÃO L.E.",0,1,NAO_COTOU," ",0,0
"K1013110A	CONCHA 54",0,1,NAO_COTOU," ",0,0
"DS2225009	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21811184	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"S6710041	GRAXEIRA",0,10,NAO_COTOU," ",0,0
"K1010730	CONEXÃO",0,2,NAO_COTOU," ",0,0
"21811111D11	CONEXÃO",0,2,NAO_COTOU," ",0,0
"DS2805007	CLIP",0,4,NAO_COTOU," ",0,0
"S4032833	PORCA",0,4,NAO_COTOU," ",0,0
"21811923D12	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"K1013397	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"K1025403	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"K1025404	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"K1025405	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"K1025406	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"21814112	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"K1000334A	VÁLVULA TRAVA",0,1,NAO_COTOU," ",0,0
"K1000338A	VÁLVULA TRAVA",0,1,NAO_COTOU," ",0,0
"21814133D6	ADAPTADOR",0,2,NAO_COTOU," ",0,0
"21812817D2	BUJÃO",0,2,NAO_COTOU," ",0,0
"21812815D3	CONEXÃO",0,2,NAO_COTOU," ",0,0
"K1025408	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"K1025409	TUBO HIDRÁULICO",0,2,NAO_COTOU," ",0,0
"K1004011	ABRAÇADEIRA",0,4,NAO_COTOU," ",0,0
"K1025286	SUPORTE LATERAL",0,2,NAO_COTOU," ",0,0
"K1025336	SUPORTE LATERAL",0,2,NAO_COTOU," ",0,0
"MAO DE OBRA MECANICA",0,300,NAO_COTOU," ",0,0
"75312842	ROLAMENTO",0,2,PERDEU," ",184.74,92.37
"75208365	CREMALHEIRA",0,1,PERDEU," ",313.32,313.32
"75287720	ANEL",0,6,PERDEU," ",21.72,3.62
"75287711	ANEL",0,6,PERDEU," ",32.58,5.43
"75287702	RETENTOR",0,4,PERDEU," ",191.96,47.99
"75288479	ROLAMENTO",0,4,PERDEU," ",282.52,70.63
"75326525	RETENTOR",0,10,PERDEU," ",307.9,30.79
"75246450	BUCHA",0,1,PERDEU," ",119.53,119.53
"79102659	RETENTOR",0,2,PERDEU," ",68.82,34.41
"75208355	EIXO",0,1,PERDEU," ",329.62,329.62
"75288494	ANEL",0,10,PERDEU," ",45.3,4.53
"75288493	ANEL",0,10,PERDEU," ",63.4,6.34
"75289382	ENGRENAGEM",0,1,PERDEU," ",712.66,712.66
"75288480	ROLAMENTO",0,2,PERDEU," ",222.76,111.38
"75289443	VÁLVULA",0,1,PERDEU," ",319.66,319.66
"75288502	RETENTOR",0,4,PERDEU," ",249.92,62.48
"75289465	FLANGE",0,1,PERDEU," ",306.98,306.98
"75287719	ANEL",0,10,PERDEU," ",54.3,5.43
