descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Impressão de lona front light, 4x0 cores, 440 gr",4400764,600,PERDEU,M2,15000,25
"Confecção de adesivo 100x115cm",4400765,250,PERDEU,UND,6250,25
"Banner 90x120cm 4x0",4400766,150,PERDEU,UND,4800,32
"Confecção e colocação de adesivo 4x0 cores",4400767,400,PERDEU,M2,23200,58
"Impressão adesivo vinil fotográfico com aplicação em os 2mm",4400768,200,DESCLASSIFICADO,M2,19000,95
"Placa em acrílico 2mm",4400769,100,PERDEU,M2,20000,200
