descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"2555866	PINO",1342029,3328,4,ATIVO,UNIDADE,484.12,121.03
"2540854	BUCHA",1342030,3327,12,ATIVO,UNIDADE,975.96,81.33
"3303821	RASPADOR",1342031,3326,16,ATIVO,UNIDADE,154.88,9.68
"2540853	BUCHA",1342032,3325,12,ATIVO,UNIDADE,882.96,73.58
"3303820	RASPADOR",1342033,3324,16,ATIVO,UNIDADE,124,7.75
"1558644	TAMPA",1342034,3323,4,ATIVO,UNIDADE,333.08,83.27
"1509147	PINO",1342035,3322,4,ATIVO,UNIDADE,96.84,24.21
"2512050	PINO DIREÇÃO",1342036,3321,8,ATIVO,UNIDADE,333.04,41.63
"3303777	VEDADOR",1342037,3320,16,ATIVO,UNIDADE,92.96,5.81
"2533549	PINO INFERIOR",1342038,3319,2,ATIVO,UNIDADE,596.42,298.21
"2529846	PINO SUPERIOR",1342039,3318,2,ATIVO,UNIDADE,276.9,138.45
"1573309	RÓTULA",1342040,3317,4,ATIVO,UNIDADE,666.12,166.53
"3304102	CARDÃ EIXO DIANTEIRO",1342041,3316,1,ATIVO,UNIDADE,834.59,834.59
"3319843	CRUZETA",1342042,3315,8,ATIVO,UNIDADE,875.28,109.41
"3302807	MANCAL",1342043,3314,2,ATIVO,UNIDADE,259.48,129.74
"3339207	FLANGE",1342044,3313,2,ATIVO,UNIDADE,416.32,208.16
"947931	PINO",1342045,3312,24,ATIVO,UNIDADE,743.52,30.98
"128852	PINÇA FREIO L.E.",1342046,3311,2,ATIVO,UNIDADE,3384.84,1692.42
"128853	PINÇA FREIO L.D.",1342047,3310,2,ATIVO,UNIDADE,3384.84,1692.42
"947932	PASTILHA FREIO",1342048,3309,24,ATIVO,UNIDADE,1487.04,61.96
"947935	PISTÃO FREIO",1342049,3308,24,ATIVO,UNIDADE,1022.4,42.6
"900509	HÉLICE",1342050,3335,2,ATIVO,UNIDADE,548,274
"237032	VEDADOR",1342051,3367,16,ATIVO,UNIDADE,263.36,16.46
"3301326	CAPA PEDAL",1342052,3336,6,ATIVO,UNIDADE,75.54,12.59
"3301270	MANGUEIRA RADIADOR SUPERIOR",1342053,3338,4,ATIVO,UNIDADE,151.04,37.76
"3320358	JG REPARO TRANSMISSÃO",1342054,3365,2,ATIVO,UNIDADE,2091.32,1045.66
"3320352	JG REPARO CONVERSOR",1342055,3364,2,ATIVO,UNIDADE,956.58,478.29
"234109	DISCO",1342056,3363,56,ATIVO,UNIDADE,1301.44,23.24
"237016	DISCO",1342057,3362,56,ATIVO,UNIDADE,2602.32,46.47
"214985	FLANGE",1342058,3361,2,ATIVO,UNIDADE,367.92,183.96
"231798	RETENTOR",1342059,3360,4,ATIVO,UNIDADE,96.84,24.21
"215183	ANEL VEDAÇÃO",1342060,3359,16,ATIVO,UNIDADE,139.36,8.71
"230885	ROLAMENTO",1342061,3358,8,ATIVO,UNIDADE,1200.56,150.07
"241037	LUVA",1342062,3357,2,ATIVO,UNIDADE,373.72,186.86
"236582	ENGRENAGEM",1342063,3356,2,ATIVO,UNIDADE,699.04,349.52
"234362	DEFLETOR",1342064,3355,2,ATIVO,UNIDADE,383.4,191.7
"239576	TAMPA",1342065,3354,2,ATIVO,UNIDADE,991.44,495.72
"239775	TURBINA",1342066,3353,2,ATIVO,UNIDADE,1105.68,552.84
"1300688	ANEL RETENTOR",1342067,3352,12,ATIVO,UNIDADE,185.88,15.49
"239774	ESTATOR",1342068,3351,2,ATIVO,UNIDADE,724.22,362.11
"238885	ROLAMENTO",1342069,3350,8,ATIVO,UNIDADE,356.32,44.54
"235214	IMPULSOR",1342070,3349,2,ATIVO,UNIDADE,1281.9,640.95
"710047	ROLAMENTO",1342071,3348,8,ATIVO,UNIDADE,1270.32,158.79
"241038	SUPORTE",1342072,3347,2,ATIVO,UNIDADE,1510.4,755.2
"236585	ENGRENAGEM",1342073,3346,2,ATIVO,UNIDADE,741.64,370.82
"236583	ENGRENAGEM INTERMEDIÁRIA",1342074,3345,2,ATIVO,UNIDADE,625.46,312.73
"237454	BOMBA TRANSMISSÃO",1342075,3344,2,ATIVO,UNIDADE,2209.44,1104.72
"234279	JUNTA",1342076,3343,4,ATIVO,UNIDADE,158.8,39.7
"234166	JUNTA",1342077,3342,4,ATIVO,UNIDADE,170.4,42.6
"525318	TAMPA RADIADOR",1342078,3341,4,ATIVO,UNIDADE,38.72,9.68
"554760	COXIM",1342079,3340,16,ATIVO,UNIDADE,124,7.75
"3300946	MANGUEIRA RADIADOR INFERIOR",1342080,3339,4,ATIVO,UNIDADE,182.04,45.51
"3304160	MANGUEIRA FILTRO AR",1342081,3337,2,ATIVO,UNIDADE,253.66,126.83
"840476	JG REPARO FREIO",1342082,3307,16,ATIVO,UNIDADE,511.2,31.95
"370060038	BUCHA",1342083,5506,8,ATIVO,UNIDADE,359.76,44.97
"370060057	PINO SAPATA",1342084,5508,4,ATIVO,UNIDADE,283.2,70.8
"219000659	ROLAMENTO",1342085,5597,4,ATIVO,UNIDADE,279.4,69.85
"210007076	PORCA",1342086,5596,4,ATIVO,UNIDADE,199,49.75
"219000980	COROA E PINHÃO DIANTEIRA",1342087,5595,1,ATIVO,UNIDADE,1786.32,1786.32
"219000031	JG REPARO DIREÇÃO",1342088,5594,2,ATIVO,UNIDADE,84.2,42.1
"219000498	RETENTOR",1342089,5593,4,ATIVO,UNIDADE,76.56,19.14
"219000038	BUCHA DE BRONZE",1342090,5592,4,ATIVO,UNIDADE,141.6,35.4
"219000471	TIRANTE",1342091,5591,4,ATIVO,UNIDADE,409.52,102.38
"219000971	PONTEIRA",1342092,5590,4,ATIVO,UNIDADE,329.12,82.28
"219000970	BRAÇO DIREÇÃO COMPLETO",1342093,5589,4,ATIVO,UNIDADE,1090.72,272.68
"219000045	PINO INFERIOR",1342094,5588,2,ATIVO,UNIDADE,258.34,129.17
"219000795	PINO SUPERIOR",1342095,5587,2,ATIVO,UNIDADE,258.34,129.17
"219000044	MOLA PRATO",1342096,5586,16,ATIVO,UNIDADE,122.4,7.65
"211100388	BUCHA",1342097,5585,8,ATIVO,UNIDADE,558.8,69.85
"219000497	RETENTOR",1342098,5584,8,ATIVO,UNIDADE,68.88,8.61
"219000034	BUCHA DE BRONZE",1342099,5583,8,ATIVO,UNIDADE,222,27.75
"219000784	BUCHA",1342100,5582,8,ATIVO,UNIDADE,283.2,35.4
"219000040	MOLA PRATO",1342101,5581,16,ATIVO,UNIDADE,306.24,19.14
"219000472	RETENTOR",1342102,5580,8,ATIVO,UNIDADE,61.2,7.65
"219000043	BUCHA",1342103,5579,4,ATIVO,UNIDADE,179.88,44.97
"219000042	BUCHA",1342104,5578,4,ATIVO,UNIDADE,225.8,56.45
"219000730	EIXO",1342105,5577,2,ATIVO,UNIDADE,461.18,230.59
"219000692	ENGRENAGEM RODA TRASEIRA",1342106,5576,9,ATIVO,UNIDADE,1541.34,171.26
"219000682	BUCHA",1342107,5575,20,ATIVO,UNIDADE,153,7.65
"219000481	PRISIONEIRO RODA TRASEIRA",1342108,5574,20,ATIVO,UNIDADE,210.4,10.52
"219000681	COROA ANELAR",1342109,5573,2,ATIVO,UNIDADE,853.46,426.73
"219000737	ENGRENAGEM ANELAR",1342110,5572,2,ATIVO,UNIDADE,618.08,309.04
"219000668	CUBO RODA TRASEIRO",1342111,5571,1,ATIVO,UNIDADE,644.87,644.87
"219001001	KIT DIFERENCIAL DIANTEIRO",1342112,5598,1,ATIVO,UNIDADE,1288.79,1288.79
"219000677	ROLAMENTO EIXO TRASEIRO",1342113,5570,4,ATIVO,UNIDADE,799.88,199.97
"219001007	ROLAMENTO",1342114,5599,4,ATIVO,UNIDADE,382.72,95.68
"219001011	SEMI EIXO LONGO",1342115,5601,1,ATIVO,UNIDADE,390.37,390.37
"219000085	JG REP. CILINDRO DO GIRO",1342116,5628,8,ATIVO,UNIDADE,635.28,79.41
"219001077	TAMPA",1342117,5627,1,ATIVO,UNIDADE,136.82,136.82
"219001366	EMBOLO",1342118,5626,2,ATIVO,UNIDADE,221.98,110.99
"219001365	HASTE CILINDRO DE GIRO",1342119,5625,1,ATIVO,UNIDADE,452.56,452.56
"219001364	CAMISA CILINDRO DE GIRO",1342120,5624,1,ATIVO,UNIDADE,869.72,869.72
"219000080	JG REP. CILINDRO CONCHA TRASEIRA",1342121,5623,4,ATIVO,UNIDADE,302.36,75.59
"219001362	HASTE CILINDRO CONCHA TRASEIRA",1342122,5622,1,ATIVO,UNIDADE,667.84,667.84
"219000285	PRESILHA",1342123,5621,16,ATIVO,UNIDADE,168.32,10.52
"219000016	RODA TRASEIRA",1342124,5620,1,ATIVO,UNIDADE,1636.1,1636.1
"219000014	RODA DIANTEIRA",1342125,5619,1,ATIVO,UNIDADE,517.62,517.62
"219001027	PORTA ENGRENAGENS",1342126,5618,2,ATIVO,UNIDADE,1249.56,624.78
"219001024	ENGRENAGEM PLANETÁRIA",1342127,5617,6,ATIVO,UNIDADE,597.06,99.51
"219001022	ANEL TRAVA",1342128,5616,24,ATIVO,UNIDADE,68.88,2.87
"219001021	COROA ANELAR",1342129,5615,2,ATIVO,UNIDADE,738.64,369.32
"219001020	ENGRENAGEM ANELAR",1342130,5614,2,ATIVO,UNIDADE,417.16,208.58
"219000499	ANEL ORING",1342131,5613,16,ATIVO,UNIDADE,107.2,6.7
"219001016	BUCHA GUIA",1342132,5612,24,ATIVO,UNIDADE,413.28,17.22
"219001015	CUBO DE RODA",1342133,5611,1,ATIVO,UNIDADE,354.97,354.97
"219000482	PRISIONEIRO RODA DIANTEIRA",1342134,5610,40,ATIVO,UNIDADE,344.4,8.61
"219000785	ROLAMENTO",1342135,5609,4,ATIVO,UNIDADE,543.44,135.86
"219000495	RETENTOR RODA DIANTEIRA",1342136,5608,4,ATIVO,UNIDADE,512.84,128.21
"210000960	ANEL TRAVA",1342137,5607,24,ATIVO,UNIDADE,114.72,4.78
"210007072	ARRUELA",1342138,5606,12,ATIVO,UNIDADE,91.8,7.65
"210007071	ARRUELA",1342139,5605,12,ATIVO,UNIDADE,91.8,7.65
"219001013	SEMI EIXO CURTO",1342140,5604,2,ATIVO,UNIDADE,428.64,214.32
"219000488	CRUZETA",1342141,5603,4,ATIVO,UNIDADE,141.6,35.4
"219001012	ARTICULAÇÃO",1342142,5602,1,ATIVO,UNIDADE,224.84,224.84
"210200467	JUNTA UNIVERSAL",1342143,5600,1,ATIVO,UNIDADE,962.53,962.53
"370060014	BUCHA",1342144,5507,8,ATIVO,UNIDADE,298.48,37.31
"219001342	RETENTOR",1342145,5569,2,ATIVO,UNIDADE,424.82,212.41
"219000672	KIT AJUSTE L.E.",1342146,5567,3,ATIVO,UNIDADE,338.7,112.9
"219001943	TURBINA",1342147,5535,1,ATIVO,UNIDADE,2493.38,2493.38
"219001576	POLIA DENTADA",1342148,5534,1,ATIVO,UNIDADE,356.88,356.88
"219001256	POLIA LISA",1342149,5533,1,ATIVO,UNIDADE,376.97,376.97
"219001096	HÉLICE MOTOR",1342150,5532,1,ATIVO,UNIDADE,240.15,240.15
"219001425	VÁLVULA TERMOSTÁTICA",1342151,5531,1,ATIVO,UNIDADE,125.34,125.34
"219001453	BOMBA DÁGUA",1342152,5530,1,ATIVO,UNIDADE,294.69,294.69
"219001457	BICO INJETOR",1342153,5529,4,ATIVO,UNIDADE,1687.76,421.94
"219001460	BOMBA INJETORA",1342154,5528,1,ATIVO,UNIDADE,4477.76,4477.76
"219001451	BOMBA ALIMENTADORA",1342155,5527,1,ATIVO,UNIDADE,222.93,222.93
"9.610.8.730.001.6	BOMBA DE ÓLEO",1342156,5526,1,ATIVO,UNIDADE,492.74,492.74
"219001445	JUNTA TAMPA DE VÁLVULAS",1342157,5525,4,ATIVO,UNIDADE,111,27.75
"9.225.0.375.002.4	CREMALHEIRA",1342158,5524,1,ATIVO,UNIDADE,191.36,191.36
"219001441	RETENTOR VIRABREQUIM",1342159,5523,1,ATIVO,UNIDADE,71.76,71.76
"219001258	RETENTOR VIRABREQUIM",1342160,5522,1,ATIVO,UNIDADE,82.28,82.28
"208003894	COXIM",1342161,5521,10,ATIVO,UNIDADE,239.2,23.92
"219000436	RESERVATÓRIO DAGUA",1342162,5520,1,ATIVO,UNIDADE,366.45,366.45
"370060231	CABO FREIO",1342163,5519,1,ATIVO,UNIDADE,164.57,164.57
"210200290	CABO ACELERADOR",1342164,5518,2,ATIVO,UNIDADE,227.72,113.86
"219000446	AMORTECEDOR CAPÔ",1342165,5517,2,ATIVO,UNIDADE,394.2,197.1
"219001086	MOTOR LIMPADOR",1342166,5516,1,ATIVO,UNIDADE,772.13,772.13
"219001906	PALHETA LIMPADOR",1342167,5515,2,ATIVO,UNIDADE,187.52,93.76
"219001907	BRAÇO LIMPADOR",1342168,5514,1,ATIVO,UNIDADE,182.75,182.75
"370060121	BUCHA",1342169,5513,4,ATIVO,UNIDADE,271.72,67.93
"370060120	BUCHA",1342170,5512,8,ATIVO,UNIDADE,382.72,47.84
"370060003	PINO CONCHA DIANTEIRA",1342171,5511,4,ATIVO,UNIDADE,478.4,119.6
"370060093	BUCHA SAPATA",1342172,5510,8,ATIVO,UNIDADE,566.4,70.8
"370060473	PINO SAPATA",1342173,5509,4,ATIVO,UNIDADE,310,77.5
"219001796	ALTERNADOR",1342174,5536,1,ATIVO,UNIDADE,1345.24,1345.24
"219000728	SEMI EIXO",1342175,5568,1,ATIVO,UNIDADE,924.25,924.25
"219001424	MOTOR DE PARTIDA",1342176,5537,1,ATIVO,UNIDADE,1516.51,1516.51
"219000511	RETENTOR DA BOMBA",1342177,5539,1,ATIVO,UNIDADE,64.1,64.1
"219000671	KIT AJUSTE L.D.",1342178,5566,3,ATIVO,UNIDADE,338.7,112.9
"219000510	ANEL",1342179,5565,8,ATIVO,UNIDADE,153.12,19.14
"219000500	ANEL",1342180,5564,8,ATIVO,UNIDADE,176.08,22.01
"219000744	PISTÃO DE FREIO",1342181,5563,1,ATIVO,UNIDADE,822.84,822.84
"219000721	PLACA",1342182,5562,4,ATIVO,UNIDADE,470.72,117.68
"219000479	PLACA",1342183,5561,4,ATIVO,UNIDADE,478.4,119.6
"219000480	DISCO",1342184,5560,8,ATIVO,UNIDADE,1109.84,138.73
"219000660	ROLAMENTO",1342185,5559,2,ATIVO,UNIDADE,177.96,88.98
"219001879	KIT DIFERENCIAL TRASEIRO",1342186,5558,1,ATIVO,UNIDADE,1159.62,1159.62
"219000670	COROA E PINHÃO TRASEIRO",1342187,5557,1,ATIVO,UNIDADE,2001.6,2001.6
"219000057	CARDÃ DIANTEIRO",1342188,5556,1,ATIVO,UNIDADE,940.52,940.52
"219000056	CARDÃ TRASEIRO",1342189,5555,1,ATIVO,UNIDADE,903.21,903.21
"370060008	PINO EIXO",1342190,5554,1,ATIVO,UNIDADE,79.41,79.41
"219000857	RADIADOR",1342191,5553,1,ATIVO,UNIDADE,3047.36,3047.36
"370260050	TUBO SAÍDA",1342192,5552,1,ATIVO,UNIDADE,205.71,205.71
"370260040	TUBO",1342193,5551,1,ATIVO,UNIDADE,142.56,142.56
"370360089	SILENCIOSO",1342194,5550,1,ATIVO,UNIDADE,499.44,499.44
"219001902	VALVULA TRANSMISSÃO",1342195,5549,1,ATIVO,UNIDADE,627.65,627.65
"219000949	FLANGE",1342196,5548,1,ATIVO,UNIDADE,214.32,214.32
"219000563	ROLAMENTO",1342197,5547,2,ATIVO,UNIDADE,218.14,109.07
"219001904	PLACA CONVERSOR",1342198,5546,2,ATIVO,UNIDADE,164.56,82.28
"219000490	RETENTOR",1342199,5545,1,ATIVO,UNIDADE,39.23,39.23
"219000647	FLANGE",1342200,5544,1,ATIVO,UNIDADE,259.29,259.29
"219000635	DISCO",1342201,5543,20,ATIVO,UNIDADE,612.4,30.62
"219000634	PLACA",1342202,5542,20,ATIVO,UNIDADE,516.6,25.83
"219000569	ROLAMENTO DE AGULHAS",1342203,5541,4,ATIVO,UNIDADE,233.44,58.36
"219000565	ROLAMENTO",1342204,5540,1,ATIVO,UNIDADE,85.15,85.15
"219000645	BOMBA DA TRANSMISSÃO",1342205,5538,1,ATIVO,UNIDADE,767.34,767.34
"219001515	CILINDRO DA SAPATA CONJUNTO",1342206,5629,1,ATIVO,UNIDADE,1420.83,1420.83
"815204	COROA E PINHÃO EIXO TRASEIRO",1342207,3306,1,ATIVO,UNIDADE,2142.63,2142.63
"675536	ROLAMENTO PINHÃO",1342208,3304,2,ATIVO,UNIDADE,333.06,166.53
"75206859	CORREIA",1342209,1583,4,ATIVO,UNIDADE,230.72,57.68
"75286363	TENSOR",1342210,1582,2,ATIVO,UNIDADE,417.24,208.62
"75310005	POLIA",1342211,1581,2,ATIVO,UNIDADE,303.8,151.9
"75287885	RETENTOR",1342212,1580,4,ATIVO,UNIDADE,130.76,32.69
"87408557	HASTE NÍVEL ÓLEO TRANSMISSÃO",1342213,1579,1,ATIVO,UNIDADE,95.18,95.18
"9968294	EMBOLO",1342214,1578,1,ATIVO,UNIDADE,302.83,302.83
"9968304	ROLAMENTO",1342215,1577,2,ATIVO,UNIDADE,115.36,57.68
"85805983	PIVO INFERIOR",1342216,1576,2,ATIVO,UNIDADE,259.56,129.78
"85805980	PIVO SUPERIOR",1342217,1575,2,ATIVO,UNIDADE,259.56,129.78
"85805977	TERMINAL",1342218,1574,4,ATIVO,UNIDADE,380.72,95.18
"85805975	TIRANTE",1342219,1573,4,ATIVO,UNIDADE,396.08,99.02
"9968268	ROLAMENTO",1342220,1572,4,ATIVO,UNIDADE,388.4,97.1
"9968311	BOMBA TRANSMISSÃO",1342221,1571,1,ATIVO,UNIDADE,457.61,457.61
"85824346	RETENTOR",1342222,1570,4,ATIVO,UNIDADE,188.44,47.11
"9968049	FLANGE",1342223,1569,1,ATIVO,UNIDADE,263.41,263.41
"9968047	ROLAMENTO",1342224,1568,2,ATIVO,UNIDADE,271.1,135.55
"85813060	COROA E PINHÃO",1342225,1567,1,ATIVO,UNIDADE,1687.19,1687.19
"71101603	TERMOSTATO",1342226,1566,1,ATIVO,UNIDADE,100.94,100.94
"71100619	BOMBA DÁGUA",1342227,1565,2,ATIVO,UNIDADE,465.3,232.65
"9968410	Cruzeta",1342228,1564,4,ATIVO,UNIDADE,149.96,37.49
"85820157	FLANGE",1342229,1563,1,ATIVO,UNIDADE,225.92,225.92
"85820155	EIXO CARDÃ TRANSMISSÃO",1342230,1562,1,ATIVO,UNIDADE,1073.84,1073.84
"85805847	COIFA",1342231,1561,2,ATIVO,UNIDADE,130.74,65.37
"75262868	MANGUEIRA RADIADOR SUPERIOR",1342232,1560,2,ATIVO,UNIDADE,159.58,79.79
"70930370	ARRUELA",1342233,1559,32,ATIVO,UNIDADE,30.72,0.96
"85803196	BUCHA",1342234,1558,4,ATIVO,UNIDADE,169.2,42.3
"83910645	BUCHA",1342235,1557,4,ATIVO,UNIDADE,226.88,56.72
"85801574	ABRAÇADEIRA",1342236,1584,12,ATIVO,UNIDADE,80.76,6.73
"75287945	JUNTA TROCADOR",1342237,1556,2,ATIVO,UNIDADE,65.38,32.69
"85801575	PARAFUSO",1342238,1585,12,ATIVO,UNIDADE,57.72,4.81
"85700728	BUCHA",1342239,1587,4,ATIVO,UNIDADE,303.8,75.95
"75208188	RETENTOR",1342240,1614,4,ATIVO,UNIDADE,230.72,57.68
"71100941	JUNTA",1342241,1613,4,ATIVO,UNIDADE,42.32,10.58
"85806004	KIT ENGRENAGENS",1342242,1612,1,ATIVO,UNIDADE,1137.29,1137.29
"9968289	DISCO",1342243,1611,14,ATIVO,UNIDADE,390.32,27.88
"9968290	DISCO",1342244,1610,14,ATIVO,UNIDADE,551.88,39.42
"9968347	EIXO",1342245,1609,1,ATIVO,UNIDADE,1168.06,1168.06
"9968281	ENGRENAGEM",1342246,1608,1,ATIVO,UNIDADE,822.93,822.93
"85824345	RETENTOR",1342247,1607,10,ATIVO,UNIDADE,240.3,24.03
"85805988	BUCHA",1342248,1606,8,ATIVO,UNIDADE,223.04,27.88
"9967994	ARRUELA",1342249,1605,4,ATIVO,UNIDADE,261.48,65.37
"9967993	ESPAÇADOR",1342250,1604,2,ATIVO,UNIDADE,199.96,99.98
"9967992	LUVA",1342251,1603,2,ATIVO,UNIDADE,188.42,94.21
"9967990	ARRUELA",1342252,1602,10,ATIVO,UNIDADE,250,25
"85805974	BARRA DIREÇÃO CONJUNTO",1342253,1601,4,ATIVO,UNIDADE,934.44,233.61
"9968007	LUVA",1342254,1600,2,ATIVO,UNIDADE,159.58,79.79
"9968008	ANEL",1342255,1599,10,ATIVO,UNIDADE,57.7,5.77
"9968010	ESPAÇADOR",1342256,1598,2,ATIVO,UNIDADE,186.5,93.25
"9968006	ARRUELA",1342257,1597,4,ATIVO,UNIDADE,246.12,61.53
"9967679	ARRUELA",1342258,1596,10,ATIVO,UNIDADE,86.5,8.65
"80510884	CONE",1342259,1595,4,ATIVO,UNIDADE,892.16,223.04
"80510892	CAPA",1342260,1594,4,ATIVO,UNIDADE,542.2,135.55
"81803420	CAPA",1342261,1593,4,ATIVO,UNIDADE,457.6,114.4
"81803413	CONE",1342262,1592,4,ATIVO,UNIDADE,899.84,224.96
"9967673	ARRUELA",1342263,1591,10,ATIVO,UNIDADE,105.8,10.58
"9967672	RESPIRO",1342264,1590,2,ATIVO,UNIDADE,65.38,32.69
"81875248	RETENTOR",1342265,1589,8,ATIVO,UNIDADE,61.52,7.69
"85801110	BUCHA",1342266,1588,4,ATIVO,UNIDADE,199.96,49.99
