descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Saco plástico de lixo doméstico de polietileno 300 L",1301426,45,30,ATIVO,UNIDADE,4191,139.7
"Lixeira com pedal 15L",1301427,60,10,ATIVO,UNIDADE,361.5,36.15
"Lixeiras com pedal e roda 100L",1301428,62,8,ATIVO,UNIDADE,2468.4,308.55
"Cabo de aluminio para suporte de Mop Úmido",1301431,31,10,ATIVO,UNIDADE,164,16.4
"Copo descartavel 180 ml",1305490,54,7,ATIVO,CAIXA,807.45,115.35
"Saco plástico de lixo doméstico de polietileno 20 L",1305491,51,15,ATIVO,UNIDADE,87.75,5.85
"Esfregão de Aço",1305492,24,250,ATIVO,UNIDADE,225,0.9
"Saco plástico de lixo doméstico de polietileno 150 L",1307562,47,30,ATIVO,UNIDADE,2442,81.4
"Guardanapo de papel folha simples.",1307563,56,200,ATIVO,EMBALAGEM,220,1.1
"Pano Multiúso",1309575,37,50,ATIVO,ROLO,5950,119
"Escova para higienização de mãos e unhas",1309577,23,10,ATIVO,UNIDADE,27.5,2.75
"FLANELA PARA LIMPEZA.",1309578,27,30,ATIVO,UNIDADE,49.5,1.65
"Saco plástico de lixo doméstico de polietileno 30 L",1311615,50,15,ATIVO,UNIDADE,153.45,10.23
"Desinfetante limpador de uso geral",1311617,9,12,ATIVO,GALAO,1680,140
"Sabão em barra",1311618,18,30,ATIVO,PACOTE,264,8.8
"Balde Espremedor",1311620,29,2,ATIVO,UNIDADE,758,379
"Pá de lixo plástica.",1313607,35,10,ATIVO,UNIDADE,25,2.5
"Pá coletora plástica.",1313609,34,10,ATIVO,UNIDADE,250,25
"Desodorizador de ambientes",1313610,16,30,ATIVO,MILILITRO,232.5,7.75
"Saco plástico de lixo doméstico de polietileno 240 L",1315758,46,30,ATIVO,UNIDADE,3529.5,117.65
"Vassoura Nylon",1315760,52,30,ATIVO,UNIDADE,237,7.9
"Escova Sanitária",1315762,17,30,ATIVO,UNIDADE,165,5.5
"Esponja de lã de Aço.",1315763,25,100,ATIVO,PACOTE,140,1.4
"Saco plástico de lixo doméstico de polietileno 100 L",1317815,48,15,ATIVO,UNIDADE,585,39
"Saco plástico de lixo doméstico de polietileno 50 L",1319841,49,15,ATIVO,UNIDADE,182.7,12.18
"VASSOURA PALHA",1319842,53,20,ATIVO,UNIDADE,450,22.5
"Desentupidor Sanitário de Borracha",1319844,58,4,ATIVO,UNIDADE,28,7
"Lixeira Escritório 15L sem tampa",1319845,59,30,ATIVO,UNIDADE,555,18.5
"Esponja Multiuso",1319846,26,60,ATIVO,PACOTE,480,8
"Álcool etílico em gel 70% (70 INPM)",1319847,13,400,ATIVO,GRAMAS,1940,4.85
