descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FIAT DUCATO (06 -14) VAN MINIBUS 2.3 Multijet Economy 16v 2014",2404840,51,2,ATIVO,UNIDADE,72,36
"GM S-10 RODEIO 2.8 D 4X4 DIESEL 2011",2404841,55,1,ATIVO,UNIDADE,39,39
"HYUNDAI HR (13-20) HDB 2.5 Diesel  2013 - 2020",2404842,56,8,ATIVO,UNIDADE,312,39
"IVECO CAMIN. FURGÃO DAILY 35s14 HDG FURGÃO 2018",2404843,57,1,ATIVO,UNIDADE,36,36
"IVECO MIC.ONIB. VAN DAILY 55C16 TCA 2018",2404844,58,1,ATIVO,UNIDADE,36,36
"KIA K2500 LD (2009 - 2021)",2404845,59,1,ATIVO,UNIDADE,36,36
"M. BENZ 415 CDI SPRINTER MICROONIBUS 2018 – 2019",2404846,60,2,ATIVO,UNIDADE,74,37
"M. BENZ 415 EUROLAF AMB 2018",2404847,61,1,ATIVO,UNIDADE,38,38
"M. BENZ 416 CDI SPRINTER FURGÃO 2021",2404848,62,1,ATIVO,UNIDADE,36,36
"M. BENZ 515 CDI SPRINTER MICROONIBUS 2019",2404849,63,3,ATIVO,UNIDADE,108,36
"M. BENZ 515 CDI SPRINTER TCA AMB 2019 – 2021",2404850,64,4,ATIVO,UNIDADE,144,36
"NISSAN FRONTIER SV ATTACK AT. 4x4 2.5 Turbo-Diesel 174cv 2015",2404851,65,1,ATIVO,UNIDADE,37,37
"PEUGEOT BOXER (02 - ) BOXER M350 LH  2.3 126cv TB Diesel 2015",2404852,66,4,ATIVO,UNIDADE,136,34
"RENAULT MASTER EURO AMB FURGÃO 2017",2404853,67,1,ATIVO,UNIDADE,34,34
"RENAULT MASTER FURGÃO L2H2 2.5 16V DIESEL 2020",2404854,68,2,ATIVO,UNIDADE,68,34
"RENAULT MASTER ROTANAMB FURGÃO 2.5 16v Diesel 2016",2404855,69,2,ATIVO,UNIDADE,68,34
