descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"4890832	RETENTOR",1342455,4096,4,ATIVO,UNIDADE,479.24,119.81
"9967990	BUCHA",1342456,5031,8,ATIVO,UNIDADE,211.84,26.48
"9968008	ANEL",1342457,5030,16,ATIVO,UNIDADE,67.52,4.22
"9968007	BUCHA",1342458,5029,4,ATIVO,UNIDADE,356.96,89.24
"9968010	BUCHA",1342459,5028,4,ATIVO,UNIDADE,321.68,80.42
"9968006	ANEL",1342460,5027,4,ATIVO,UNIDADE,235.36,58.84
"9967994	ANEL",1342461,5026,4,ATIVO,UNIDADE,251.04,62.76
"9967993	BUCHA",1342462,5025,4,ATIVO,UNIDADE,286.36,71.59
"9967992	BUCHA",1342463,5024,4,ATIVO,UNIDADE,290.28,72.57
"87429971	RETENTOR",1342464,5023,2,ATIVO,UNIDADE,152.98,76.49
"87429970	BOMBA TRANSMISSÃO",1342465,5022,1,ATIVO,UNIDADE,542.33,542.33
"349295A1	VÁLVULA SOLENÓIDE",1342466,5021,1,ATIVO,UNIDADE,566.84,566.84
"181123A1	RETENTOR",1342467,5020,2,ATIVO,UNIDADE,41.18,20.59
"358283A1	ENGRENAGEM",1342468,5019,1,ATIVO,UNIDADE,800.25,800.25
"233284A1	FLANGE",1342469,5018,1,ATIVO,UNIDADE,216.73,216.73
"190427A1	SINCRONIZADOR",1342470,5017,1,ATIVO,UNIDADE,1313.16,1313.16
"ST205A	ROLAMENTO",1342471,5016,2,ATIVO,UNIDADE,90.22,45.11
"87525849	KIT DE REPARO",1342472,5015,1,ATIVO,UNIDADE,828.69,828.69
"181128A1	ROLAMENTO",1342473,5014,1,ATIVO,UNIDADE,251.06,251.06
"181158A1	DISCO",1342474,5013,20,ATIVO,UNIDADE,588.4,29.42
"181159A1	DISCO",1342475,5012,20,ATIVO,UNIDADE,765,38.25
"87701329	SOLENÓIDE",1342476,5011,1,ATIVO,UNIDADE,1030.72,1030.72
"87701313	SENSOR TRANSMISSÃO",1342477,5010,1,ATIVO,UNIDADE,339.32,339.32
"84221399	CABO ACELERADOR",1342478,5009,1,ATIVO,UNIDADE,216.73,216.73
"87701310	ANEL O",1342479,5008,6,ATIVO,UNIDADE,47.1,7.85
"85802847	COIFA DO COMANDO",1342480,5007,1,ATIVO,UNIDADE,51.98,51.98
"87601345	VARETA NÍVEL DE ÓLEO",1342481,5006,1,ATIVO,UNIDADE,254,254
"85808390	JG VEDAÇÃO",1342482,5005,1,ATIVO,UNIDADE,479.56,479.56
"9967673	ARRUELA",1342483,5032,8,ATIVO,UNIDADE,138.88,17.36
"87360424	ORBITROL DIREÇÃO",1342484,5004,1,ATIVO,UNIDADE,2625.33,2625.33
"85824469	BUCHA",1342485,5033,8,ATIVO,UNIDADE,306,38.25
"9967679	BUCHA",1342486,5035,8,ATIVO,UNIDADE,83.2,10.4
"371144A1	ANEL",1342487,5062,4,ATIVO,UNIDADE,290.28,72.57
"87708438	ANEL",1342488,5061,4,ATIVO,UNIDADE,305.96,76.49
"87708435	PLACA DE FREIO",1342489,5060,4,ATIVO,UNIDADE,584.48,146.12
"87708434	DISCO DE FREIO",1342490,5059,8,ATIVO,UNIDADE,1553.44,194.18
