acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1013,2021,"Aplicacoes Diretas","Convênio de Trânsito - Prefeitura",4,1003005,4465067,"GABINETE DO PREFEITO"," ",1001,122,
1024,2021,"Aplicacoes Diretas","Recursos Ordinários",4,1003597,4465067,"SEC. MUN. DA FAZENDA"," ",1004,122,
1032,2021,"Aplicacoes Diretas","Receitas de Impostos e de Transf. de Impostos-Educação",12,1004117,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1032,2021,"Aplicacoes Diretas","Salário Educação",12,1004141,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1005,361,
1067,2021,"Aplicacoes Diretas","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,1005753,4465067,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1068,2021,"Aplicacoes Diretas","Transf. do Sist. Unico de Assist. Social-SUAS/União",8,1005877,4465067,"SEC. MUN. DE PLANEJ. E DESENVOLV. ECONOMICO"," ",1014,243,
1045,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006531,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1049,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006605,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,304,
1052,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006749,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1054,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006788,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1055,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006834,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1056,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006863,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1057,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006902,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1058,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006926,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1059,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1006987,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1060,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1007034,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1206,2021,"Aplicacoes Diretas","Transf. do SUS/União",10,1007253,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
1207,2021,"Aplicacoes Diretas","Receitas de Impostos e de Transferência de Impostos - Saúde",10,1007262,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,305,
