descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"VA32G6800100	ALTERNADOR",0,1,DESCLASSIFICADO," ",1896,1896
"VA32G9000400	SENSOR PRESSÃO",0,1,DESCLASSIFICADO," ",840,840
"VA32G9000600	SENSOR",0,2,DESCLASSIFICADO," ",1220,610
"VA32G9000700	SENSOR",0,1,DESCLASSIFICADO," ",376,376
"VA32G9000200	SENSOR TEMPERATURA DÁGUA",0,1,DESCLASSIFICADO," ",707,707
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,DESCLASSIFICADO," ",1572,1572
"YY01V00055R500	JG REP. CILINDRO CAÇAMBA",0,2,DESCLASSIFICADO," ",4128,2064
"YY01V00054R500	JG REP. CILINDRO PROFUNDIDADE",0,2,DESCLASSIFICADO," ",3718,1859
"YY01V00053R500	JG RE. CILINDRO LEVANTE",0,4,DESCLASSIFICADO," ",6000,1500
"YY10V00009F1	BOMBA HIDRAÚLICA",0,1,DESCLASSIFICADO," ",19816,19816
"YN42H02349P1	ABRAÇADEIRA",0,10,DESCLASSIFICADO," ",130,13
"YY42H01477P1	ABRAÇADEIRA",0,10,DESCLASSIFICADO," ",120,12
"YY01V00055F1	CILINDRO DA CONCHA",0,1,DESCLASSIFICADO," ",5544,5544
"2418T23986D1	ANEL",0,8,DESCLASSIFICADO," ",72,9
"2419T6002D7	PINO TRAVA",0,8,DESCLASSIFICADO," ",128,16
"2445Z869	ANEL ORING",0,8,DESCLASSIFICADO," ",136,17
"YY12B01436P1	PINO",0,1,DESCLASSIFICADO," ",1372,1372
"YY12B01448P1	BUCHA",0,4,DESCLASSIFICADO," ",1940,485
"YY12B01449P1	BUCHA",0,4,DESCLASSIFICADO," ",1632,408
"YY12B01446P1	BUCHA",0,4,DESCLASSIFICADO," ",2296,574
"YY12B01447P1	BUCHA",0,4,DESCLASSIFICADO," ",1584,396
"YY01V00053F1	CILINDRO LEVANTE",0,2,DESCLASSIFICADO," ",9424,4712
"YY12B01428P1	PINO",0,2,DESCLASSIFICADO," ",1864,932
"YY12B01429P1	PINO",0,2,DESCLASSIFICADO," ",1904,952
"YM12B01120P1	BUCHA",0,4,DESCLASSIFICADO," ",1248,312
"YB12B01101P1	BUCHA",0,4,DESCLASSIFICADO," ",1888,472
"YY12B01432P1	PINO",0,2,DESCLASSIFICADO," ",2336,1168
"YY12B01427P1	PINO",0,4,DESCLASSIFICADO," ",4096,1024
"YY12B01435P1	PINO",0,2,DESCLASSIFICADO," ",1776,888
"YM80S00001F1	FAROL CONJUNTO",0,4,DESCLASSIFICADO," ",1196,299
"YY02B01174P1	PINO",0,4,DESCLASSIFICADO," ",2992,748
"YY60D01004P1	PARAFUSO",0,368,DESCLASSIFICADO," ",1840,5
"LP60D01002P1	PORCA",0,368,DESCLASSIFICADO," ",1472,4
"2424J113C1	SAPATA",0,92,DESCLASSIFICADO," ",19136,208
"YY62D01027P1	ELO",0,92,DESCLASSIFICADO," ",4600,50
"YY62D01029P1	BUCHA",0,90,DESCLASSIFICADO," ",3870,43
"YY62D01031P1	PINO",0,90,DESCLASSIFICADO," ",5670,63
"YY64D01002F1	ROLETE SUPERIOR",0,4,DESCLASSIFICADO," ",3400,850
"YY64D00027F1	ROLETE INFERIOR",0,14,DESCLASSIFICADO," ",8792,628
"YY54D01004P1	MOLA TENSORA",0,2,DESCLASSIFICADO," ",4440,2220
"YY52D00006P1	RODA GUIA",0,2,DESCLASSIFICADO," ",3632,1816
"LP52D01009P1	MANCAL RODA GUIA",0,4,DESCLASSIFICADO," ",1400,350
"2445R441F1	DUOCONE",0,4,DESCLASSIFICADO," ",928,232
"YY51D01006P1	RODA MOTRIZ",0,2,DESCLASSIFICADO," ",4722,2361
"LP53D01001P1	PARAFUSO",0,36,DESCLASSIFICADO," ",720,20
"YY30V00058P1	VALVULA DE CONTROLE",0,1,DESCLASSIFICADO," ",7608,7608
"ZS18C16045	PARAFUSO",0,14,DESCLASSIFICADO," ",84,6
"YN20M01675P1	CONDENSADOR",0,1,DESCLASSIFICADO," ",3987,3987
"YW21C01302P1	AMORTECEDOR",0,2,DESCLASSIFICADO," ",962,481
"YB02C01066F1	VIDRO",0,1,DESCLASSIFICADO," ",1304,1304
"YB51C01001P1	VIDRO",0,1,DESCLASSIFICADO," ",1478,1478
"YY01V00055S005	TAMPA CILINDRO CONCHA",0,1,DESCLASSIFICADO," ",284,284
"YY01V00055S016	EMBOLO CILINDRO CONCHA",0,1,DESCLASSIFICADO," ",432,432
"YN50C01173P1	VIDRO",0,1,DESCLASSIFICADO," ",1184,1184
"YN53C01003F1	MOTOR ELÉTRICO",0,1,DESCLASSIFICADO," ",2284,2284
"YN40F01019DD	ANEL VEDAÇÃO",0,2,DESCLASSIFICADO," ",552,276
"YN53C01003S002	PALHETA LIMPADOR",0,2,DESCLASSIFICADO," ",496,248
"2444P803	VÁLVULA ESTEIRA",0,4,DESCLASSIFICADO," ",288,72
"LP52D01003P1	EIXO RODA GUIA",0,2,DESCLASSIFICADO," ",816,408
"LP52D01004P1	BUCHA RODA GUIA",0,4,DESCLASSIFICADO," ",604,151
"YN02C01787P1	VIDRO",0,1,DESCLASSIFICADO," ",1724,1724
"2427U900	RESERVATÓRIO",0,1,DESCLASSIFICADO," ",310,310
"YN03M01695P1	COXIM MOTOR",0,4,DESCLASSIFICADO," ",1020,255
"ZM22C10035	COXIM MOTOR",0,4,DESCLASSIFICADO," ",1196,299
"YY01V00054S016	EMBOLO CILINDRO PROFUNDIDADE",0,1,DESCLASSIFICADO," ",328,328
"YY01V00054S005	TAMPA CILINDRO PROFUNDIDADE",0,1,DESCLASSIFICADO," ",508,508
"YX22V00007F1	EIXO MOTOR DE GIRO",0,1,DESCLASSIFICADO," ",2329,2329
"YX32W0002S210	ENGRENAGEM",0,3,DESCLASSIFICADO," ",2634,878
"YX15V00004S742	PLACA FRICÇÃO",0,3,DESCLASSIFICADO," ",2652,884
"YX15V00004S743	PLACA FRICÇÃO",0,4,DESCLASSIFICADO," ",3956,989
"YM30P01007F1	ACOPLAMENTO",0,1,DESCLASSIFICADO," ",2480,2480
"45Z91D104	ANEL ORING",0,8,DESCLASSIFICADO," ",48,6
"YN20P01034P2	TAMPA TANQUE DIESEL",0,2,DESCLASSIFICADO," ",308,154
"YY12P00012P1	SILENCIOSO",0,1,DESCLASSIFICADO," ",1232,1232
"YB12P01013P1	TUBO",0,1,DESCLASSIFICADO," ",515,515
"YY11P01028P1	MANGUEIRA FILTRO DE AR",0,1,DESCLASSIFICADO," ",404,404
"YY05P00031S001	RADIADOR DÁGUA",0,1,DESCLASSIFICADO," ",4592,4592
"YN02P01095P1	COXIM",0,8,DESCLASSIFICADO," ",1536,192
"YY02P01027P1	SUPORTE DE FERRO",0,1,DESCLASSIFICADO," ",462,462
"YY02P01028P1	SUPORTE DE FERRO",0,1,DESCLASSIFICADO," ",556,556
"YY01V00054F1	CILINDRO DE PROFUNDIDADE",0,1,DESCLASSIFICADO," ",5865,5865
"YF30V00013F1	DISTRIBUIDOR",0,1,DESCLASSIFICADO," ",5110,5110
"YN30V00105F1	VÁLVULA PILOTO",0,1,DESCLASSIFICADO," ",3012,3012
"YN12B01602D1	ARRUELA DE AJUSTE",0,8,DESCLASSIFICADO," ",120,15
"YY01V00053S016	EMBOLO CILINDRO LEVANTE",0,2,DESCLASSIFICADO," ",616,308
"YY01V00053S005	TAMPA DO CILINDRO LEVANTE",0,2,DESCLASSIFICADO," ",984,492
"YN52S00032P1	POTENCIONADOR",0,1,DESCLASSIFICADO," ",2017,2017
"YY05P01238P1	TUBO FLEXIVEL",0,1,DESCLASSIFICADO," ",1840,1840
"YN53C01003S001	BRAÇO LIMPADOR",0,2,DESCLASSIFICADO," ",1480,740
"MAO DE OBRA MECANICA",0,300,DESCLASSIFICADO," ",32400,108
"YN52D01008P1	PINO TRAVA",0,4,DESCLASSIFICADO," ",56,14
"2830445	JUNTA",0,8,DESCLASSIFICADO," ",280,35
"2445R220D4	ANEL VEDAÇÃO",0,8,DESCLASSIFICADO," ",120,15
"YM12B01039P1	ELO",0,1,DESCLASSIFICADO," ",533,533
"2444P803	VÁLVULA ESTICADOR",0,2,DESCLASSIFICADO," ",72,36
"YN50C01189P1	FECHADURA",0,1,DESCLASSIFICADO," ",395,395
"YN20M00107S020	EVAPORADOR",0,1,DESCLASSIFICADO," ",4975,4975
"YM12P00010P1	SILENCIOSO",0,1,DESCLASSIFICADO," ",764,764
"YM12P01009P1	TUBO ESCAPE",0,1,DESCLASSIFICADO," ",260,260
"YN64D01068F1	ROLETE SUPERIOR",0,8,DESCLASSIFICADO," ",7168,896
"2445R361F1	DUOCONE",0,8,DESCLASSIFICADO," ",728,91
"YN64D01069P1	EIXO",0,4,DESCLASSIFICADO," ",1056,264
"YN03M01695P1	COXIM MOTOR",0,8,DESCLASSIFICADO," ",448,56
"YN50C01173P1	VIDRO FRONTAL",0,1,DESCLASSIFICADO," ",1821,1821
"YM54D01003P2	MOLA ESTEIRA",0,2,DESCLASSIFICADO," ",3024,1512
"YF64D00001F1	ROLETE INFERIOR",0,14,DESCLASSIFICADO," ",8554,611
"YM51D01001P1	RODA MOTRIZ",0,2,DESCLASSIFICADO," ",3122,1561
"ZS13C16045	PARAFUSO",0,120,DESCLASSIFICADO," ",600,5
"YN40F01019D7	ANEL VEDAÇÃO",0,4,DESCLASSIFICADO," ",16,4
"YM12B01052P1	PINO",0,2,DESCLASSIFICADO," ",1804,902
"2445R138D8	RETENTOR",0,8,DESCLASSIFICADO," ",160,20
"YM43H01013P1	TUBO HIDRÁULICO",0,2,DESCLASSIFICADO," ",570,285
"YM60D00004P1	SAPATA",0,60,DESCLASSIFICADO," ",12480,208
"YN52D01011P1	MANCAL RODA GUIA",0,4,DESCLASSIFICADO," ",1568,392
"2445R152D1	ANEL ORING",0,8,DESCLASSIFICADO," ",48,6
"YB10V00004S019	VEDADOR",0,2,DESCLASSIFICADO," ",48,24
"YM01V00017R300	JG. REP. CILINDRO PROFUNDIDADE",0,1,DESCLASSIFICADO," ",1264,1264
"YN52D01001P1	EIXO RODA GUIA",0,2,DESCLASSIFICADO," ",552,276
"ZD11G07000	ANEL",0,8,DESCLASSIFICADO," ",40,5
"2439P177	PISTÃO ESTICADOR",0,2,DESCLASSIFICADO," ",1104,552
"YN40F01019D8	ANEL VEDAÇÃO",0,4,DESCLASSIFICADO," ",20,5
"YN52D01006P1	RODA GUIA",0,2,DESCLASSIFICADO," ",2528,1264
"2420P1580D4	PARAFUSO",0,56,DESCLASSIFICADO," ",336,6
"2445R451F1	DUOCONE",0,8,DESCLASSIFICADO," ",952,119
"YM01V00017F1	CILINDRO PROFUNDIDADE",0,1,DESCLASSIFICADO," ",5112,5112
"2438U999S4	BUCHA METÁLICA",0,2,DESCLASSIFICADO," ",128,64
"LQ01V00003S014	EMBÔLO",0,1,DESCLASSIFICADO," ",376,376
"YN02C02136P1	VIDRO LATERAL",0,1,DESCLASSIFICADO," ",880,880
"YM12B01070P1	PINO",0,2,DESCLASSIFICADO," ",1402,701
"YN12B01596P1	BUCHA",0,4,DESCLASSIFICADO," ",944,236
"YM01V00019F1	CILINDRO LEVANTE",0,2,DESCLASSIFICADO," ",7712,3856
"2438U1109S14	BUCHA METÁLICA",0,2,DESCLASSIFICADO," ",120,60
"YM01V00019S015	EMBÔLO",0,1,DESCLASSIFICADO," ",352,352
"2438U1109S14	BUCHA",0,2,DESCLASSIFICADO," ",368,184
"YM12B01040P1	ELO",0,1,DESCLASSIFICADO," ",533,533
"YB12B01072P1	BUCHA",0,4,DESCLASSIFICADO," ",1028,257
"YM02B01036P1	BUCHA",0,4,DESCLASSIFICADO," ",544,136
"B16T0442D52	CALÇO 0.50MM",0,10,DESCLASSIFICADO," ",20,2
"B16T0442D39	CALÇO 0.90MM",0,10,DESCLASSIFICADO," ",20,2
"B16T0442D4	CALÇO 1.6MM",0,10,DESCLASSIFICADO," ",20,2
"2419P210	PINO",0,50,DESCLASSIFICADO," ",2300,46
"2424J376	ELO L.D.",0,40,DESCLASSIFICADO," ",2720,68
"YN30V00080F1	VÁLVULA",0,1,DESCLASSIFICADO," ",2664,2664
"LC52S00019P1	SENSOR PRESSÃO DO COMANDO",0,1,DESCLASSIFICADO," ",1028,1028
"YN03M01573P1	COXIM MOTOR",0,8,DESCLASSIFICADO," ",424,53
"YM05P00019S006	RADIADOR DE ÓLEO",0,1,DESCLASSIFICADO," ",2508,2508
"YN30V00105R150	JG. REPARO JOY STICK",0,1,DESCLASSIFICADO," ",728,728
"YB12B01838P1	BUCHA",0,4,DESCLASSIFICADO," ",1200,300
"YM12B01066P1	PINO",0,2,DESCLASSIFICADO," ",2094,1047
"YN64D01069P1	EIXO ROLETE",0,4,DESCLASSIFICADO," ",992,248
"ZD12P02900	ANEL ORING",0,20,DESCLASSIFICADO," ",120,6
"2405P415	BUCHA MESTRE",0,8,DESCLASSIFICADO," ",352,44
"YM01V00018F1	CILINDRO DA CONCHA",0,1,DESCLASSIFICADO," ",3656,3656
"2438U1949S4	BUCHA METÁLICA",0,2,DESCLASSIFICADO," ",112,56
"YM01V00018S015	EMBÔLO",0,1,DESCLASSIFICADO," ",328,328
"YM12B01092P1	BUCHA",0,4,DESCLASSIFICADO," ",684,171
"YM10V00006S123	ROLAMENTO",0,2,DESCLASSIFICADO," ",392,196
"YM10V00006S124	ROLAMENTO",0,2,DESCLASSIFICADO," ",432,216
"YM12B01135P1	BUCHA",0,4,DESCLASSIFICADO," ",672,168
"YM12B01136P1	BUCHA",0,4,DESCLASSIFICADO," ",616,154
"YN32W01072P1	ROLAMENTO",0,4,DESCLASSIFICADO," ",372,93
"ZR16X04000	ANEL ORING",0,9,DESCLASSIFICADO," ",63,7
"4895347	RETENTOR",0,8,DESCLASSIFICADO," ",392,49
"4895183	BUCHA",0,16,DESCLASSIFICADO," ",304,19
"YN32W01066P1	PINO GUIA",0,3,DESCLASSIFICADO," ",54,18
"YN32W01030P1	ROLAMENTO",0,2,DESCLASSIFICADO," ",176,88
"YN02C01787P1	VIDRO",0,1,DESCLASSIFICADO," ",1696,1696
"YN02C03160P1	VIDRO",0,1,DESCLASSIFICADO," ",1308,1308
"YM01V00019R300	JG. REP. CILINDRO LEVANTE",0,4,DESCLASSIFICADO," ",4128,1032
"YM02B01069P1	PINO",0,2,DESCLASSIFICADO," ",2416,1208
"2420T6976	PARAFUSO",0,360,DESCLASSIFICADO," ",1800,5
"2420P1552	PORCA",0,360,DESCLASSIFICADO," ",1440,4
"2445Z1449	VEDAÇÃO",0,176,DESCLASSIFICADO," ",352,2
"2405P416	BUCHA",0,50,DESCLASSIFICADO," ",1600,32
"2853120	TUBO ENCHIMENTO",0,1,DESCLASSIFICADO," ",556,556
"YN32W01073P1	ROLAMENTO",0,6,DESCLASSIFICADO," ",1188,198
"4897877	JUNTA CÁRTER",0,2,DESCLASSIFICADO," ",186,93
"ZD12P02000	ANEL ORING",0,36,DESCLASSIFICADO," ",324,9
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,DESCLASSIFICADO," ",1848,1848
"YM10V01002F1	VÁLVULA REGULADORA",0,1,DESCLASSIFICADO," ",3143,3143
"YN32W01053P1	ENGRENAGEM",0,3,DESCLASSIFICADO," ",3576,1192
"YN32W01056P1	ANEL ORING",0,12,DESCLASSIFICADO," ",72,6
"2852684	RESPIRO",0,2,DESCLASSIFICADO," ",208,104
"4899632	VÁLVULA ADMISSÃO",0,4,DESCLASSIFICADO," ",420,105
"YN32W01029P1	ROLAMENTO",0,2,DESCLASSIFICADO," ",204,102
"71469389	CARRIER",0,1,DESCLASSIFICADO," ",1276,1276
"2445R442F1	DUOCONE",0,4,DESCLASSIFICADO," ",664,166
"2405P482	BUCHA",0,4,DESCLASSIFICADO," ",384,96
"YM32W01002P1	PINHÃO GIRO",0,1,DESCLASSIFICADO," ",2488,2488
"2437U213S157	MOLA",0,24,DESCLASSIFICADO," ",384,16
"2424J377	ELO L.E.",0,40,DESCLASSIFICADO," ",2720,68
"2419P4211	PINO MESTRE",0,8,DESCLASSIFICADO," ",728,91
"4895393	ANEL ORING",0,8,DESCLASSIFICADO," ",40,5
"2853443	BOMBA DÁGUA",0,2,DESCLASSIFICADO," ",784,392
"YX10V00003S015	ANEL ORING",0,15,DESCLASSIFICADO," ",135,9
"YN02B01417D1	ARRUELA",0,16,DESCLASSIFICADO," ",240,15
"YM01V00018R300	JG. REP. CILINDRO CONCHA",0,2,DESCLASSIFICADO," ",2432,1216
"YN55V01057P1	VEDADOR",0,10,DESCLASSIFICADO," ",380,38
"YM10V00006S535	RETENTOR",0,8,DESCLASSIFICADO," ",128,16
"YM10V00003S702	ANEL ORING",0,16,DESCLASSIFICADO," ",80,5
"2456R442F1	FAROL CONJUNTO",0,6,DESCLASSIFICADO," ",528,88
"2852205	CÁRTER",0,1,DESCLASSIFICADO," ",952,952
"4899091	PARAFUSO",0,24,DESCLASSIFICADO," ",336,14
