descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"84482108	RETENTOR",0,8,PERDEU," ",274.72,34.34
"5133799	RETENTOR",0,8,PERDEU," ",394.96,49.37
"5177709	RETENTOR",0,8,PERDEU," ",274.72,34.34
"84203537	CABO ACELERADOR",0,2,PERDEU," ",300.52,150.26
"5167202	ALAVANCA",0,2,PERDEU," ",193.2,96.6
"82018664	CILINDRO MESTRE",0,2,PERDEU," ",999.92,499.96
"5184313	DISCO FREIO",0,4,PERDEU," ",1058.96,264.74
"5191350	PISTAO FREIO",0,4,PERDEU," ",2232.44,558.11
"5118101	DISCO FREIO",0,4,PERDEU," ",429.32,107.33
"5130785	PLACA SEPARADORA",0,4,PERDEU," ",343.44,85.86
"5183158	CABO FREIO ESTACIONÁRIO",0,2,PERDEU," ",393.54,196.77
"5189875	KIT EMBREAGEM",0,1,PERDEU," ",2761.91,2761.91
"5167167	SUPORTE DO ROLAMENTO",0,2,PERDEU," ",1302.24,651.12
"87345759	ROLAMENTO EMBREAGEM",0,2,PERDEU," ",343.44,171.72
"5167184	GUIA",0,2,PERDEU," ",1116.22,558.11
"87373914	CABO EMBREAGEM",0,2,PERDEU," ",588.16,294.08
"5153715	COROA E PINHÃO",0,1,PERDEU," ",3026.65,3026.65
"5130990	ROLAMENTO DO PINHÃO",0,2,PERDEU," ",350.52,175.26
"24903460	ROLAMENTO DIFERENCIAL",0,4,PERDEU," ",1086.88,271.72
"24903480	ROLAMENTO DIFERENCIAL",0,4,PERDEU," ",1173.44,293.36
"5166549	EIXO DIANTEIRO L.D.",0,1,PERDEU," ",2475.7,2475.7
"5166562	EIXO DIANTEIRO L.E.",0,1,PERDEU," ",2475.7,2475.7
"5189825	DISCO EMBREAGEM",0,1,PERDEU," ",1745.87,1745.87
"5188093	SINCRONIZADOR",0,2,PERDEU," ",5709.66,2854.83
"5131167	EIXO ENTALHADO",0,1,PERDEU," ",2318.28,2318.28
"5126458	ROLAMENTO",0,4,PERDEU," ",941.96,235.49
"5117539	ROLAMENTO AGULHAS",0,4,PERDEU," ",343.44,85.86
"5105534	RETENTOR",0,6,PERDEU," ",320.64,53.44
"5105536	RETENTOR",0,6,PERDEU," ",298.86,49.81
"5167151	EIXO",0,2,PERDEU," ",3840.26,1920.13
"26794660	ROLAMENTO ESFÉRICO",0,4,PERDEU," ",543.44,135.86
"24905130	ROLAMENTO ESFÉRICO",0,4,PERDEU," ",485.48,121.37
"5167937	DISCO TDF",0,2,PERDEU," ",1874.66,937.33
"87520950	PEDAL",0,1,PERDEU," ",1195.55,1195.55
"87536431	VARÃO",0,2,PERDEU," ",271.72,135.86
"5186629	SINCRONIZADOR",0,1,PERDEU," ",1910.17,1910.17
"5161817	EIXO",0,1,PERDEU," ",1630.3,1630.3
"5138660	ROLAMENTO ACIONADOR",0,2,PERDEU," ",434.74,217.37
"5125062	SEMI EIXO L.D.",0,1,PERDEU," ",1340.47,1340.47
"5125063	SEMI EIXO L.E.",0,1,PERDEU," ",1340.47,1340.47
"5125349	EIXO ACIONADOR",0,1,PERDEU," ",1788.8,1788.8
"5123466	LUVA ESTRIADA",0,2,PERDEU," ",543.44,271.72
"5123982	ENGRENAGEM MOTORA",0,2,PERDEU," ",2175.54,1087.77
"5160495	ENGRENAGEM INTERMEDIÁRIA",0,2,PERDEU," ",4121.04,2060.52
"5174202	GARFO",0,2,PERDEU," ",3648.24,1824.12
"5127387	GARFO",0,2,PERDEU," ",3461.66,1730.83
"73401126	KIT DIFERENCIAL",0,1,PERDEU," ",2536.02,2536.02
"5125065	ENGRENAGEM",0,6,PERDEU," ",1202.1,200.35
"5125064	COROA DENTADA",0,2,PERDEU," ",2155.62,1077.81
"4997203	PINO",0,6,PERDEU," ",554.28,92.38
"5173735	PONTA EIXO",0,2,PERDEU," ",4736.2,2368.1
"20645490	ROLAMENTO",0,4,PERDEU," ",800.64,200.16
"20141040	ROLAMENTO",0,4,PERDEU," ",1050.64,262.66
"5123205	RETENTOR",0,2,PERDEU," ",364.1,182.05
"MAO DE OBRA MECANICA",0,200,PERDEU," ",19320,96.6
"7021502	BÓIA",0,1,PERDEU," ",605,605
"7202084	JUNTA LATERAL",0,8,PERDEU," ",280,35
"7003606	JG. REP. CILINDRO HIDRÁULICO",0,4,PERDEU," ",584,146
"7039127	PINO CENTRAL",0,2,PERDEU," ",600,300
"7010753	PARAFUSO SEXTAVADO",0,16,PERDEU," ",224,14
"7022241	BLOCO VÁLVULA VIBRADORA",0,2,PERDEU," ",5100,2550
"70003421	VÁLVULA DE BLOQUEIO",0,2,PERDEU," ",4080,2040
"2551147	BOMBA DE ENGRENAGENS",0,1,PERDEU," ",3920,3920
"2551217	HÉLICE DO MOTOR",0,1,PERDEU," ",1490,1490
"2590707	TAMPA RADIADOR",0,2,PERDEU," ",102,51
"2590704	VISOR NÍVEL RADIADOR",0,1,PERDEU," ",458,458
"2590219	COXIM",0,8,PERDEU," ",776,97
"2554717	MANGUEIRA DA TURBINA",0,2,PERDEU," ",560,280
"2554701	SILENCIOSO",0,1,PERDEU," ",540,540
"7010569	PARAFUSO SEXTAVADO",0,24,PERDEU," ",192,8
"2554996	MANGUEIRA INF. RADIADOR",0,2,PERDEU," ",276,138
"2554980	MANGUEIRA SUP. RADIADOR",0,2,PERDEU," ",268,134
"7012422	ABRAÇADEIRA",0,8,PERDEU," ",44,5.5
"7123903	PINHÃO",0,2,PERDEU," ",3100,1550
"7123905	PINHÃO",0,2,PERDEU," ",2640,1320
"7123906	ROLAMENTO",0,8,PERDEU," ",2382.4,297.8
"7123909	ANEL O",0,20,PERDEU," ",110,5.5
"7123910	ANEL O",0,20,PERDEU," ",94,4.7
"7055903	FAROL CONJUNTO",0,6,PERDEU," ",834,139
"7202773	RODA MOTRIZ",0,2,PERDEU," ",4540,2270
"7016606	ROLETE",0,12,PERDEU," ",12600,1050
"7011854	ROLETE",0,2,PERDEU," ",2670,1335
"7098178	CORRENTE",0,4,PERDEU," ",3000,750
"7098179	CORRENTE",0,4,PERDEU," ",3360,840
"7098162	ENGRENAGEM",0,4,PERDEU," ",3880,970
"7098419	BUCHA",0,6,PERDEU," ",786,131
"12413	COXIM DE BORRACHA",0,8,PERDEU," ",808,101
"MAO DE OBRA MECANICA",0,200,PERDEU," ",21330,106.65
"VA32E0102100	JUNTA CABEÇOTE",0,2,PERDEU," ",1254.36,627.18
"VA32E0102100	PARAFUSO",0,20,PERDEU," ",157.8,7.89
"VA3430102200	GUIA DE VÁLVULA ADMISSÃO",0,4,PERDEU," ",654,163.5
"VA3430102300	GUIA DE VÁLVULA ESCAPE",0,4,PERDEU," ",566.8,141.7
