acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/União",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1202,2021,"APLICAÇÕES DIRETAS","Transf. do SUS/Estado",10,55,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,303,
1045,2021,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1045,2021,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,5,33900000,"FUNDO MUNICIPAL DE SAÚDE"," ",1013,301,
1202,2022,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,48,33900000,"FUNDAÇÃO MUN. DE ESPORTES"," ",1013,303,
1202,2022,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,48,33900000,"FUNDAÇÃO MUN. DE ESPORTES"," ",1013,303,
1202,2022,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,48,33900000,"FUNDAÇÃO MUN. DE ESPORTES"," ",1013,303,
1202,2022,"APLICAÇÕES DIRETAS","Receitas de Impostos e de Transferência de Impostos - Saúde",10,48,33900000,"FUNDAÇÃO MUN. DE ESPORTES"," ",1013,303,
