descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Luva Raspa de couro cano longo",5883415,20,PERDEU,PAR,416.8,20.84
Capacete.,6419397,73,VENCEU,UNID,14600,200
"Capa de chuva Conjunto calça com jaqueta",6419693,115,PERDEU,UNID,16675,145
"Bota impermeável",6420007,64,PERDEU,PAR,2159.36,33.74
"Botina botina",6420124,64,PERDEU,PAR,3832.96,59.89
