ano,numero,dataEmissao,tipo,nomeCredor,valor
2022,1249,2022-03-01,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",4040
2022,1250,2022-03-01,Empenhar,"Cristália Produtos Químicos e Farmacêuticos Ltda",45968
2022,1251,2022-03-01,Empenhar,"A G KIENEN & CIA LTDA",3620.8
2022,1252,2022-03-01,Empenhar,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",5220.78
2022,1253,2022-03-01,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",56220
2022,1254,2022-03-01,Empenhar,"CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.",19992
2022,1255,2022-03-01,Empenhar,"CIMED INDUSTRIA S.A.",21298
2022,1256,2022-03-01,Empenhar,"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.",54652
2022,1257,2022-03-01,Empenhar,"Cristália Produtos Químicos e Farmacêuticos Ltda",18658.5
2022,1258,2022-03-01,Empenhar,"INOVAMED HOSPITALAR LTDA",23260
2022,1259,2022-03-01,Empenhar,"JETHAMED COMERCIO DE PRODUTOS HOSPITALARES LTDA",4885
2022,1260,2022-03-01,Empenhar,"MASTERMED COMERCIAL LTDA",9798.4
2022,1261,2022-03-01,Empenhar,"MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A",10198
2022,1262,2022-03-01,Empenhar,"TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI",3546.5
2022,1263,2022-03-01,Empenhar,"NOVA MEDICAMENTOS LTDA",12632.94
2022,1264,2022-03-01,Empenhar,"PONTAMED FARMACEUTICA LTDA",28060.44
2022,1265,2022-03-01,Empenhar,"PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA",66352.9
2022,1266,2022-03-01,Empenhar,"Prati Donaduzzi & Cia LTDA",24742
2022,1267,2022-03-01,Empenhar,"RG2S DISTRIBUIDORA DE MEDICAMENTOS LTDA",31029.5
2022,1268,2022-03-01,Empenhar,"MERCO SOLUÇÕES EM SAÚDE S.A.",3347
2022,1279,2022-02-28,Empenhar,"PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI",3600
2022,1909,2022-04-18,Empenhar,"Cristália Produtos Químicos e Farmacêuticos Ltda",52560
2022,1918,2022-04-18,Empenhar,"PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA",88088.9
2022,1917,2022-04-18,Empenhar,"Prati Donaduzzi & Cia LTDA",16384
2022,1922,2022-04-18,Empenhar,"JETHAMED COMERCIO DE PRODUTOS HOSPITALARES LTDA",2721
2022,1921,2022-04-18,Empenhar,"TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI",2531
2022,1923,2022-04-18,Empenhar,"INOVAMED HOSPITALAR LTDA",10727
2022,1927,2022-04-18,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",43327
2022,1928,2022-04-18,Empenhar,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",8442.7
2022,1929,2022-04-18,Empenhar,"A G KIENEN & CIA LTDA",6233.4
2022,1915,2022-04-18,Empenhar,"SOMA/SC PRODUTOS HOSPITALARES LTDA",74393.35
2022,1924,2022-04-18,Empenhar,"Cristália Produtos Químicos e Farmacêuticos Ltda",28037
2022,1910,2022-04-18,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",1040
2022,1911,2022-04-18,Empenhar,"FIA COMERCIO DE PRODUTOS HOSPITALARES LTDA",2039.7
2022,1914,2022-04-18,Empenhar,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",3344
2022,1916,2022-04-18,Empenhar,"RG2S DISTRIBUIDORA DE MEDICAMENTOS LTDA",18585.7
2022,1919,2022-04-18,Empenhar,"PONTAMED FARMACEUTICA LTDA",17034
2022,1926,2022-04-18,Empenhar,"CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.",23968
2022,1908,2022-04-18,Empenhar,"PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI",10077
2022,1912,2022-04-18,Empenhar,"MERCO SOLUÇÕES EM SAÚDE S.A.",5296
2022,1913,2022-04-18,Empenhar,"COMERCIAL CIRURGICA RIOCLARENSE LTDA",15120
2022,1920,2022-04-18,Empenhar,"NOVA MEDICAMENTOS LTDA",19489.4
2022,1925,2022-04-18,Empenhar,"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.",34336
2022,1958,2022-04-19,Empenhar,"MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A",16580.82
2022,2363,2022-05-16,Empenhar,"MERCO SOLUÇÕES EM SAÚDE S.A.",8194
2022,2364,2022-05-16,Empenhar,"PHARMA LOG PRODUTOS FARMACEUTICOS EIRELI",8295
2022,2365,2022-05-16,Empenhar,"COMERCIAL CIRURGICA RIOCLARENSE LTDA",11920
2022,2366,2022-05-16,Empenhar,"CMH - CENTRAL DE MEDICAMENTOS HOSPITALARES - EIREL",5274.9
2022,2367,2022-05-16,Empenhar,"SOMA/SC PRODUTOS HOSPITALARES LTDA",76447.1
2022,2368,2022-05-16,Empenhar,"RG2S DISTRIBUIDORA DE MEDICAMENTOS LTDA",4424
2022,2369,2022-05-16,Empenhar,"Prati Donaduzzi & Cia LTDA",39462
2022,2370,2022-05-16,Empenhar,"PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA",31439.4
2022,2371,2022-05-16,Empenhar,"PONTAMED FARMACEUTICA LTDA",11594.8
2022,2372,2022-05-16,Empenhar,"NOVA MEDICAMENTOS LTDA",14289
2022,2373,2022-05-16,Empenhar,"TOP NORTE COMERCIO DE MATERIAL MEDICO HOSPITALAR EIRELI",6875
2022,2374,2022-05-16,Empenhar,"MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A",9906
2022,2375,2022-05-16,Empenhar,"JETHAMED COMERCIO DE PRODUTOS HOSPITALARES LTDA",3490
2022,2376,2022-05-16,Empenhar,"INOVAMED HOSPITALAR LTDA",18652.7
2022,2377,2022-05-16,Empenhar,"Cristália Produtos Químicos e Farmacêuticos Ltda",13324.1
2022,2378,2022-05-16,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",9060
2022,2379,2022-05-16,Empenhar,"Cristália Produtos Químicos e Farmacêuticos Ltda",57344
2022,2380,2022-05-16,Empenhar,"A G KIENEN & CIA LTDA",3406.6
2022,2381,2022-05-16,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",29352.68
2022,2382,2022-05-16,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",11967.32
2022,2383,2022-05-16,Empenhar,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",5654.4
2022,2384,2022-05-16,Empenhar,"CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.",32032
2022,2385,2022-05-16,Empenhar,"CIMED INDUSTRIA S.A.",38280
2022,2386,2022-05-16,Empenhar,"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.",47173.6
2022,2450,2022-05-24,Empenhar,"DIMASTER - COMERCIO DE PRODUTOS HOSPITALARES LTDA.",33440
2022,2451,2022-05-24,Empenhar,"INOVAMED HOSPITALAR LTDA",5100
2022,2452,2022-05-24,Empenhar,"A G KIENEN & CIA LTDA",1970
2022,2453,2022-05-24,Empenhar,"CIMED INDUSTRIA S.A.",3720
2022,2454,2022-05-24,Empenhar,"Prati Donaduzzi & Cia LTDA",18792
2022,2455,2022-05-24,Empenhar,"PROMEFARMA MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA",21858
2022,2663,2022-06-02,Empenhar,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",9120
2022,2781,2022-06-14,Empenhar,"CENTERMEDI-COMERCIO DE PRODUTOS HOSPITALARES LTDA",1040
2022,2782,2022-06-14,Empenhar,"ALTERMED MATERIAL MEDICO HOSPITALAR LTDA",4285.4
2022,2783,2022-06-14,Empenhar,"CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA.",37408
2022,2784,2022-06-14,Empenhar,"CIMED INDUSTRIA S.A.",38740
2022,2785,2022-06-14,Empenhar,"INOVAMED HOSPITALAR LTDA",9894
