acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
1020,2021,"Aplicacoes Diretas","Recursos Ordinários",4,1003469,4465067,"SEC. MUN. DA FAZENDA"," ",1004,122,
