descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Apagador para Quadro Branco.",1424782,3,665,ATIVO,UNIDADE,5426.4,8.16
"Cartucho Deskjet HP  21 Preto ( compatível)",1424783,40,300,ATIVO,UNIDADE,12597,41.99
"Cola instantânea 20 g.",1424784,54,415,ATIVO,UNIDADE,1489.85,3.59
"Corretivo em fita de 6m x 5mm",1424785,56,990,ATIVO,CAIXA,30987,31.3
"grampo trilho plastico (macho/Femea)",1424786,83,785,ATIVO,PACOTE,4278.25,5.45
"Giz liquido fluorescente",1424787,84,200,ATIVO,UNIDADE,2740,13.7
"Papel pardo kraft 40 mt (1,5 Kg) monolucido, gramatura 60",1424788,102,1000,ATIVO,ROLO,16800,16.8
"Pasta Arquivo polipropileno 335 x 20 x 235 mm.",1424789,108,1560,ATIVO,UNIDADE,4524,2.9
"Pasta suspensa Kraft 331x200 caixa com 50 unidades",1424790,114,665,ATIVO,CAIXA,49875,75
"Quadro branco Dimensões 90x60cm.",1424791,132,80,ATIVO,UNIDADE,4559.2,56.99
"Quadro branco Dimensões 120x90cm.",1424792,133,58,ATIVO,UNIDADE,5309.32,91.54
"Suporte para Monitor 3 gavetas",1424793,137,405,ATIVO,UNIDADE,28957.5,71.5
"Toner  CF 410 Preto (Compatível)",1424794,141,40,ATIVO,UNIDADE,2124,53.1
"Toner  CF 411  Ciano (compatível)",1424795,142,40,ATIVO,UNIDADE,2087.6,52.19
"Toner  CF 412  Yello   (compatível)",1424796,143,40,ATIVO,UNIDADE,2087.6,52.19
"Toner  CF 413  Magenta  (compatível)",1424797,144,40,ATIVO,UNIDADE,2087.6,52.19
