descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Acetilcisteina 600mg/Env 5gr",1269427,1,60000,ATIVO,ENVELOPE,39000,0.65
"Azitromicina 500mg.",1269428,2,200000,ATIVO,COMPRIMIDO,252000,1.26
