descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Refletivos Grau Engenharia Branco; Verde, Amarelo, Azul, Ver",1299224,15,18,ATIVO,UNIDADE,57128.4,3173.8
