descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"RODO PLASTICO",1303490,43,10,ATIVO,UNIDADE,135,13.5
"Refil para balde giratório",1303492,33,40,ATIVO,UNIDADE,539.6,13.49
"Saboneteira de Mesa com Pump",1303495,12,10,ATIVO,UNIDADE,89,8.9
"Papel higiênico",1305489,40,6,ATIVO,FARDO,378,63
"Balde Multiuso 20L Reforçado",1307564,63,10,ATIVO,UNIDADE,234,23.4
"Escova para lavar roupas",1309576,22,20,ATIVO,UNIDADE,53,2.65
"Balde com separador de partículas 19L",1315759,57,4,ATIVO,UNIDADE,214.8,53.7
"Bobina de Papel Toalha",1317814,38,80,ATIVO,CAIXA,4838.4,60.48
"DISPENSER PARA PAPEL TOALHA",1319839,39,2,ATIVO,UNIDADE,297,148.5
"Papel Higiênico Rolão",1319840,41,60,ATIVO,FARDO,2190,36.5
"Copo descartável 300 ml Transparente",1319843,55,7,ATIVO,CAIXA,1047.69,149.67
