descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Bermuda feminina",1850443,1,4800,ATIVO,UNIDADE,134256,27.97
"Bermuda Masculina",1850444,2,12000,ATIVO,UNIDADE,323640,26.97
"Short saia feminina",1850445,3,9000,ATIVO,UNIDADE,287550,31.95
"Camiseta manga curta unissex-uniforme",1850446,4,45000,ATIVO,UNIDADE,1258650,27.97
"Calça masculina",1850447,5,11250,ATIVO,UNIDADE,415687.5,36.95
"CALÇA FEMININA",1850448,6,11250,ATIVO,UNIDADE,337050,29.96
"Jaqueta moleton",1850449,7,22500,ATIVO,UNIDADE,1393200,61.92
"Jaqueta Tactel",1850450,8,22000,ATIVO,UNIDADE,1713800,77.9
"Tênis Unissex",1850451,16,22500,ATIVO,UNIDADE,1793475,79.71
"Mochila infantil",1850452,17,8000,ATIVO,UNIDADE,520000,65
"mochila fundamental",1850453,18,14500,ATIVO,UNIDADE,957000,66
