descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"75289673	ENGRENAGEM",1341920,6605,2,ATIVO,UNIDADE,1349.52,674.76
"75286636	ENGRENAGEM",1341921,6606,2,ATIVO,UNIDADE,1075.62,537.81
"75287712	PISTÃO",1341922,6607,8,ATIVO,UNIDADE,3092.72,386.59
"75387753	MOLA PRATO",1341923,6608,10,ATIVO,UNIDADE,977.2,97.72
"75288824	CRUZETA",1341924,6609,8,ATIVO,UNIDADE,1204,150.5
"70927236	PARAFUSO",1341925,6610,50,ATIVO,UNIDADE,285.5,5.71
"70912441	ARRUELA",1341926,6611,50,ATIVO,UNIDADE,53.5,1.07
"73125481	PLACA",1341927,6612,24,ATIVO,UNIDADE,1181.28,49.22
"73125480	PLACA",1341928,6613,24,ATIVO,UNIDADE,1335.36,55.64
"87616831	CHAPA",1341929,6615,16,ATIVO,UNIDADE,433.6,27.1
"75311329	PARABRISA",1341930,6646,1,ATIVO,UNIDADE,628.39,628.39
"J928161	SOLENÓIDE",1341931,6586,1,ATIVO,UNIDADE,646.94,646.94
"75206828	COLETOR ESCAPE",1341932,6648,2,ATIVO,UNIDADE,1109.86,554.93
"75310347	BORRACHA",1341933,6647,10,ATIVO,UNIDADE,1348.1,134.81
"MAO DE OBRA MECANICA",1341934,6674,300,ATIVO,HORAS,28887,96.29
"71100242	JG REPARO ORBITROL",1341935,6673,2,ATIVO,UNIDADE,1318.12,659.06
"75241795	MANOPLA",1341936,6672,16,ATIVO,UNIDADE,890.24,55.64
"73125851	JUNTA ESFÉRICA",1341937,6671,16,ATIVO,UNIDADE,1118.4,69.9
"75287752	ANEL VEDAÇÃO",1341938,6670,16,ATIVO,UNIDADE,1346.72,84.17
"11227721	PARAFUSO",1341939,6668,100,ATIVO,UNIDADE,499,4.99
"10902221	PORCA",1341940,6667,100,ATIVO,UNIDADE,143,1.43
"75284007	BUCHA",1341941,6666,8,ATIVO,UNIDADE,1261.04,157.63
"79084753	ABRAÇADEIRA",1341942,6665,30,ATIVO,UNIDADE,235.5,7.85
"73124684	ROLAMENTO DE RODA",1341943,6664,10,ATIVO,UNIDADE,2097,209.7
"70901348	CONTRAPINO",1341944,6663,80,ATIVO,UNIDADE,114.4,1.43
"70684817	ROLAMENTO DE RODA",1341945,6662,10,ATIVO,UNIDADE,1904.4,190.44
"70923174	CONEXÃO",1341946,6669,12,ATIVO,UNIDADE,359.52,29.96
"75219488	PONTEIRA",1341947,6660,10,ATIVO,UNIDADE,1205.4,120.54
"75221276	TERMINAL",1341948,6659,12,ATIVO,UNIDADE,1677.6,139.8
"70913830	PORCA",1341949,6658,24,ATIVO,UNIDADE,188.4,7.85
"73125712	PARAFUSO",1341950,6657,30,ATIVO,UNIDADE,321,10.7
"73124672	RASPADOR",1341951,6656,30,ATIVO,UNIDADE,235.5,7.85
"73164343	RADIADOR DÁGUA",1341952,6655,1,ATIVO,UNIDADE,3473.64,3473.64
"73124679	ROLAMENTO",1341953,6654,10,ATIVO,UNIDADE,634.8,63.48
"75287707	PLACA DE ENCOSTO",1341954,6653,10,ATIVO,UNIDADE,1776,177.6
"75289381	ENGRENAGEM",1341955,6652,8,ATIVO,UNIDADE,2813.12,351.64
"75289394	EIXO",1341956,6651,2,ATIVO,UNIDADE,1108.42,554.21
"87682623	CHICOTE ELÉTRICO TRANSMISSÃO",1341957,6650,2,ATIVO,UNIDADE,661.92,330.96
"75221272	COIFA",1341958,6661,10,ATIVO,UNIDADE,392.3,39.23
"75327635	CHICOTE ELÉTRICO MOTOR",1341959,6649,2,ATIVO,UNIDADE,372.32,186.16
"125831	ARRUELA",1342950,3096,2,ATIVO,UNIDADE,24.42,12.21
"11LF50541	SILENCIOSO",1342951,5707,1,ATIVO,UNIDADE,771.48,771.48
"11LF30521	RADIADOR DÁGUA",1342952,5706,1,ATIVO,UNIDADE,3457.86,3457.86
"11LG30010	BOMBA DA HÉLICE",1342953,5705,1,ATIVO,UNIDADE,690.87,690.87
"11LD30281	HÉLICE",1342954,5704,1,ATIVO,UNIDADE,928.46,928.46
"11N608255	COXIM MOTOR",1342955,5703,4,ATIVO,UNIDADE,446.92,111.73
"11N610450	COXIM MOTOR",1342956,5702,8,ATIVO,UNIDADE,956,119.5
"MAO DE OBRA MECANICA",1342957,5701,200,ATIVO,HORAS,19178,95.89
"5181050	EIXO DA PLANETÁRIA",1342958,5700,9,ATIVO,UNIDADE,1208.25,134.25
"87565312	ROLAMENTO",1342959,5699,9,ATIVO,UNIDADE,620.1,68.9
"5169137	ENGRENAGEM",1342960,5698,9,ATIVO,UNIDADE,2109.6,234.4
"5165273	COROA DENTADA",1342961,5697,2,ATIVO,UNIDADE,2102.46,1051.23
"84339420	COROA DENTADA",1342962,5696,2,ATIVO,UNIDADE,2798.56,1399.28
"26794760	ROLAMENTO EIXO TRASEIRO",1342963,5695,4,ATIVO,UNIDADE,1108.04,277.01
"5163622	JUNTA EIXO TRASEIRO",1342964,5694,8,ATIVO,UNIDADE,255.68,31.96
"87671559	EIXO TRASEIRO",1342965,5693,2,ATIVO,UNIDADE,3508.84,1754.42
"87309584	RETENTOR DIANTEIRO",1342966,5692,8,ATIVO,UNIDADE,1079.68,134.96
"5136951	ROLAMENTO",1342967,5691,8,ATIVO,UNIDADE,1505.84,188.23
"5165271	PIVO EIXO DIANTEIRO",1342968,5690,4,ATIVO,UNIDADE,1534.24,383.56
"5186663	EIXO DIANTEIRO  L.D.",1342969,5689,1,ATIVO,UNIDADE,2599.67,2599.67
"5186662	EIXO DIANTEIRO  L.E.",1342970,5688,1,ATIVO,UNIDADE,2599.67,2599.67
"4950932	ENGRENAGEM TOMADA DE FORÇA",1342971,5687,1,ATIVO,UNIDADE,930.48,930.48
"84575114	EIXO TOMADA DE FORÇA",1342972,5686,1,ATIVO,UNIDADE,809.73,809.73
"47577952	EMBREAGEM CONJUNTO",1342973,5685,1,ATIVO,UNIDADE,3132.39,3132.39
"5086161	PLACA FREIO",1342974,5684,8,ATIVO,UNIDADE,1880.88,235.11
"87313939	DISCO FREIO",1342975,5683,8,ATIVO,UNIDADE,670.48,83.81
"5119327	PLACA SEPARADORA",1342976,5682,8,ATIVO,UNIDADE,505.76,63.22
"5144284	BUCHA",1342977,5681,8,ATIVO,UNIDADE,392.08,49.01
"11LB50090	TUBO SAÍDA",1342978,5708,1,ATIVO,UNIDADE,210.02,210.02
"5125280	BUCHA",1342979,5680,8,ATIVO,UNIDADE,630.72,78.84
"11LF50520	TUBO",1342980,5709,1,ATIVO,UNIDADE,316.09,316.09
"31LF30310	PINO",1342981,5711,4,ATIVO,UNIDADE,596.8,149.2
"71LF01531	VIDRO TRASEIRO",1342982,5738,1,ATIVO,UNIDADE,898.05,898.05
"71LF01211	VIDRO FRONTAL L.D.",1342983,5737,1,ATIVO,UNIDADE,775.01,775.01
"71LF02101	VIDRO FRONTAL L.E",1342984,5736,1,ATIVO,UNIDADE,775.01,775.01
"71LF01191	VIDRO FRONTAL",1342985,5735,1,ATIVO,UNIDADE,1004.83,1004.83
"41L710040	BUCHA",1342986,5734,4,ATIVO,UNIDADE,407.32,101.83
"S700075307	RASPADOR",1342987,5733,24,ATIVO,UNIDADE,526.08,21.92
"41L710050	BUCHA",1342988,5732,4,ATIVO,UNIDADE,478,119.5
"41L710020	PINO",1342989,5731,4,ATIVO,UNIDADE,1380.32,345.08
"41L710010	ROLAMENTO",1342990,5730,8,ATIVO,UNIDADE,2517.36,314.67
"S700065306	RASPADOR",1342991,5729,24,ATIVO,UNIDADE,407.28,16.97
"41LF10160	BUCHA",1342992,5728,8,ATIVO,UNIDADE,577.04,72.13
"41LF10111	PINO",1342993,5727,4,ATIVO,UNIDADE,1066.36,266.59
"41L710060	PLACA",1342994,5726,2,ATIVO,UNIDADE,438.42,219.21
"31Y208000	HASTE CILINDRO CAÇAMBA",1342995,5725,2,ATIVO,UNIDADE,1977.14,988.57
"31Y208080	JG REP. CILINDRO CAÇAMBA",1342996,5724,2,ATIVO,UNIDADE,548.74,274.37
"31YC13050	BUCHA",1342997,5723,4,ATIVO,UNIDADE,313.96,78.49
"31YC13160	BUCHAQ",1342998,5722,4,ATIVO,UNIDADE,438.44,109.61
"31Y203751	JG REP. CILINDRO LEVANTE",1342999,5721,4,ATIVO,UNIDADE,2231.72,557.93
"31Y209130	HASTE CILINDRO LEVANTE",1343000,5720,2,ATIVO,UNIDADE,2811.54,1405.77
"Y820040001	BUCHA",1343001,5719,4,ATIVO,UNIDADE,268.72,67.18
"31Y204062	JG REP. CILINDRO DIREÇÃO",1343002,5718,4,ATIVO,UNIDADE,342.24,85.56
"31YC13150	BUCHA",1343003,5717,4,ATIVO,UNIDADE,246.08,61.52
"31Y204011	HASTE CILINDRO DIREÇÃO",1343004,5716,2,ATIVO,UNIDADE,1245.96,622.98
"31LH40041	VÁLVULA DE FREIO",1343005,5715,1,ATIVO,UNIDADE,1796.82,1796.82
"31LF30010	ORBITROL",1343006,5714,1,ATIVO,UNIDADE,2754.98,2754.98
"31LF00400	BOMBA HIDRAÚLICA",1343007,5713,1,ATIVO,UNIDADE,3382.91,3382.91
"31LF30320	PINO",1343008,5712,4,ATIVO,UNIDADE,647.72,161.93
"11N492130	CORREIA",1343009,5710,4,ATIVO,UNIDADE,325.28,81.32
"71LF01541	VIDRO TRASEIRO L.D.",1343010,5739,1,ATIVO,UNIDADE,374.78,374.78
"5133436	BUCHA",1343011,5679,8,ATIVO,UNIDADE,562.56,70.32
"87695942	KIT ENGRENAGEM DIFERENCIAL",1343012,5677,1,ATIVO,UNIDADE,2280.04,2280.04
"35/100801	JG REPARO VÁLVULA SOLENÓIDE",1343013,3952,2,ATIVO,UNIDADE,846.72,423.36
"25/221054	BOBINA 12 V",1343014,3951,2,ATIVO,UNIDADE,1255.46,627.73
"25/220998	VÁLVULA SOLENÓIDE",1343015,3950,2,ATIVO,UNIDADE,2535.16,1267.58
"20/950906	CONJUNTO REPARO DA BOMBA HIDRÁULICA",1343016,3949,1,ATIVO,UNIDADE,990.41,990.41
"334/Y2269	EIXO ACIONAMENTO",1343017,3948,1,ATIVO,UNIDADE,904.19,904.19
"916/10012	ROLAMENTO",1343018,3947,2,ATIVO,UNIDADE,220.88,110.44
"816/90542	TUBO RETORNO BOMBA HIDRÁULICA",1343019,3946,1,ATIVO,UNIDADE,476.68,476.68
"816/90459	ADAPTADOR",1343020,3945,2,ATIVO,UNIDADE,72.68,36.34
"1620/2053	ADAPTADOR",1343021,3944,4,ATIVO,UNIDADE,156.76,39.19
"1620/0011	ADAPTADOR",1343022,3943,4,ATIVO,UNIDADE,94.04,23.51
"335/F3510	ADAPTADOR",1343023,3942,4,ATIVO,UNIDADE,99.76,24.94
"332/E3382	VÁLVULA DE BLOQUEIO DUPLA",1343024,3941,1,ATIVO,UNIDADE,1631.68,1631.68
"2201/0017	ABRAÇADEIRA",1343025,3940,10,ATIVO,UNIDADE,64.1,6.41
"335/00771	TUBO HIDRÁULICO",1343026,3939,2,ATIVO,UNIDADE,243.66,121.83
"335/00772	TUBO HIDRÁULICO",1343027,3938,2,ATIVO,UNIDADE,243.68,121.84
"821/00335	PRESILHA SIMPLES",1343028,3937,8,ATIVO,UNIDADE,153.92,19.24
"333/Y9459	PRESILHA DUPLA",1343029,3936,8,ATIVO,UNIDADE,273.6,34.2
"1620/2056	ADAPTADOR",1343030,3935,4,ATIVO,UNIDADE,125.4,31.35
"1620/2055	ADAPTADOR",1343031,3934,4,ATIVO,UNIDADE,116.84,29.21
"701/80363	INTERRUPTOR TEMPERATURA ÓLEO",1343032,3933,1,ATIVO,UNIDADE,138.23,138.23
"332/G8805	PUNHO GIRATÓRIO",1343033,3932,2,ATIVO,UNIDADE,176.7,88.35
"40/303423	BUCHA",1343034,3931,4,ATIVO,UNIDADE,99.76,24.94
"332/Y4070	PARAFUSO ALLEN",1343035,3930,4,ATIVO,UNIDADE,25.64,6.41
"331/25685	COIFA ALAVANCA DE MARCHAS",1343036,3929,1,ATIVO,UNIDADE,154.62,154.62
"128/G9261	RESERVATÓRIO PARABRISAS",1343037,3928,1,ATIVO,UNIDADE,241.55,241.55
"714/40344	PALHETA LIMPADOR TRASEIRO",1343038,3927,2,ATIVO,UNIDADE,205.2,102.6
"714/40144	BRAÇO LIMPADOR TRASEIRO",1343039,3926,1,ATIVO,UNIDADE,205.21,205.21
"831/10181	BUCHA",1343040,3953,4,ATIVO,UNIDADE,128.24,32.06
"87568653	TAMPA",1343041,5678,1,ATIVO,UNIDADE,2706.22,2706.22
"550/42257	BUCHA",1343042,3954,4,ATIVO,UNIDADE,156.76,39.19
"438/00016	CUBO DE RODA L.E.",1343043,3956,1,ATIVO,UNIDADE,1574.68,1574.68
"1940144	REPARO BOMBA DÁGUA",1343044,5676,2,ATIVO,UNIDADE,539.82,269.91
"5144277	SUPORTE EIXO L.D.",1343045,5675,1,ATIVO,UNIDADE,2599.67,2599.67
"5144276	SUPORTE EIXO L.E.",1343046,5674,1,ATIVO,UNIDADE,2599.67,2599.67
"562073	GARFO",1343047,5673,2,ATIVO,UNIDADE,980.2,490.1
"73402994	REPARO CILINDRO DIREÇÃO",1343048,5672,4,ATIVO,UNIDADE,315.36,78.84
"82827045	BOMBA HIDRÁULICA",1343049,5671,1,ATIVO,UNIDADE,1377.97,1377.97
"5120412	SEMI EIXO",1343050,5670,2,ATIVO,UNIDADE,1548.44,774.22
"593249	ENGRENAGEM",1343051,5669,2,ATIVO,UNIDADE,1122.26,561.13
"82824504	COROA E PINHÃO",1343052,5668,1,ATIVO,UNIDADE,2777.25,2777.25
"87354358	BÓIA",1343053,5667,1,ATIVO,UNIDADE,198.88,198.88
"47423113	SILENCIOSO",1343054,5666,1,ATIVO,UNIDADE,411.97,411.97
"82991340	TERMINAL DIREÇÃO",1343055,5665,8,ATIVO,UNIDADE,1193.28,149.16
"87470949	MOTOR PARTIDA",1343056,5664,1,ATIVO,UNIDADE,1264.32,1264.32
"26794660	ROLAMENTO",1343057,5663,12,ATIVO,UNIDADE,639.24,53.27
"24905130	ROLAMENTO",1343058,5662,8,ATIVO,UNIDADE,562.56,70.32
"5179672	ENGRENAGEM",1343059,5661,6,ATIVO,UNIDADE,805.5,134.25
"83402316	BRAÇO",1343060,5660,4,ATIVO,UNIDADE,2449.08,612.27
"5148936	ARRUELA",1343061,5659,16,ATIVO,UNIDADE,545.44,34.09
"4987975	ARRUELA",1343062,5658,16,ATIVO,UNIDADE,659.2,41.2
"MAO DE OBRA MECANICA",1343063,3964,200,ATIVO,HORAS,19238,96.19
"438/00006	FLANGE EIXO DIANTEIRO",1343064,3963,2,ATIVO,UNIDADE,477.4,238.7
"907/09000	ROLAMENTO",1343065,3962,2,ATIVO,UNIDADE,267.9,133.95
"821/00209	ARRUELA DE AJUSTE",1343066,3961,12,ATIVO,UNIDADE,119.76,9.98
"917/50200	ROLAMENTO AGULHA",1343067,3960,4,ATIVO,UNIDADE,513,128.25
"334/Y3895	CUBO DA PLANETÁRIA",1343068,3959,2,ATIVO,UNIDADE,2294.32,1147.16
"904/06700	RASPADOR",1343069,3958,8,ATIVO,UNIDADE,62.72,7.84
"438/00017	CUBO DE RODA L.D.",1343070,3957,1,ATIVO,UNIDADE,1574.68,1574.68
"333/Y6687	BUCHA",1343071,3955,4,ATIVO,UNIDADE,116.84,29.21
"714/40293	MOTOR LIMPADOR TRASEIRO",1343072,3925,1,ATIVO,UNIDADE,840.78,840.78
"71LF01551	VIDRO TRASEIRO L.E.",1343073,5740,1,ATIVO,UNIDADE,374.78,374.78
"81L720090	BUCHA",1343074,5742,4,ATIVO,UNIDADE,633.6,158.4
"75250656	PORCA",1343075,6552,50,ATIVO,UNIDADE,285.5,5.71
"87625354	PARAFUSO",1343076,6551,50,ATIVO,UNIDADE,392.5,7.85
"75287719	ANEL",1343077,6550,10,ATIVO,UNIDADE,57.1,5.71
"75289465	FLANGE",1343078,6549,1,ATIVO,UNIDADE,305.99,305.99
"75288502	RETENTOR",1343079,6548,4,ATIVO,UNIDADE,251.08,62.77
"75289443	VÁLVULA",1343080,6547,1,ATIVO,UNIDADE,318.12,318.12
"75288480	ROLAMENTO",1343081,6546,2,ATIVO,UNIDADE,221.12,110.56
"75289382	ENGRENAGEM",1343082,6545,1,ATIVO,UNIDADE,711.13,711.13
"75288493	ANEL",1343083,6544,10,ATIVO,UNIDADE,64.2,6.42
"75288494	ANEL",1343084,6543,10,ATIVO,UNIDADE,49.9,4.99
"75208355	EIXO",1343085,6542,1,ATIVO,UNIDADE,328.82,328.82
"79102659	RETENTOR",1343086,6541,2,ATIVO,UNIDADE,68.48,34.24
"75246450	BUCHA",1343087,6540,1,ATIVO,UNIDADE,118.4,118.4
"75326525	RETENTOR",1343088,6539,10,ATIVO,UNIDADE,313.8,31.38
"75288479	ROLAMENTO",1343089,6538,4,ATIVO,UNIDADE,279.6,69.9
"75287702	RETENTOR",1343090,6537,4,ATIVO,UNIDADE,191.16,47.79
"75287711	ANEL",1343091,6536,6,ATIVO,UNIDADE,34.26,5.71
"75287720	ANEL",1343092,6535,6,ATIVO,UNIDADE,25.68,4.28
"75208365	CREMALHEIRA",1343093,6534,1,ATIVO,UNIDADE,312.41,312.41
"75312842	ROLAMENTO",1343094,6533,2,ATIVO,UNIDADE,181.18,90.59
"MAO DE OBRA MECANICA",1343095,5811,300,ATIVO,HORAS,28638,95.46
"11LF30291	DEFLETOR",1343096,5810,1,ATIVO,UNIDADE,910.78,910.78
"3978945	TUBO ENCHIMENTO",1343097,5809,1,ATIVO,UNIDADE,352.15,352.15
"3903652	ABRAÇADEIRA DA TURBINA",1343098,5808,8,ATIVO,UNIDADE,480.88,60.11
"3976834	TENSIONADOR",1343099,5807,2,ATIVO,UNIDADE,692.98,346.49
"3290051	CORREIA BOMBA DÁGUA",1343100,5806,4,ATIVO,UNIDADE,364.88,91.22
"3800984	BOMBA DÁGUA",1343101,5805,2,ATIVO,UNIDADE,1257.28,628.64
"87633266	EIXO CARDÃ",1343102,6553,1,ATIVO,UNIDADE,763.2,763.2
"4895460	TAMPA DO MOTOR",1343103,5804,2,ATIVO,UNIDADE,156.98,78.49
"73163980	SUPORTE FERRO",1343104,6554,2,ATIVO,UNIDADE,476.46,238.23
"75286658	JUNTA CABEÇOTE",1343105,6556,1,ATIVO,UNIDADE,289.59,289.59
"70911040	PORCA",1343106,6583,10,ATIVO,UNIDADE,10,1
"73121925	ARRUELA",1343107,6582,10,ATIVO,UNIDADE,42.8,4.28
"73125852	ROLAMENTO",1343108,6581,6,ATIVO,UNIDADE,346.68,57.78
"73160779	LUVA",1343109,6580,6,ATIVO,UNIDADE,51.36,8.56
"70686384	TERMINAL",1343110,6579,6,ATIVO,UNIDADE,338.1,56.35
"75252238	CONEXAO",1343111,6578,1,ATIVO,UNIDADE,47.08,47.08
"75313634	VARETA",1343112,6577,1,ATIVO,UNIDADE,62.77,62.77
"86977781	ANEL",1343113,6576,20,ATIVO,UNIDADE,99.8,4.99
"519381	ANEL",1343114,6575,20,ATIVO,UNIDADE,128.4,6.42
"76195604	CORREIA",1343115,6574,2,ATIVO,UNIDADE,158.34,79.17
"J935449	ANEL",1343116,6573,10,ATIVO,UNIDADE,35.7,3.57
"75208113	TAMPA DE VÁLVULA",1343117,6572,1,ATIVO,UNIDADE,420.83,420.83
"75206819	AMORTECEDOR",1343118,6571,2,ATIVO,UNIDADE,730.4,365.2
"75289675	JUNTA",1343119,6570,2,ATIVO,UNIDADE,126.96,63.48
"75206837	CÁRTER",1343120,6569,1,ATIVO,UNIDADE,649.79,649.79
"75260330	COTOVELO",1343121,6568,1,ATIVO,UNIDADE,283.17,283.17
"73159101	VALVULA SOLENÓIDE",1343122,6567,1,ATIVO,UNIDADE,641.23,641.23
"87354991	FLANGE",1343123,6566,1,ATIVO,UNIDADE,209.66,209.66
"75324849	TUBO",1343124,6565,4,ATIVO,UNIDADE,365.2,91.3
"75324846	TUBO",1343125,6564,4,ATIVO,UNIDADE,550.64,137.66
"73163866	COXIM",1343126,6563,10,ATIVO,UNIDADE,449.4,44.94
"73163867	COXIM",1343127,6562,10,ATIVO,UNIDADE,485,48.5
"75208731	BOMBA ALIMENTADORA",1343128,6561,1,ATIVO,UNIDADE,376.61,376.61
"75254964	CINTA PRESILHA",1343129,6560,1,ATIVO,UNIDADE,97.01,97.01
"75206879	JUNTA",1343130,6559,10,ATIVO,UNIDADE,57.1,5.71
"73163981	SUPORTE FERRO",1343131,6558,2,ATIVO,UNIDADE,476.46,238.23
"75208126	JUNTA TAMPA DE VÁLVULAS",1343132,6557,6,ATIVO,UNIDADE,231.12,38.52
"75208354	ROLAMENTO",1343133,6555,2,ATIVO,UNIDADE,222.54,111.27
"81LF40110	ARO CONJUNTO",1343134,5741,2,ATIVO,UNIDADE,5246.9,2623.45
"3955339	JUNTA COLETOR",1343135,5803,12,ATIVO,UNIDADE,237.6,19.8
"3957593	MOTOR DE PARTIDA",1343136,5801,1,ATIVO,UNIDADE,2093.1,2093.1
"ZTAM00219	DISCO FREIO",1343137,5769,10,ATIVO,UNIDADE,1166.8,116.68
"ZTAM00090	DISCO FREIO",1343138,5768,10,ATIVO,UNIDADE,1258.7,125.87
"ZTAM00195	EIXO",1343139,5767,2,ATIVO,UNIDADE,1958.74,979.37
"ZTAM00181	ENGRENAGEM",1343140,5766,6,ATIVO,UNIDADE,789.18,131.53
"ZTAM00180	ENGRENAGEM",1343141,5765,6,ATIVO,UNIDADE,1858.32,309.72
"ZTAM00177	ANEL",1343142,5764,16,ATIVO,UNIDADE,271.52,16.97
"ZTAM00189	ROLAMENTO",1343143,5763,8,ATIVO,UNIDADE,1120.08,140.01
"ZTAM00191	RETENTOR",1343144,5762,4,ATIVO,UNIDADE,814.6,203.65
"ZTAM00137	ROLAMENTO",1343145,5761,4,ATIVO,UNIDADE,690.16,172.54
"ZTAM00148	ENGRENAGEM",1343146,5760,4,ATIVO,UNIDADE,1009.8,252.45
"ZTAM00147	ENGRENAGEM",1343147,5759,4,ATIVO,UNIDADE,1408.6,352.15
"ZTAM00143	DISCO",1343148,5758,16,ATIVO,UNIDADE,2387.2,149.2
"ZTAM00145	DISCO",1343149,5757,20,ATIVO,UNIDADE,2687,134.35
"ZTAM00144	COROA E PINHAO EIXO DIANTEIRO",1343150,5756,1,ATIVO,UNIDADE,2955.8,2955.8
"ZTAM00132	ANEL",1343151,5755,8,ATIVO,UNIDADE,548.72,68.59
"ZTAM00068	ANEL",1343152,5754,8,ATIVO,UNIDADE,616.64,77.08
"ZGAQ01977	BOMBA TRANSMISSÃO",1343153,5753,1,ATIVO,UNIDADE,3718.09,3718.09
"ZGAQ01440	RETENTOR",1343154,5752,8,ATIVO,UNIDADE,458.24,57.28
"ZGAQ01445	FLANGE",1343155,5751,2,ATIVO,UNIDADE,612.38,306.19
"ZGAQ01942	MOLA",1343156,5750,4,ATIVO,UNIDADE,548.72,137.18
"ZGAQ01937	TAMBOR",1343157,5749,2,ATIVO,UNIDADE,4200.36,2100.18
"ZGAQ01938	PISTÃO",1343158,5748,4,ATIVO,UNIDADE,1094.64,273.66
"ZGAQ01946	DISCO",1343159,5747,36,ATIVO,UNIDADE,3512.88,97.58
"ZGAQ01945	DISCO",1343160,5746,38,ATIVO,UNIDADE,3170.72,83.44
