ano,data,dataVencimento,itens,numero,ocorrencias
2021,2021-07-26,2022-07-26,"itens_8065f12b-0c95-4324-978d-1a99d19081c4.csv",114," "
2021,2021-07-26,2022-07-26,"itens_28687efa-d7c7-4d12-98e7-e6947ee90f38.csv",122," "
2021,2021-07-26,2022-07-26,"itens_7b369247-3a88-4c4e-8935-5e32e57d9cac.csv",125," "
2021,2021-07-26,2022-07-26,"itens_15a7c802-134a-42d7-a7a2-f2672462b1a0.csv",120," "
2021,2021-07-26,2022-07-26,"itens_a27816db-52f9-4c7b-a47d-ee8b06ea1445.csv",124," "
2021,2021-07-26,2022-07-26,"itens_4b98920c-f34b-4bed-86cf-20a86a691cf1.csv",59,"ocorrencias_c78e9c24-07bb-4e96-95ad-2796dcf20bb0.csv"
2021,2021-07-26,2022-07-26,"itens_a586b59b-e7a3-4b29-9b0c-05595342e955.csv",116," "
2021,2021-07-26,2022-07-26,"itens_128fbb39-cad9-4457-8bd8-2251e1801b76.csv",117,"ocorrencias_8d067dfb-8f00-45a4-8c44-c3c80a1e6477.csv"
2021,2021-07-26,2022-07-26,"itens_bcee980e-75e1-48f1-bdc3-b01160bc05f2.csv",121," "
2021,2021-07-26,2022-07-26,"itens_fdfae789-0484-44db-a8c5-6010f0782cc9.csv",119," "
2021,2021-07-26,2022-07-26,"itens_c2719f1d-a8eb-4e8c-8e00-3be6350f4093.csv",118," "
2021,2021-07-26,2022-07-26,"itens_abc25fc5-1ed3-489f-bb4a-dddff4ece640.csv",115," "
2021,2021-07-26,2022-07-26,"itens_f4692960-0a21-4b3b-9f03-9c1bdef57ef5.csv",123," "
