descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"84482108	RETENTOR",0,8,DESCLASSIFICADO," ",364.8,45.6
"5133799	RETENTOR",0,8,DESCLASSIFICADO," ",524.4,65.55
"5177709	RETENTOR",0,8,DESCLASSIFICADO," ",364.8,45.6
"84203537	CABO ACELERADOR",0,2,DESCLASSIFICADO," ",399,199.5
"5167202	ALAVANCA",0,2,DESCLASSIFICADO," ",256.5,128.25
"82018664	CILINDRO MESTRE",0,2,DESCLASSIFICADO," ",1311,655.5
"5184313	DISCO FREIO",0,4,DESCLASSIFICADO," ",1406,351.5
"5191350	PISTAO FREIO",0,4,DESCLASSIFICADO," ",2964,741
"5118101	DISCO FREIO",0,4,DESCLASSIFICADO," ",570,142.5
"5130785	PLACA SEPARADORA",0,4,DESCLASSIFICADO," ",456,114
"5183158	CABO FREIO ESTACIONÁRIO",0,2,DESCLASSIFICADO," ",522.5,261.25
"5189875	KIT EMBREAGEM",0,1,DESCLASSIFICADO," ",3667,3667
"5167167	SUPORTE DO ROLAMENTO",0,2,DESCLASSIFICADO," ",1729,864.5
"87345759	ROLAMENTO EMBREAGEM",0,2,DESCLASSIFICADO," ",456,228
"5167184	GUIA",0,2,DESCLASSIFICADO," ",1482,741
"87373914	CABO EMBREAGEM",0,2,DESCLASSIFICADO," ",780.9,390.45
"5153715	COROA E PINHÃO",0,1,DESCLASSIFICADO," ",4018.5,4018.5
"5130990	ROLAMENTO DO PINHÃO",0,2,DESCLASSIFICADO," ",465.5,232.75
"24903460	ROLAMENTO DIFERENCIAL",0,4,DESCLASSIFICADO," ",1444,361
"24903480	ROLAMENTO DIFERENCIAL",0,4,DESCLASSIFICADO," ",1556,389
"5166549	EIXO DIANTEIRO L.D.",0,1,DESCLASSIFICADO," ",3287,3287
"5166562	EIXO DIANTEIRO L.E.",0,1,DESCLASSIFICADO," ",3287,3287
"5189825	DISCO EMBREAGEM",0,1,DESCLASSIFICADO," ",2318,2318
"5188093	SINCRONIZADOR",0,2,DESCLASSIFICADO," ",7581,3790.5
"5131167	EIXO ENTALHADO",0,1,DESCLASSIFICADO," ",3078,3078
"5126458	ROLAMENTO",0,4,DESCLASSIFICADO," ",1254,313.5
"5117539	ROLAMENTO AGULHAS",0,4,DESCLASSIFICADO," ",456,114
"5105534	RETENTOR",0,6,DESCLASSIFICADO," ",427.5,71.25
"5105536	RETENTOR",0,6,DESCLASSIFICADO," ",399,66.5
"5167151	EIXO",0,2,DESCLASSIFICADO," ",5148,2574
"26794660	ROLAMENTO ESFÉRICO",0,4,DESCLASSIFICADO," ",722,180.5
"24905130	ROLAMENTO ESFÉRICO",0,4,DESCLASSIFICADO," ",646,161.5
"5167937	DISCO TDF",0,2,DESCLASSIFICADO," ",2489,1244.5
"87520950	PEDAL",0,1,DESCLASSIFICADO," ",1596,1596
"87536431	VARÃO",0,2,DESCLASSIFICADO," ",361,180.5
"5186629	SINCRONIZADOR",0,1,DESCLASSIFICADO," ",2536.5,2536.5
"5161817	EIXO",0,1,DESCLASSIFICADO," ",2251.5,2251.5
"5138660	ROLAMENTO ACIONADOR",0,2,DESCLASSIFICADO," ",589,294.5
"5125062	SEMI EIXO L.D.",0,1,DESCLASSIFICADO," ",1795.5,1795.5
"5125063	SEMI EIXO L.E.",0,1,DESCLASSIFICADO," ",1795.5,1795.5
"5125349	EIXO ACIONADOR",0,1,DESCLASSIFICADO," ",2394,2394
"5123466	LUVA ESTRIADA",0,2,DESCLASSIFICADO," ",722,361
"5123982	ENGRENAGEM MOTORA",0,2,DESCLASSIFICADO," ",2926,1463
"5160495	ENGRENAGEM INTERMEDIÁRIA",0,2,DESCLASSIFICADO," ",5472,2736
"5174202	GARFO",0,2,DESCLASSIFICADO," ",4845,2422.5
"5127387	GARFO",0,2,DESCLASSIFICADO," ",4598,2299
"73401126	KIT DIFERENCIAL",0,1,DESCLASSIFICADO," ",3410.5,3410.5
"5125065	ENGRENAGEM",0,6,DESCLASSIFICADO," ",1596,266
"5125064	COROA DENTADA",0,2,DESCLASSIFICADO," ",2869,1434.5
"4997203	PINO",0,6,DESCLASSIFICADO," ",741,123.5
"5173735	PONTA EIXO",0,2,DESCLASSIFICADO," ",6289,3144.5
"20645490	ROLAMENTO",0,4,DESCLASSIFICADO," ",1064,266
"20141040	ROLAMENTO",0,4,DESCLASSIFICADO," ",1404,351
"5123205	RETENTOR",0,2,DESCLASSIFICADO," ",484.5,242.25
"MAO DE OBRA MECANICA",0,200,DESCLASSIFICADO," ",25600,128
"7021502	BÓIA",0,1,DESCLASSIFICADO," ",732.44,732.445
"7202084	JUNTA LATERAL",0,8,DESCLASSIFICADO," ",342,42.75
"7003606	JG. REP. CILINDRO HIDRÁULICO",0,4,DESCLASSIFICADO," ",703,175.75
"7039127	PINO CENTRAL",0,2,DESCLASSIFICADO," ",722,361
"7010753	PARAFUSO SEXTAVADO",0,16,DESCLASSIFICADO," ",273.6,17.1
"7022241	BLOCO VÁLVULA VIBRADORA",0,2,DESCLASSIFICADO," ",6156,3078
"70003421	VÁLVULA DE BLOQUEIO",0,2,DESCLASSIFICADO," ",4921,2460.5
"2551147	BOMBA DE ENGRENAGENS",0,1,DESCLASSIFICADO," ",4721.5,4721.5
"2551217	HÉLICE DO MOTOR",0,1,DESCLASSIFICADO," ",1795.5,1795.5
"2590707	TAMPA RADIADOR",0,2,DESCLASSIFICADO," ",123.5,61.75
"2590704	VISOR NÍVEL RADIADOR",0,1,DESCLASSIFICADO," ",551,551
"2590219	COXIM",0,8,DESCLASSIFICADO," ",934.8,116.85
"2554717	MANGUEIRA DA TURBINA",0,2,DESCLASSIFICADO," ",693.5,346.75
"2554701	SILENCIOSO",0,1,DESCLASSIFICADO," ",655.5,655.5
"7010569	PARAFUSO SEXTAVADO",0,24,DESCLASSIFICADO," ",250.8,10.45
"2554996	MANGUEIRA INF. RADIADOR",0,2,DESCLASSIFICADO," ",332.5,166.25
"2554980	MANGUEIRA SUP. RADIADOR",0,2,DESCLASSIFICADO," ",323,161.5
"7012422	ABRAÇADEIRA",0,8,DESCLASSIFICADO," ",53.2,6.65
"7123903	PINHÃO",0,2,DESCLASSIFICADO," ",3743,1871.5
"7123905	PINHÃO",0,2,DESCLASSIFICADO," ",3192,1596
"7123906	ROLAMENTO",0,8,DESCLASSIFICADO," ",2865.2,358.15
"7123909	ANEL O",0,20,DESCLASSIFICADO," ",133,6.65
"7123910	ANEL O",0,20,DESCLASSIFICADO," ",114,5.7
"7055903	FAROL CONJUNTO",0,6,DESCLASSIFICADO," ",1003.2,167.2
"7202773	RODA MOTRIZ",0,2,DESCLASSIFICADO," ",5472,2736
"7016606	ROLETE",0,12,DESCLASSIFICADO," ",15276,1273
"7011854	ROLETE",0,2,DESCLASSIFICADO," ",3211,1605.5
"7098178	CORRENTE",0,4,DESCLASSIFICADO," ",3648,912
"7098179	CORRENTE",0,4,DESCLASSIFICADO," ",3572,893
"7098162	ENGRENAGEM",0,4,DESCLASSIFICADO," ",4712,1178
"7098419	BUCHA",0,6,DESCLASSIFICADO," ",946.2,157.7
"12413	COXIM DE BORRACHA",0,8,DESCLASSIFICADO," ",972.8,121.6
"MAO DE OBRA MECANICA",0,200,DESCLASSIFICADO," ",25650,128.25
"VA32E0102100	JUNTA CABEÇOTE",0,2,DESCLASSIFICADO," ",1485.8,742.9
"VA32E0102100	PARAFUSO",0,20,DESCLASSIFICADO," ",187,9.35
"VA3430102200	GUIA DE VÁLVULA ADMISSÃO",0,4,DESCLASSIFICADO," ",778.6,194.65
"VA3430102300	GUIA DE VÁLVULA ESCAPE",0,4,DESCLASSIFICADO," ",673.2,168.3
"VA3430101600	VÁLVULA ESCAPE",0,4,DESCLASSIFICADO," ",605.2,151.3
"VA32G0102100	VÁLVULA ADMISSÃO",0,4,DESCLASSIFICADO," ",564.4,141.1
"VA3430511100	TUCHO DE VÁLVULA",0,8,DESCLASSIFICADO," ",1475.6,184.45
"VA3430909051	JG DE BRONZINA",0,5,DESCLASSIFICADO," ",1096.5,219.3
"VA34311200080	RETENTOR",0,2,DESCLASSIFICADO," ",521.9,260.95
"VA32G1200100	CARCAÇA",0,1,DESCLASSIFICADO," ",2133.5,2133.5
"VA32G1311200	INDICADOR PRESSÃO ÓLEO",0,2,DESCLASSIFICADO," ",532.1,266.05
"VA3421304100	JUNTA CÁRTER",0,2,DESCLASSIFICADO," ",270.3,135.15
"VA32G1302010	CÁRTER MOTOR",0,1,DESCLASSIFICADO," ",815,815
"VA32F1720100	PISTÃO DO MOTOR",0,4,DESCLASSIFICADO," ",3974.6,993.65
"VA3431707020	JG DE ANÉIS ,025MM",0,4,DESCLASSIFICADO," ",1149.2,287.3
"VA32F1902200	JG DE BRONZINA",0,4,DESCLASSIFICADO," ",897.6,224.4
"VA32G2000010	VIRABREQUIM",0,1,DESCLASSIFICADO," ",3388.95,3388.95
"VA32G2100010	VOLANTE MOTOR",0,1,DESCLASSIFICADO," ",2355.35,2355.35
"VA3432101201	CREMALHEIRA",0,1,DESCLASSIFICADO," ",1383.8,1383.8
"VA9223321600	PARAFUSO",0,12,DESCLASSIFICADO," ",193.8,16.15
"VA32G2302010	ENGRENAGEM INTERMEDIÁRIA",0,1,DESCLASSIFICADO," ",2226.15,2226.15
"VA32G300300	ENGRENAGEM GUIA",0,1,DESCLASSIFICADO," ",1133.9,1133.9
"VA32G2304300	ROLAMENTO",0,1,DESCLASSIFICADO," ",244.8,244.8
"VA32G304100	EIXO GUIA",0,1,DESCLASSIFICADO," ",465.8,465.8
"VA32G010100	COLETOR ADMISSÃO",0,1,DESCLASSIFICADO," ",1195.1,1195.1
"VA3423221600	COLETOR ESCAPE",0,1,DESCLASSIFICADO," ",800.7,800.7
"VA32E3201700	JUNTA COLETOR",0,4,DESCLASSIFICADO," ",98.6,24.65
"VA3423203502	TUBO ESCAPE",0,2,DESCLASSIFICADO," ",783.7,391.85
"VA4918902750	TURBINA",0,1,DESCLASSIFICADO," ",6788.1,6788.1
"VA4918314000	ABRAÇADEIRA",0,4,DESCLASSIFICADO," ",74.8,18.7
"VA32A3610010	VALVULA DE SEGURANÇA",0,2,DESCLASSIFICADO," ",620.5,310.25
"VA3423902101	RADIADOR DE ÓLEO",0,1,DESCLASSIFICADO," ",4063,4063
"YY30P01006P1	SUPORTE BOMBA HIDRÁULICA",0,1,DESCLASSIFICADO," ",1592.9,1592.9
"VA3434021070	CABEÇOTE DO FILTRO",0,1,DESCLASSIFICADO," ",662.15,662.15
"VA3444302500	RESPIRO DO MOTOR",0,2,DESCLASSIFICADO," ",712.3,356.15
"VAF430003201	ABRAÇADEIRA",0,6,DESCLASSIFICADO," ",76.5,12.75
"VA32G4301100	TUBO",0,2,DESCLASSIFICADO," ",603.5,301.75
"VA32G450100	POLIA BOMBA DÁGUA",0,1,DESCLASSIFICADO," ",508.3,508.3
"VA3434611500	SENSOR",0,1,DESCLASSIFICADO," ",741.2,741.2
"VA3434904400	CORREIA BOMBA DÁGUA",0,4,DESCLASSIFICADO," ",523.6,130.9
"VA3434801900	ESPAÇADOR",0,1,DESCLASSIFICADO," ",505.75,505.75
"VA32G4800200	HELICE",0,1,DESCLASSIFICADO," ",1793.5,1793.5
"VA32G103400	TUBO INJETOR",0,2,DESCLASSIFICADO," ",330,165
"VA32G103500	TUBO INJETOR",0,2,DESCLASSIFICADO," ",331.5,165.75
"VA32G103600	TUBO INJETOR",0,2,DESCLASSIFICADO," ",331.5,165.75
"VA32G6103700	TUBO INJETOR",0,2,DESCLASSIFICADO," ",331.5,165.75
"VA32G6100300	BOMBA INJETORA",0,1,DESCLASSIFICADO," ",11679,11679
"VA0556370258	ANEL ORING",0,1,DESCLASSIFICADO," ",162.35,162.35
"VA32G6600100	MOTOR DE ARRANQUE",0,1,DESCLASSIFICADO," ",4159.05,4159.05
"VA32G6800100	ALTERNADOR",0,1,DESCLASSIFICADO," ",2014.5,2014.5
"VA32G9000400	SENSOR PRESSÃO",0,1,DESCLASSIFICADO," ",893.35,893.35
"VA32G9000600	SENSOR",0,2,DESCLASSIFICADO," ",1297.1,648.55
"VA32G9000700	SENSOR",0,1,DESCLASSIFICADO," ",399.5,399.5
"VA32G9000200	SENSOR TEMPERATURA DÁGUA",0,1,DESCLASSIFICADO," ",751.4,751.4
"YN35V00050F1	VALVULA SOLENÓIDE",0,1,DESCLASSIFICADO," ",1670.25,1670.25
"YY01V00055R500	JG REP. CILINDRO CAÇAMBA",0,2,DESCLASSIFICADO," ",4387.7,2193.85
"YY01V00054R500	JG REP. CILINDRO PROFUNDIDADE",0,2,DESCLASSIFICADO," ",3950.8,1975.4
"YY01V00053R500	JG RE. CILINDRO LEVANTE",0,4,DESCLASSIFICADO," ",6378.4,1594.6
"YY10V00009F1	BOMBA HIDRAÚLICA",0,1,DESCLASSIFICADO," ",21054.5,21054.5
"YN42H02349P1	ABRAÇADEIRA",0,10,DESCLASSIFICADO," ",136,13.6
"YY42H01477P1	ABRAÇADEIRA",0,10,DESCLASSIFICADO," ",119,11.9
"YY01V00055F1	CILINDRO DA CONCHA",0,1,DESCLASSIFICADO," ",5890.5,5890.5
"2418T23986D1	ANEL",0,8,DESCLASSIFICADO," ",74.8,9.35
"2419T6002D7	PINO TRAVA",0,8,DESCLASSIFICADO," ",142.8,17.85
"2445Z869	ANEL ORING",0,8,DESCLASSIFICADO," ",163.2,20.4
"YY12B01436P1	PINO",0,1,DESCLASSIFICADO," ",1457.75,1457.75
"YY12B01448P1	BUCHA",0,4,DESCLASSIFICADO," ",2063.8,515.95
"YY12B01449P1	BUCHA",0,4,DESCLASSIFICADO," ",1734,433.5
"YY12B01446P1	BUCHA",0,4,DESCLASSIFICADO," ",2441.2,610.3
