descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"42021244	PARAFUSO",1344262,6726,200,ATIVO,UNIDADE,1018,5.09
"42021236	PARAFUSO",1344263,6725,200,ATIVO,UNIDADE,1164,5.82
"86992654	LÂMINA W130",1344264,6724,4,ATIVO,UNIDADE,6079.04,1519.76
"86992655	LÂMINA W130",1344265,6723,8,ATIVO,UNIDADE,9249.44,1156.18
"86992656	CANTO DE LÂMINA W130",1344266,6722,8,ATIVO,UNIDADE,6457.12,807.14
"21141859	TRAVA  DX225",1344267,6721,50,ATIVO,UNIDADE,691,13.82
"27051022	PINO DX225",1344268,6720,50,ATIVO,UNIDADE,1200,24
"71300057C	UNHA ESCAVADEIRA DX225",1344269,6719,50,ATIVO,UNIDADE,4326.5,86.53
"11417145	TRAVA DENTE E135/E175B",1344270,6718,120,ATIVO,UNIDADE,4712.4,39.27
"72205063	UNHA ESCAVADEIRA E135/E175B",1344271,6717,120,ATIVO,UNIDADE,12303.6,102.53
"MAO DE OBRA MECANICA",1344272,3563,400,ATIVO,HORAS,39228,98.07
"440729A1	TAMPA",1344273,3562,4,ATIVO,UNIDADE,188.88,47.22
"87390465	TUBO FLEXÍVEL",1344274,3561,2,ATIVO,UNIDADE,276.04,138.02
"4899239	ANEL",1344275,3560,20,ATIVO,UNIDADE,247,12.35
"2853784	JUNTA",1344276,3559,10,ATIVO,UNIDADE,326.9,32.69
"76066264	PORCA DA HASTE",1344277,3558,2,ATIVO,UNIDADE,178.7,89.35
"219000310	DENTE LATERAL RD406",1344278,6738,20,ATIVO,UNIDADE,829,41.45
"76089287	CANTO DE LÂMINA TRATOR D150",1344279,6770,4,ATIVO,UNIDADE,1134.36,283.59
"5D9558	LÂMINA 13 FUROS CAT120G",1344280,6739,40,ATIVO,UNIDADE,20069.6,501.74
"3F5108	PARAFUSO",1344281,6741,600,ATIVO,UNIDADE,2616,4.36
"76089286	LÂMINA TRATOR D150",1344282,6768,4,ATIVO,UNIDADE,4304.76,1076.19
"258726A1	UNHA ESCARIFICADOR TRATOR D150",1344283,6767,30,ATIVO,UNIDADE,5606.4,186.88
"5B5561	LAMINA 9 FUROS 5/8",1344284,6766,30,ATIVO,UNIDADE,10667.4,355.58
"5B5564	LAMINA 8 FUROS 5/8",1344285,6765,30,ATIVO,UNIDADE,9249.3,308.31
"85801377	DENTE LATERAL B90B",1344286,6764,10,ATIVO,UNIDADE,654.4,65.44
"85801376	DENTE LATERAL B90B",1344287,6763,10,ATIVO,UNIDADE,654.4,65.44
"85811440	DENTE CENTRAL B90B",1344288,6762,30,ATIVO,UNIDADE,1352.4,45.08
"47134004A	DENTE CENTRAL",1344289,6761,20,ATIVO,UNIDADE,2850.4,142.52
"47134005A	DENTE L.D.",1344290,6760,5,ATIVO,UNIDADE,781.7,156.34
"47134006A	DENTE L.E.",1344291,6759,5,ATIVO,UNIDADE,781.7,156.34
"75246669	SOBRE LÂMINA B90B",1344292,6758,4,ATIVO,UNIDADE,5468.24,1367.06
"12164121	PORCA",1344293,6757,400,ATIVO,UNIDADE,1164,2.91
"75238351	PARAFUSO",1344294,6756,400,ATIVO,UNIDADE,2036,5.09
"75238350	DENTE LB110",1344295,6755,80,ATIVO,UNIDADE,4479.2,55.99
"75238130	LÂMINA DIANTEIRA LB110",1344296,6754,8,ATIVO,UNIDADE,10703.76,1337.97
"85801098	TRAVA LB110",1344297,6753,100,ATIVO,UNIDADE,1163,11.63
"85801097	PINO TRAVA LB110",1344298,6752,100,ATIVO,UNIDADE,1309,13.09
"85801096	DENTE LB110",1344299,6751,100,ATIVO,UNIDADE,3999,39.99
"75261224	SUPORTE DENTE LB110",1344300,6750,30,ATIVO,UNIDADE,1570.8,52.36
"75235262	LÂMINA TRASEIRA LB110",1344301,6749,4,ATIVO,UNIDADE,2414.16,603.54
"9F5124	SUPORTE ESCARIFICADOR CAT120G",1344302,6748,30,ATIVO,UNIDADE,4886.4,162.88
"6Y5230	UNHA ESCARIFICADOR CAT120G",1344303,6747,50,ATIVO,UNIDADE,2290.5,45.81
"8E5531	CANTO DE LÂMINA CAT120G",1344304,6746,8,ATIVO,UNIDADE,2076.8,259.6
"1G2131	SUPORTE ESCARIFICADOR CAT120B",1344305,6745,30,ATIVO,UNIDADE,4122.9,137.43
"2D5572	UNHA ESCARIFICADOR CAT120B",1344306,6744,50,ATIVO,UNIDADE,1781.5,35.63
"3B4757	CANTO DE LÂMINA CAT120B",1344307,6743,8,ATIVO,UNIDADE,1611.36,201.42
"4K0637	PORCA",1344308,6742,600,ATIVO,UNIDADE,1746,2.91
"5D9559	LÂMINA 15 FUROS CAT120G",1344309,6740,40,ATIVO,UNIDADE,21174.8,529.37
"87452843	CORREIA",1344466,3403,4,ATIVO,UNIDADE,392.28,98.07
"4899052	ANEL O",1344467,3430,10,ATIVO,UNIDADE,79.9,7.99
"2830559	JUNTA",1344468,3429,8,ATIVO,UNIDADE,255.68,31.96
"4890193	SENSOR",1344469,3428,2,ATIVO,UNIDADE,608.76,304.38
"2852978	ANEL O",1344470,3427,10,ATIVO,UNIDADE,29.1,2.91
"4897861	JUNTA",1344471,3426,2,ATIVO,UNIDADE,204.86,102.43
"2852308	Carter",1344472,3425,1,ATIVO,UNIDADE,1288.7,1288.7
"4896409	JUNTA",1344473,3424,8,ATIVO,UNIDADE,238.24,29.78
"4897481	BOMBA DE ÓLEO",1344474,3423,1,ATIVO,UNIDADE,935.65,935.65
"87373261	TUBO ENCHIMENTO",1344475,3422,1,ATIVO,UNIDADE,685.76,685.76
"87324777	VARETA NÍVEL ÓLEO MOTOR",1344476,3421,1,ATIVO,UNIDADE,138.75,138.75
"L115504	TAMPA ÓLEO MOTOR",1344477,3420,1,ATIVO,UNIDADE,81.36,81.36
"87438478	TUBO SAÍDA",1344478,3419,1,ATIVO,UNIDADE,298.57,298.57
"87722095	SILENCIOSO",1344479,3418,1,ATIVO,UNIDADE,1146.32,1146.32
"2143180	ABRAÇADEIRA",1344480,3417,4,ATIVO,UNIDADE,20.36,5.09
"87543756	MANGUEIRA FILTRO AR",1344481,3416,2,ATIVO,UNIDADE,570.98,285.49
"A184079	TAMPA RESERVATÓRIO",1344482,3415,1,ATIVO,UNIDADE,95.16,95.16
"L127093	RESERVATÓRIO DÁGUA RADIADOR",1344483,3414,1,ATIVO,UNIDADE,427.87,427.87
"214-3140	ABRAÇADEIRA",1344484,3413,10,ATIVO,UNIDADE,138,13.8
"4890189	SENSOR",1344485,3412,2,ATIVO,UNIDADE,257.16,128.58
"L115548	ABRAÇADEIRA",1344486,3411,10,ATIVO,UNIDADE,210.7,21.07
"A170241	TAMPA RADIADOR",1344487,3410,2,ATIVO,UNIDADE,95.88,47.94
"217407	BUJÃO",1344488,3409,4,ATIVO,UNIDADE,130.76,32.69
"87398813	MANGUEIRA INFERIOR RADIADOR",1344489,3408,2,ATIVO,UNIDADE,331.26,165.63
"87571277	MANGUEIRA SUPERIOR RADIADOR",1344490,3407,2,ATIVO,UNIDADE,387.92,193.96
"87660637	RADIADOR CONJUNTO",1344491,3406,1,ATIVO,UNIDADE,3828.33,3828.33
"84110110	PARAFUSO",1344492,3405,10,ATIVO,UNIDADE,48,4.8
"136206A1	ESPAÇADOR",1344493,3404,1,ATIVO,UNIDADE,282.58,282.58
"87714752	HÉLICE",1344494,3402,1,ATIVO,UNIDADE,1375.87,1375.87
"4899079	PARAFUSO",1344495,3431,20,ATIVO,UNIDADE,29,1.45
"2853443	BOMBA DÁGUA",1344558,3432,2,ATIVO,UNIDADE,1130.34,565.17
"2852471	VÁLVULA TERMOSTÁTICA",1344559,3434,2,ATIVO,UNIDADE,241.18,120.59
"76093727	BUCHA",1344560,3523,4,ATIVO,UNIDADE,305.12,76.28
"76066255	PORCA",1344561,3522,2,ATIVO,UNIDADE,177.26,88.63
"76066261	EMBOLO",1344562,3521,2,ATIVO,UNIDADE,257.16,128.58
"76066270	REPARO INCLINAÇÃO",1344563,3520,2,ATIVO,UNIDADE,245.54,122.77
"76066254	BUCHA",1344564,3519,4,ATIVO,UNIDADE,203.4,50.85
"76066253	ANEL TRAVA",1344565,3518,10,ATIVO,UNIDADE,79.9,7.99
"76066252	HASTE CILINDRO INCLINAÇÃO",1344566,3517,2,ATIVO,UNIDADE,958.9,479.45
"76066282	REPARO ELEVAÇÃO",1344567,3516,2,ATIVO,UNIDADE,276.04,138.02
"76066272	REPARO ELEVAÇÃO",1344568,3515,2,ATIVO,UNIDADE,325.44,162.72
"76066307	EMBOLO",1344569,3514,2,ATIVO,UNIDADE,392.28,196.14
"76066294	HASTE CILINDRO LEVANTE",1344570,3513,2,ATIVO,UNIDADE,1322.12,661.06
"76066296	BUCHA",1344571,3512,4,ATIVO,UNIDADE,255.72,63.93
"296684A1	COXIM",1344572,3511,12,ATIVO,UNIDADE,427.2,35.6
"76041090	PINO CILINDRO INCLINAÇÃO",1344573,3510,2,ATIVO,UNIDADE,283.32,141.66
"87667606	TUBO RETORNO DA BOMBA",1344574,3509,1,ATIVO,UNIDADE,639.99,639.99
"87604362	BOMBA HIDRÁULICA",1344575,3508,1,ATIVO,UNIDADE,4917.99,4917.99
"R42675	RESPIRO TANQUE",1344576,3507,1,ATIVO,UNIDADE,106.79,106.79
"L128669	TAMPA TANQUE HIDRÁULICO",1344577,3506,1,ATIVO,UNIDADE,267.33,267.33
"G100440	ANEL",1344578,3505,12,ATIVO,UNIDADE,148.2,12.35
"A151972	ROLETE",1344579,3504,300,ATIVO,UNIDADE,675,2.25
"135113	PINO TRAVA",1344580,3503,12,ATIVO,UNIDADE,78.48,6.54
"87452207	EIXO DA PLANETÁRIA",1344581,3502,6,ATIVO,UNIDADE,919.68,153.28
"87309915	ENGRENAGEM PLANETÁRIA",1344582,3501,6,ATIVO,UNIDADE,3360.48,560.08
"385244A2	PLACA",1344583,3500,12,ATIVO,UNIDADE,2414.64,201.22
"A188946	DISCO FRICÇÃO",1344584,3499,12,ATIVO,UNIDADE,3390.96,282.58
"A140150	CONE ROLAMENTO",1344585,3498,2,ATIVO,UNIDADE,392.28,196.14
"A140151	CAPA ROLAMENTO",1344586,3497,2,ATIVO,UNIDADE,305.1,152.55
"76093729	PINO DE EMENDA DO U",1344587,3524,2,ATIVO,UNIDADE,652.34,326.17
"G106720	ANEL RETENTOR",1344588,3496,2,ATIVO,UNIDADE,385.02,192.51
"87666201	PINO LATERAL DO U",1344589,3525,2,ATIVO,UNIDADE,451.84,225.92
"76028737	PINO",1344590,3527,4,ATIVO,UNIDADE,322.52,80.63
"D33047	BUCHA",1344591,3554,8,ATIVO,UNIDADE,255.68,31.96
"76093730	ESPAÇADOR",1344592,3553,4,ATIVO,UNIDADE,168.52,42.13
"70913467	PORCA",1344593,3552,8,ATIVO,UNIDADE,249.92,31.24
"76033228	PLACA",1344594,3551,8,ATIVO,UNIDADE,261.52,32.69
"87016606	ARRUELA",1344595,3550,20,ATIVO,UNIDADE,58.2,2.91
"11122137	PARAFUSO",1344596,3549,20,ATIVO,UNIDADE,305.2,15.26
"87354794	PARAFUSO",1344597,3548,20,ATIVO,UNIDADE,392.2,19.61
"87383799	PINO",1344598,3547,4,ATIVO,UNIDADE,287.68,71.92
"7908544	ARRUELA",1344599,3546,50,ATIVO,UNIDADE,327,6.54
"514-1211	PARAFUSO",1344600,3545,50,ATIVO,UNIDADE,218,4.36
"79060730	BUCHA DA CABINE",1344601,3544,4,ATIVO,UNIDADE,403.88,100.97
"379461A1	CORREIA AR CONDICIONADO",1344602,3543,4,ATIVO,UNIDADE,342.88,85.72
"236781A1	RESERVATÓRIO DÁGUA",1344603,3542,1,ATIVO,UNIDADE,281.86,281.86
"76067706	ESPELHO RETROVISOR",1344604,3541,2,ATIVO,UNIDADE,312.36,156.18
"87397399	TRINCO",1344605,3540,2,ATIVO,UNIDADE,229.56,114.78
"87371775	VIDRO",1344606,3539,1,ATIVO,UNIDADE,1445.61,1445.61
"87371774	VIDRO",1344607,3538,1,ATIVO,UNIDADE,1336.65,1336.65
"87372049	VIDRO",1344608,3537,1,ATIVO,UNIDADE,1554.58,1554.58
"87372048	VIDRO",1344609,3536,1,ATIVO,UNIDADE,1372.24,1372.24
"87372047	VIDRO",1344610,3535,1,ATIVO,UNIDADE,1300.33,1300.33
"87372039	VIDRO",1344611,3534,1,ATIVO,UNIDADE,1169.57,1169.57
"437227A1	PINO",1344612,3533,4,ATIVO,UNIDADE,401,100.25
"87645604	MANCAL INFERIOR",1344613,3532,2,ATIVO,UNIDADE,646.54,323.27
"87645603	MANCAL SUPERIOR",1344614,3531,2,ATIVO,UNIDADE,646.54,323.27
"76043887	PINO GIRO LÂMINA",1344615,3530,4,ATIVO,UNIDADE,555,138.75
"76028741	PINO",1344616,3529,4,ATIVO,UNIDADE,261.52,65.38
"76043886	PINO",1344617,3528,4,ATIVO,UNIDADE,322.52,80.63
"87677312	PINO BOLA",1344618,3526,2,ATIVO,UNIDADE,855.74,427.87
"2855554	TENSOR DA CORREIA",1344619,3433,2,ATIVO,UNIDADE,1112.9,556.45
"87313985	CAPA ROLAMENTO",1344620,3495,4,ATIVO,UNIDADE,575.32,143.83
"A59514	COXIM",1344621,3493,8,ATIVO,UNIDADE,627.68,78.46
"2852821	SENSOR",1344622,3461,1,ATIVO,UNIDADE,863.74,863.74
"1964860C1	ALTERNADOR",1344623,3460,1,ATIVO,UNIDADE,1372.24,1372.24
"R54620	PARAFUSO",1344624,3459,20,ATIVO,UNIDADE,43.6,2.18
"8605784	MOTOR PARTIDA",1344625,3458,1,ATIVO,UNIDADE,1975.91,1975.91
"2854608	BICO INJETOR",1344626,3457,6,ATIVO,UNIDADE,7714.8,1285.8
"4893389	ENGRENAGEM",1344627,3456,1,ATIVO,UNIDADE,2177.86,2177.86
"4898921	BOMBA INJETORA",1344628,3455,1,ATIVO,UNIDADE,12334.93,12334.93
"R57981	TAMPA RESERVATÓRIO",1344629,3454,2,ATIVO,UNIDADE,306.56,153.28
"4891288	JUNTA",1344630,3453,10,ATIVO,UNIDADE,138.1,13.81
"4899108	ANEL O",1344631,3452,20,ATIVO,UNIDADE,116.2,5.81
"4899107	ANEL O",1344632,3451,20,ATIVO,UNIDADE,87.2,4.36
"2854575	TURBINA",1344633,3450,1,ATIVO,UNIDADE,3322,3322
"4895132	JUNTA",1344634,3449,8,ATIVO,UNIDADE,139.44,17.43
"2853010	POLIA HÉLICE",1344635,3448,1,ATIVO,UNIDADE,268.06,268.06
"2852221	CREMALHEIRA",1344636,3447,1,ATIVO,UNIDADE,433.68,433.68
"4897224	SENSOR",1344637,3446,2,ATIVO,UNIDADE,283.32,141.66
"4899085	PRISIONEIRO",1344638,3445,12,ATIVO,UNIDADE,95.88,7.99
"4895219	PRISIONEIRO",1344639,3444,10,ATIVO,UNIDADE,196.1,19.61
"2830444	JUNTA COLETOR",1344640,3443,16,ATIVO,UNIDADE,220.8,13.8
"4896651	COLETOR ESCAPE",1344641,3442,1,ATIVO,UNIDADE,1537.87,1537.87
"2854884	BOMBA DO PTO",1344642,3441,1,ATIVO,UNIDADE,2811.32,2811.32
"4890832	RETENTOR",1344643,3440,2,ATIVO,UNIDADE,209.22,104.61
"4890833	RETENTOR",1344644,3439,2,ATIVO,UNIDADE,273.14,136.57
"4895610	ANEL O",1344645,3438,10,ATIVO,UNIDADE,36.3,3.63
"4895393	ANEL O",1344646,3437,10,ATIVO,UNIDADE,40,4
"4899072	ANEL O",1344647,3436,10,ATIVO,UNIDADE,43.6,4.36
"4899115	ANEL O",1344648,3435,10,ATIVO,UNIDADE,50.9,5.09
"87555142	FAROL",1344649,3462,6,ATIVO,UNIDADE,614.58,102.43
"87313983	CONE ROLAMENTO",1344650,3494,4,ATIVO,UNIDADE,836.84,209.21
"87397403	BRAÇO LIMPADOR",1344651,3463,2,ATIVO,UNIDADE,387.92,193.96
"87582766	ROLETE",1344652,3465,8,ATIVO,UNIDADE,7537.52,942.19
"D51545	BUCHA",1344653,3492,8,ATIVO,UNIDADE,459.12,57.39
"R39286	RASPADOR",1344654,3491,24,ATIVO,UNIDADE,209.28,8.72
"76043711	RASPADOR",1344655,3490,24,ATIVO,UNIDADE,244.08,10.17
"87381270	BUCHA",1344656,3489,8,ATIVO,UNIDADE,575.36,71.92
"87627809	PINO CENTRAL BALANÇA",1344657,3488,2,ATIVO,UNIDADE,355.96,177.98
"87542287	PINO LATERAL BALANÇA",1344658,3487,4,ATIVO,UNIDADE,464.92,116.23
"87582723	PORCA ESTEIRA",1344659,3486,360,ATIVO,UNIDADE,1177.2,3.27
"87582726	PARAFUSO ESTEIRA",1344660,3485,360,ATIVO,UNIDADE,1962,5.45
"87582727	ANEL VEDAÇÃO",1344661,3484,180,ATIVO,UNIDADE,1438.2,7.99
"87582717	ANEL DE PRESSÃO",1344662,3483,180,ATIVO,UNIDADE,588.6,3.27
"87582719	ELO L.E.",1344663,3482,88,ATIVO,UNIDADE,6009.52,68.29
"87582720	ELO L.D.",1344664,3481,88,ATIVO,UNIDADE,6009.52,68.29
"87582729	SAPATA",1344665,3480,88,ATIVO,UNIDADE,21351.44,242.63
"345091A1	HASTE ESTICADOR ESTEIRA",1344666,3479,2,ATIVO,UNIDADE,2295.54,1147.77
"D35287	VÁLVULA ESTEIRA",1344667,3478,4,ATIVO,UNIDADE,223.76,55.94
"R57781	REPARO ESTICADOR ESTEIRA",1344668,3477,2,ATIVO,UNIDADE,289.12,144.56
"87609262	MANCAL L..E.",1344669,3476,2,ATIVO,UNIDADE,781.64,390.82
"87609263	MANCAL L.D.",1344670,3475,2,ATIVO,UNIDADE,781.64,390.82
"87582778	DUOCONE",1344671,3474,16,ATIVO,UNIDADE,1034.4,64.65
"87582781	EIXO",1344672,3473,2,ATIVO,UNIDADE,488.16,244.08
"87421147	ANEL O",1344673,3472,16,ATIVO,UNIDADE,127.84,7.99
"87582782	BUCHA BRONZE",1344674,3471,8,ATIVO,UNIDADE,691.6,86.45
"87589400	RODA GUIA",1344675,3470,2,ATIVO,UNIDADE,3109.16,1554.58
"87649376	SEGMENTO RODA MOTRIZ",1344676,3469,2,ATIVO,UNIDADE,3152.74,1576.37
"79074170	PORCA",1344677,3468,100,ATIVO,UNIDADE,799,7.99
"79074169	PARAFUSO RODA MOTRIZ",1344678,3467,100,ATIVO,UNIDADE,1743,17.43
"87582768	ROLETE",1344679,3466,14,ATIVO,UNIDADE,9041.2,645.8
"87397404	PALHETA",1344680,3464,2,ATIVO,UNIDADE,239.72,119.86
"G100438	EMBOLO",1344681,3555,2,ATIVO,UNIDADE,225.2,112.6
"76066287	RÓTULA",1344929,3556,4,ATIVO,UNIDADE,331.24,82.81
