descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Caneta para ECG",1353887,29,30,ATIVO,UNIDADE,1030.93,34.3643
"Coletor Infantil com furo recortado, unissex, com furo oval",1353888,49,3000,ATIVO,UNIDADE,1763.1,0.5877
"Espéculo vaginal, ESTÉRIL, tipo MINI descartável.",1353890,83,200,ATIVO,UNIDADE,204.72,1.0236
"GLICERINA LIQUIDA",1353891,104,60,ATIVO,LITRO,2058,34.3
"Pinça Cheron descartável, em polietileno cristal ou cor bran",1353892,135,1500,ATIVO,UNIDADE,1740,1.16
"Preservativos Masculinos de 52 mm, com lubrificante",1353893,138,250000,ATIVO,UNIDADE,73250,0.293
"Seringa 3ml, sem agulha",1353894,144,25000,ATIVO,UNIDADE,4275,0.171
Vaselina.,1353895,202,48,ATIVO,LITRO,981.12,20.44
"Punch Dermatológico estéril descartável 2mm",1353896,206,15,ATIVO,CAIXA,1236,82.4
"Punch Dermatológico estéril descartável 3mm",1353897,207,15,ATIVO,CAIXA,1236,82.4
"Punch Dermatológico estéril descartável 4mm",1353898,208,15,ATIVO,CAIXA,1236,82.4
"Punch Dermatológico estéril descartável 5mm",1353899,209,15,ATIVO,CAIXA,1236,82.4
"Punch Dermatológico estéril descartável 6mm",1353900,210,15,ATIVO,CAIXA,1236,82.4
"Fita adesiva para teste de esterilização em Autoclave",1353903,94,700,ATIVO,UNIDADE,2345,3.35
"Fita Cirúrgica Microporosa Hipoalergênica largura 2,5cm x 4,",1689892,95,4400,ATIVO,UNIDADE,9240,2.1
"Fita Cirúrgica Microporosa Hipoalergênica largura 5,0cm x 4,",1689893,96,9200,ATIVO,UNIDADE,30728,3.34
"Dreno Penrose Esterilizado Nº 1",2479211,68,200,ATIVO,UNIDADE,220,1.1
"Agua oxigenada 10% (peróxido de hidrogênio)",2624309,3,178,ATIVO,LITRO,692.42,3.89
