descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"84482108	RETENTOR",0,8,NAO_COTOU," ",0,0
"5133799	RETENTOR",0,8,NAO_COTOU," ",0,0
"5177709	RETENTOR",0,8,NAO_COTOU," ",0,0
"84203537	CABO ACELERADOR",0,2,NAO_COTOU," ",0,0
"5167202	ALAVANCA",0,2,NAO_COTOU," ",0,0
"82018664	CILINDRO MESTRE",0,2,NAO_COTOU," ",0,0
"5184313	DISCO FREIO",0,4,NAO_COTOU," ",0,0
"5191350	PISTAO FREIO",0,4,NAO_COTOU," ",0,0
"5118101	DISCO FREIO",0,4,NAO_COTOU," ",0,0
"5130785	PLACA SEPARADORA",0,4,NAO_COTOU," ",0,0
"5183158	CABO FREIO ESTACIONÁRIO",0,2,NAO_COTOU," ",0,0
"5189875	KIT EMBREAGEM",0,1,NAO_COTOU," ",0,0
"5167167	SUPORTE DO ROLAMENTO",0,2,NAO_COTOU," ",0,0
"87345759	ROLAMENTO EMBREAGEM",0,2,NAO_COTOU," ",0,0
"5167184	GUIA",0,2,NAO_COTOU," ",0,0
"87373914	CABO EMBREAGEM",0,2,NAO_COTOU," ",0,0
"5153715	COROA E PINHÃO",0,1,NAO_COTOU," ",0,0
"5130990	ROLAMENTO DO PINHÃO",0,2,NAO_COTOU," ",0,0
"24903460	ROLAMENTO DIFERENCIAL",0,4,NAO_COTOU," ",0,0
"24903480	ROLAMENTO DIFERENCIAL",0,4,NAO_COTOU," ",0,0
"5166549	EIXO DIANTEIRO L.D.",0,1,NAO_COTOU," ",0,0
"5166562	EIXO DIANTEIRO L.E.",0,1,NAO_COTOU," ",0,0
"5189825	DISCO EMBREAGEM",0,1,NAO_COTOU," ",0,0
"5188093	SINCRONIZADOR",0,2,NAO_COTOU," ",0,0
"5131167	EIXO ENTALHADO",0,1,NAO_COTOU," ",0,0
"5126458	ROLAMENTO",0,4,NAO_COTOU," ",0,0
"5117539	ROLAMENTO AGULHAS",0,4,NAO_COTOU," ",0,0
"5105534	RETENTOR",0,6,NAO_COTOU," ",0,0
"5105536	RETENTOR",0,6,NAO_COTOU," ",0,0
"5167151	EIXO",0,2,NAO_COTOU," ",0,0
"26794660	ROLAMENTO ESFÉRICO",0,4,NAO_COTOU," ",0,0
"24905130	ROLAMENTO ESFÉRICO",0,4,NAO_COTOU," ",0,0
"5167937	DISCO TDF",0,2,NAO_COTOU," ",0,0
"87520950	PEDAL",0,1,NAO_COTOU," ",0,0
"87536431	VARÃO",0,2,NAO_COTOU," ",0,0
"5186629	SINCRONIZADOR",0,1,NAO_COTOU," ",0,0
"5161817	EIXO",0,1,NAO_COTOU," ",0,0
"5138660	ROLAMENTO ACIONADOR",0,2,NAO_COTOU," ",0,0
"5125062	SEMI EIXO L.D.",0,1,NAO_COTOU," ",0,0
"5125063	SEMI EIXO L.E.",0,1,NAO_COTOU," ",0,0
"5125349	EIXO ACIONADOR",0,1,NAO_COTOU," ",0,0
"5123466	LUVA ESTRIADA",0,2,NAO_COTOU," ",0,0
"5123982	ENGRENAGEM MOTORA",0,2,NAO_COTOU," ",0,0
"5160495	ENGRENAGEM INTERMEDIÁRIA",0,2,NAO_COTOU," ",0,0
"5174202	GARFO",0,2,NAO_COTOU," ",0,0
"5127387	GARFO",0,2,NAO_COTOU," ",0,0
"73401126	KIT DIFERENCIAL",0,1,NAO_COTOU," ",0,0
"5125065	ENGRENAGEM",0,6,NAO_COTOU," ",0,0
"5125064	COROA DENTADA",0,2,NAO_COTOU," ",0,0
"4997203	PINO",0,6,NAO_COTOU," ",0,0
"5173735	PONTA EIXO",0,2,NAO_COTOU," ",0,0
"20645490	ROLAMENTO",0,4,NAO_COTOU," ",0,0
"20141040	ROLAMENTO",0,4,NAO_COTOU," ",0,0
"5123205	RETENTOR",0,2,NAO_COTOU," ",0,0
"MAO DE OBRA MECANICA",0,200,NAO_COTOU," ",0,0
"7021502	BÓIA",0,1,DESCLASSIFICADO," ",770,770
"7202084	JUNTA LATERAL",0,8,DESCLASSIFICADO," ",352,44
"7003606	JG. REP. CILINDRO HIDRÁULICO",0,4,DESCLASSIFICADO," ",720,180
"7039127	PINO CENTRAL",0,2,DESCLASSIFICADO," ",750,375
"7010753	PARAFUSO SEXTAVADO",0,16,DESCLASSIFICADO," ",272,17
"7022241	BLOCO VÁLVULA VIBRADORA",0,2,DESCLASSIFICADO," ",6480,3240
"70003421	VÁLVULA DE BLOQUEIO",0,2,DESCLASSIFICADO," ",5180,2590
"2551147	BOMBA DE ENGRENAGENS",0,1,DESCLASSIFICADO," ",4970,4970
"2551217	HÉLICE DO MOTOR",0,1,DESCLASSIFICADO," ",1890,1890
"2590707	TAMPA RADIADOR",0,2,DESCLASSIFICADO," ",128,64
"2590704	VISOR NÍVEL RADIADOR",0,1,DESCLASSIFICADO," ",580,580
"2590219	COXIM",0,8,DESCLASSIFICADO," ",984,123
"2554717	MANGUEIRA DA TURBINA",0,2,DESCLASSIFICADO," ",730,365
"2554701	SILENCIOSO",0,1,DESCLASSIFICADO," ",680,680
"7010569	PARAFUSO SEXTAVADO",0,24,DESCLASSIFICADO," ",264,11
"2554996	MANGUEIRA INF. RADIADOR",0,2,DESCLASSIFICADO," ",340,170
"2554980	MANGUEIRA SUP. RADIADOR",0,2,DESCLASSIFICADO," ",340,170
"7012422	ABRAÇADEIRA",0,8,DESCLASSIFICADO," ",56,7
"7123903	PINHÃO",0,2,DESCLASSIFICADO," ",3940,1970
"7123905	PINHÃO",0,2,DESCLASSIFICADO," ",3360,1680
"7123906	ROLAMENTO",0,8,DESCLASSIFICADO," ",3000,375
"7123909	ANEL O",0,20,DESCLASSIFICADO," ",140,7
"7123910	ANEL O",0,20,DESCLASSIFICADO," ",120,6
"7055903	FAROL CONJUNTO",0,6,DESCLASSIFICADO," ",1050,175
"7202773	RODA MOTRIZ",0,2,DESCLASSIFICADO," ",5758,2879
"7016606	ROLETE",0,12,DESCLASSIFICADO," ",16068,1339
"7011854	ROLETE",0,2,DESCLASSIFICADO," ",3380,1690
"7098178	CORRENTE",0,4,DESCLASSIFICADO," ",3840,960
"7098179	CORRENTE",0,4,DESCLASSIFICADO," ",3760,940
"7098162	ENGRENAGEM",0,4,DESCLASSIFICADO," ",4960,1240
"7098419	BUCHA",0,6,DESCLASSIFICADO," ",996,166
