ano_previsao,modelo_escolhido_mediana_real,ipca_cenario_2026_percentual,mediana_real_2025_prevista,media_real_2025_prevista,mediana_nominal_prevista,media_nominal_prevista,variacao_real_mediana_vs_2025_pct,variacao_nominal_mediana_vs_2025_pct,variacao_real_media_vs_2025_pct,variacao_nominal_media_vs_2025_pct
2026,linear_level,4.569999999999999,282697.152554512,1225618.9604460709,295616.41242625326,1281629.7469384563,59.04199862419806,66.3102179613239,18.449244998230085,23.8623754946492
