descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"GENTAMICINA COLÍRIO 5MG/5ML.",1320782,339,50,ATIVO,FRASCO,382.5,7.65
"GENTAMICINA + FOSF DISS BETAMETASONA 3+1MG/ML COL. 10ML",1320783,338,50,ATIVO,FRASCO,492.5,9.85
"GLICOSAMINA, SULFATO 1500mg 3,95GR SACHET",1320807,349,3000,ATIVO,UNIDADE,3510,1.17
"HIPROMELOSE 0,5% COL 10ML",1320809,376,50,ATIVO,FRASCO,339.3,6.786
"GLIMEPIRIDA 3MG CPR",1320830,354,500,ATIVO,COMPRIMIDO,725,1.45
"Dissulfiram 250mg",1320846,273,12000,ATIVO,COMPRIMIDO,4188,0.349
"EZETEMIBA + SINVASTATINA 10MG+20MG CPR",1320873,309,1000,ATIVO,COMPRIMIDO,1330,1.33
"ESTRADIOL 1MG CPR",1320878,303,500,ATIVO,COMPRIMIDO,700,1.4
"ESOMEPRAZOL 20MG CP",1320884,297,1000,ATIVO,COMPRIMIDO,270,0.27
"MEDROXIPROGESTERONA 10MG CPR",1320924,449,2000,ATIVO,COMPRIMIDO,1880,0.94
"NITRENDIPINO 20MG CPR",1320934,501,1600,ATIVO,COMPRIMIDO,1456,0.91
"NITRENDIPINO 10MG CPR",1320935,500,1600,ATIVO,COMPRIMIDO,832,0.52
"ISOSSORBIDA, DINITRATO 5 MG  SUB LINGUAL",1320973,399,82000,ATIVO,COMPRIMIDO,16318,0.199
"INSULINA LISPRO 100UI/ML (HUMALOG) REFIL 3ML",1320977,395,60,ATIVO,FRASCO,2271,37.85
"INSULINA LISPRO 100UI/ML (HUMALOG) CANETA DESC. 3ML.",1320978,394,20,ATIVO,UNIDADE,757,37.85
"INSULINA LISPRO 100UI/ML (HUMALOG) 10ML",1320979,393,20,ATIVO,FRASCO,1837,91.85
"INSULINA GLULISINA 100UI/ML (APIDRA) CANETA DESC. 3ML.",1320980,392,20,ATIVO,UNIDADE,490,24.5
