acao,ano,descricaoElemento,fonteRecurso,funcao,id,numeroElemento,orgao,portaria,programa,subfuncao,unidade
4004,2016,"Aplicacoes Diretas","Transf. de Convênios Estado Não rel. educ/saude/assit. social",4,1003600,4465067,"SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO"," ",1001,122,
6004,2016,"Aplicacoes Diretas","Receitas de Impostos e de Transf. de Impostos-Educação",12,1004200,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1023,361,
6005,2016,"Aplicacoes Diretas","Salário Educação",12,1004248,4465067,"SEC. MUN. DE EDUCAÇÃO"," ",1025,365,
7002,2016,"Aplicacoes Diretas","Recursos Ordinários",4,1004720,4465067,"SEC. MUN. DE INFRAEST. E MOBILIDADE URBANA"," ",1017,122,
1101,2016,"Aplicacoes Diretas","Recursos Ordinários",13,1006008,4465067,"FUNDAÇÃO MUN. DE CULTURA"," ",1047,122,
1106,2016,"Aplicacoes Diretas","Recursos Ordinários",27,1006176,4465067,"FUNDAÇÃO MUN. DE ESPORTES"," ",1051,122,
1111,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006497,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1121,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006653,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,304,
1125,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006775,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,305,
1128,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006866,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1129,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006905,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1130,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006929,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1131,2016,"Aplicacoes Diretas","Transf. do SUS/União",10,1006960,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,301,
1173,2016,"Aplicacoes Diretas","Receitas de Impostos e de Transferência de Impostos - Saúde",10,1007165,4465067,"FUNDO MUNICIPAL DE SAÚDE"," ",1049,609,
