ano,data,dataVencimento,itens,numero,ocorrencias
2017,2017-01-16,2018-01-16,"itens_8dec689b-d6ef-4ec7-a324-91b8c178f9ae.csv",215," "
2017,2017-01-16,2018-01-16,"itens_d7deeec0-14be-4c24-ba26-ef703c7e6081.csv",242," "
2017,2017-01-16,2018-01-16,"itens_e7719f2a-dcdd-4c40-abfd-37184fe6163e.csv",216," "
2017,2017-01-16,2018-01-16,"itens_3d095183-86c6-4a1d-bad2-fa9d51ae7120.csv",214," "
2017,2017-01-16,2018-01-16,"itens_eaf5f939-6542-4819-8686-760bea9a1bd0.csv",222," "
2017,2017-01-16,2018-01-16,"itens_aed33af1-19c7-43b6-9b26-d3077bd1f9d4.csv",239," "
2017,2017-01-16,2018-01-16,"itens_447fd911-bc72-42a2-a172-a3932889e81c.csv",231," "
2017,2017-01-16,2018-01-16,"itens_5253b1a7-52f5-4770-9573-0b6ee6236518.csv",238," "
2017,2017-01-16,2018-01-16,"itens_62a0b290-b503-43b3-97c9-4aa816bdd6ff.csv",224," "
2017,2017-01-16,2018-01-16,"itens_777b4f05-9133-4285-828a-fcffba86c808.csv",223," "
2017,2017-01-16,2018-01-16,"itens_c721779c-e294-4a94-ab58-13730421f7d4.csv",230," "
2017,2017-01-16,2018-01-16,"itens_ccc6f39d-56b4-4941-8983-a7d59a15f851.csv",225," "
2017,2017-01-16,2018-01-16,"itens_cc92e6ae-333e-46cc-8a1e-c7268bcd2e85.csv",240," "
2017,2017-01-16,2018-01-16,"itens_21d0d754-d047-4cd4-b329-a8a5cf91efc6.csv",244," "
2017,2017-01-16,2018-01-16,"itens_d9277b71-cbaa-4669-8b3d-c039ebe3818d.csv",234," "
2017,2017-01-16,2018-01-16,"itens_7f903f4c-b8d6-4137-9475-0e9682a255f7.csv",228," "
2017,2017-01-16,2018-01-16,"itens_82e78056-f1b2-4fbd-93a5-1899f0c7da08.csv",213," "
2017,2017-01-16,2018-01-16,"itens_1f968469-1ea1-4d28-aa16-570cea2a92c9.csv",229," "
2017,2017-01-16,2018-01-16,"itens_2f8b2136-7b01-42ee-90ec-1afe57f65460.csv",226," "
2017,2017-01-16,2018-01-16,"itens_ae4b4483-50df-4335-84ee-576ee8c743c3.csv",219," "
2017,2017-01-16,2018-01-16,"itens_477a430a-b31f-4118-9f4a-4e21c633b649.csv",241," "
2017,2017-01-16,2018-01-16,"itens_9111f0d4-9b74-446c-9d59-1aac79164d00.csv",218," "
2017,2017-01-16,2018-01-16,"itens_da24cfb2-36b2-4307-b295-604dc13f293f.csv",217," "
2017,2017-01-16,2018-01-16,"itens_40b11e32-2233-4c75-8e82-33c9ac8f719f.csv",236," "
2017,2017-01-16,2018-01-16,"itens_9bbf8904-d7ad-41d5-adff-e339511140ae.csv",220," "
2017,2017-01-16,2018-01-16,"itens_5d07f954-b0d7-471f-9317-232a858e9d47.csv",235," "
2017,2017-01-16,2018-01-16,"itens_b5c3b6c6-8b02-455b-816b-8ceff6f931fb.csv",243," "
2017,2017-01-16,2018-01-16,"itens_e2231704-deee-453c-9898-a4f6a27e4605.csv",221," "
2017,2017-01-16,2018-01-16,"itens_45eceacf-e549-4652-880b-bad1c7f1b093.csv",233," "
2017,2017-01-16,2018-01-16,"itens_afb2ea14-c0e9-4a7d-93b1-ffbc2ae55724.csv",227," "
2017,2017-01-16,2018-01-16,"itens_a5120667-1d09-484b-a1be-272b83d5f0c4.csv",232," "
2017,2017-01-16,2018-01-16,"itens_7a4a5418-c241-438b-8a31-206162f7be10.csv",245," "
2017,2017-01-16,2018-01-16,"itens_bcc85714-bd2f-449a-b077-84642d59e925.csv",237," "
