descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"FARINHA DE TRIGO ESPECIAL",1285754,29,72,ATIVO,kg,143.28,1.99
"Maionese Tradicional",1285756,31,144,ATIVO,POTE,574.56,3.99
"Fermento em Pó Químico;",1285757,32,60,ATIVO,PACOTE,358.2,5.97
ERVILHA,1285758,38,180,ATIVO,LATA,268.2,1.49
"Milho Verde pré-cozido",1285760,37,180,ATIVO,LATA,264.6,1.47
"Achocolatado em pó.",1285764,25,144,ATIVO,UNIDADE,756,5.25
"Doce de frutas.",1285767,6,240,ATIVO,UNIDADE,1125.6,4.69
"MARGARINA CREMOSA.",1285780,8,300,ATIVO,POTE,1797,5.99
"Condimento colorífíco em pó",1285819,4,80,ATIVO,EMBALAGEM,159.2,1.99
"Doce de Leite",1285832,65,60,ATIVO,POTE,283.2,4.72
"AÇUCAR BRANCO REFINADO",1285839,1,600,ATIVO,kg,1800,3
