descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Fita veda rosca 18mmx25mt",1285476,86,5,ATIVO,UNIDADE,19.75,3.95
"Forro de madeira cedrinho",1285477,89,45,ATIVO,"METRO QUADRADO",2067.75,45.95
"Cano branco PVC 100 mm X 6 m esgoto.",1285478,44,24,ATIVO,METRO,148.08,6.17
"Carrinho de Mão Ferro Pneu/Câmara",1285479,47,2,ATIVO,UNIDADE,149,74.5
"Chave de Fenda  3/16 x 6",1285480,48,4,ATIVO,UNIDADE,12.8,3.2
"Chave de Fenda  1/4 x 6",1285481,49,4,ATIVO,UNIDADE,17.2,4.3
"Chave de Phillips  3/16 x 6",1285482,50,4,ATIVO,UNIDADE,13.4,3.35
"Chave inglesa 8",1285483,51,3,ATIVO,UNIDADE,61.8,20.6
"Cimento CP-IV 32 50 Kg",1285484,52,48,ATIVO,UNIDADE,960,20
"Cola adesiva para cano PVC",1285485,53,12,ATIVO,UNIDADE,18,1.5
"Cola branca a base dágua 500g",1285486,54,2,ATIVO,UNIDADE,18.2,9.1
"Cola instantânea super aderente com 3gr",1285487,55,10,ATIVO,UNIDADE,38,3.8
"Corrente de ferro elo 1/2",1285488,56,10,ATIVO,METRO,129,12.9
"Cremona latão cromado",1285489,57,12,ATIVO,UNIDADE,192,16
"Cumeeira Normal 5mm 15 degraus 110 cm sem amianto",1285490,58,15,ATIVO,UNIDADE,453,30.2
"Curva 90° para esgoto secundário DN40",1285491,59,20,ATIVO,UNIDADE,40,2
"Curva 90° soldável 25mm",1285492,60,30,ATIVO,UNIDADE,44.7,1.49
Desempenadeira.,1285493,61,3,ATIVO,UNIDADE,18.6,6.2
"Disco Diamantado 4 Segmentado Seco",1285494,62,12,ATIVO,UNIDADE,202.8,16.9
"Disjuntor Mono B10A 3KA Curva B Branco",1285495,63,18,ATIVO,UNIDADE,126,7
"Disjuntor Mono B16A 3KA Curva B Branco",1285496,64,18,ATIVO,UNIDADE,126,7
"Disjuntor Mono B25A 3KA Curva B Branco",1285497,65,18,ATIVO,UNIDADE,126,7
"Disjuntor Mono B32A 3KA Curva B Branco",1285498,66,18,ATIVO,UNIDADE,122.4,6.8
"Fita isolante 19mmx20m",1285499,85,15,ATIVO,UNIDADE,95.25,6.35
"Fita alta fusão 19mmx10m",1285500,84,3,ATIVO,UNIDADE,59.85,19.95
"Fita crepe larga 19mmx50m",1285501,83,45,ATIVO,ROLO,112.05,2.49
"Fita asfáltica 0,45x10m Aluminizada",1285502,82,85,ATIVO,METRO,1015.75,11.95
"Filtro de linha conjunto de 5 tomadas",1285503,81,18,ATIVO,UNIDADE,340.2,18.9
"Fechadura bico papagaio com cilindro porta de correr externa",1285504,80,5,ATIVO,UNIDADE,140.5,28.1
"FECHADURA INOX EXTERNA",1285505,79,9,ATIVO,UNIDADE,305.1,33.9
"Estopa tipo trapo, pacote de 1 kg",1285506,78,25,ATIVO,UNIDADE,137.25,5.49
"Espigão universal 183X6 mm fibrocimento",1285507,77,12,ATIVO,UNIDADE,358.8,29.9
"Espatula em aço, com cabo e 8 cm",1285508,76,5,ATIVO,UNIDADE,28.75,5.75
"Escova cabo em madeira com 4 fileiras de cerdas de aço",1285509,75,2,ATIVO,UNIDADE,12.76,6.38
"Escada em alumínio 4 degraus",1285510,74,2,ATIVO,UNIDADE,179.8,89.9
"Esguicho Revolver Metálico Prata",1285511,73,4,ATIVO,UNIDADE,67.6,16.9
"Enxada 9 com Cabo",1285512,72,3,ATIVO,UNIDADE,45.12,15.04
"Engate Rápido Bronze para Jardim (Macho)",1285513,71,8,ATIVO,UNIDADE,91.2,11.4
"Engate Rápido Bronze para Jardim (Fêmea)",1285514,70,8,ATIVO,UNIDADE,88,11
"Engate flexível água fria",1285515,69,10,ATIVO,UNIDADE,22,2.2
"Ducha Hydra Eletrônica 7700 W",1285516,68,12,ATIVO,UNIDADE,804,67
"Cano marrom PVC água fria 25 mm X 6 m.",1285517,46,45,ATIVO,METRO,83.25,1.85
"Fita zebrada em duas cores (amarela e preta) 50mmx50mt",1285518,87,50,ATIVO,UNIDADE,340,6.8
"Dobradiça Inox Simples 3 1/2 85 x 56 mm",1285519,67,21,ATIVO,UNIDADE,169.68,8.08
