descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Cabo HDMI para monitor 1,5mt",1284263,45,5,ATIVO,UNIDADE,56.75,11.35
"CABO DVIXDVI 1,8 M",1284265,43,5,ATIVO,UNIDADE,119.7,23.94
NO-BREAK,1284279,29,10,ATIVO,UNIDADE,17240,1724
"IMPRESSORA MULTIFUNCIONAL JATO DE TINTA COLORIDA",1284284,23,5,ATIVO,UNIDADE,3937.5,787.5
Pilha,1284301,74,20,ATIVO,UNIDADE,23.6,1.18
"Gravador de DVD",1284308,60,5,ATIVO,UNIDADE,437.25,87.45
"DVD-R	4,7 Gb/ 16x",1284313,55,100,ATIVO,UNIDADE,72,0.72
"DVD+R	8,5 Gb/ 8x",1284314,54,100,ATIVO,UNIDADE,247,2.47
"Conector Macho Cat 5e para cabo sólido e flexível",1284315,53,100,ATIVO,UNIDADE,21,0.21
"FONE DE OUVIDO",1284332,13,10,ATIVO,UNIDADE,402.9,40.29
