descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
GEOMETRIA.,4349631,75,PERDEU,SERV,3000,40
"CONSERTO DE PNEU",4349632,140,PERDEU,SERV,2800,20
"MONTAGEM DE PNEU",4349633,105,PERDEU,SERV,1050,10
"Remendo Quente.",4349634,20,PERDEU,SERV,1000,50
BALANCEAMENTO.,4349635,100,PERDEU,SERV,1000,10
CAMBAGEM.,4349636,15,PERDEU,SERV,675,45
Bico;,4349637,10,PERDEU,SERV,100,10
