descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"CADEIRA POLIPROPILENO",4300614,65,PERDEU,UN,2275,35
"MESA POLIPROPILENO",4300615,26,PERDEU,UN,1820,70
