descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
BRÓCOLIS,1320693,88,192,ATIVO,UNIDADE,766.08,3.99
"MANGA ROSA",1320694,89,140,ATIVO,kg,558.6,3.99
"BATATA DOCE",1320695,90,220,ATIVO,kg,732.6,3.33
COUVE-FLOR.,1320714,87,192,ATIVO,UNIDADE,766.08,3.99
"COUVE FOLHA.",1320736,86,360,ATIVO,MAÇO,1148.4,3.19
"CHUCHU EXTRA",1320737,84,240,ATIVO,kg,957.6,3.99
"ABÓBORA MORANGA.",1320751,83,144,ATIVO,kg,182.88,1.27
"TOMATE EXTRA",1320752,82,600,ATIVO,kg,2688,4.48
"Salsa verde para tempero",1320753,81,240,ATIVO,MAÇO,232.8,0.97
"REPOLHO VERDE.",1320754,80,72,ATIVO,UNIDADE,287.28,3.99
"Maçã nacional Gala ou Fugi",1320755,79,480,ATIVO,kg,2246.4,4.68
"LARANJA PERA",1320756,78,480,ATIVO,kg,907.2,1.89
"CENOURA EXTRA ESPECIAL",1320757,77,240,ATIVO,kg,472.8,1.97
"CEBOLINHA VERDE PARA TEMPERO",1320758,76,240,ATIVO,MAÇO,232.8,0.97
CEBOLA,1320759,75,360,ATIVO,kg,885.6,2.46
BETERRABA,1320760,85,192,ATIVO,kg,746.88,3.89
"BATATA, tipo inglesa",1320761,74,648,ATIVO,kg,2967.84,4.58
ALFACE.,1320762,71,648,ATIVO,MAÇO,1483.92,2.29
"MANDIOCA, AIPIM",1320763,40,72,ATIVO,kg,300.96,4.18
"Banana caturra",1320771,73,600,ATIVO,kg,1194,1.99
