descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"PRATO DE VIDRO TEMPERADO",1243146,42,700,ATIVO,UNIDADE,4620,6.6
"KIT PORTA MANTIMENTOS",1243147,41,30,ATIVO,UNIDADE,1665,55.5
"PENEIRA COZINHA PARA FRITAR",1243148,35,30,ATIVO,UNIDADE,2066.7,68.89
"PEGADOR DE MACARRÃO",1243149,33,36,ATIVO,UNIDADE,672.84,18.69
"LUVA TÉRMICA METALIZADA",1243150,26,60,ATIVO,UNIDADE,1794,29.9
"GARRAFA TÉRMICA 5LITROS",1243151,23,48,ATIVO,UNIDADE,1804.8,37.6
"GARRAFA TÉRMICA 1,8 LITROS",1243152,22,48,ATIVO,UNIDADE,7288.8,151.85
"FACA COM SERRA MESA",1243153,17,200,ATIVO,UNIDADE,848,4.24
"ESCORREDOR DE MASSA",1243154,13,30,ATIVO,UNIDADE,1284,42.8
"COLHER DE SERVIR",1243155,10,89,ATIVO,UNIDADE,2127.1,23.9
"TÁBUA DE VIDRO",1243156,46,30,ATIVO,UNIDADE,507,16.9
"COLHER EM BAMBU",1243157,9,30,ATIVO,UNIDADE,600,20
"BULE INDUSTRIAL",1243158,5,25,ATIVO,UNIDADE,2145,85.8
"BACIA 8 LITROS",1243159,4,80,ATIVO,UNIDADE,839.2,10.49
"ABRIDOR DE LATA",1243160,1,34,ATIVO,UNIDADE,202.3,5.95
