descricao,id,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"AR CONDICIONADO TIPO SPLIT 9.000 BTU/h",4344521,5,VENCEU,PÇA,10000,2000
"AR CONDICIONADO TIPO SPLIT 12.000 BTU/h",4344522,5,VENCEU,PÇA,12500,2500
"AR CONDICIONADO TIPO SPLIT 18.000 BTU/h",4344523,5,VENCEU,PÇA,16400,3280
"AR CONDICIONADO TIPO SPLIT 24.000 BTU/h",4344524,3,PERDEU,PÇA,14400,4800
