descricao,idItem,numero,quantidade,situacao,unidadeMedida,valorTotal,valorUnitario
"Pêra de Látex para Esfigmomanômetro comum",1259376,11,120,ATIVO,UNIDADE,745.2,6.21
"Solenóide 220 V - 6,3 W (Para Autoclave marca Sercon, linha",1259377,13,5,ATIVO,UNIDADE,363.25,72.65
"MANOMETRO PARA APARELHO DE PRESSAO",1259378,14,80,ATIVO,UNIDADE,1921.6,24.02
"Vávula de deflação com regulador para Esfigmomanômetro",1259379,12,120,ATIVO,UNIDADE,895.2,7.46
"Guarnição de silicone para Autoclave AHMC - 5  21 L - SERCON",1259380,16,40,ATIVO,UNIDADE,6780.4,169.51
"Termostato T40 com cobertura 06 para Autoclave SERCON",1259381,17,7,ATIVO,UNIDADE,362.74,51.82
"Cabo flexivel 2 x 0,20mm RCA emborrachado",1259382,10,36,ATIVO,MT,268.56,7.46
"Resistência tipo W AISI 304 - 220 V para autoclave AHMC-5",1259383,15,15,ATIVO,UNIDADE,3276.45,218.43
"Braçadeira de Nylon com Velcro adulto com manguito em pvc",1259384,9,285,ATIVO,UNIDADE,5506.2,19.32
"Bateria NICAD 12V - 800mA para Oxímetro de Pulso modelo OX-P",1259385,1,2,ATIVO,UNIDADE,598.04,299.02
"Sensor tipo Soft adulto compativel com Oxímetro de Pulso EMA",1259386,7,5,ATIVO,UNIDADE,2254.5,450.9
"Sensor tipo Soft adulto compativel com Oximetro de Pulso Dix",1259387,6,5,ATIVO,UNIDADE,2346.55,469.31
"Lâmpada dicróica 15V - 150W para Colposcópio DF Vasconcelos",1259388,5,7,ATIVO,UNIDADE,586.18,83.74
"Lâmpada dicróica E27 50W - 220V",1259389,4,30,ATIVO,UNIDADE,387.9,12.93
"Reator Eletrônico 220V - 2x20W",1259390,3,7,ATIVO,UNIDADE,162.05,23.15
"Bateria 12V - 2,3Ah compatível com Oxímetro de Pulso modelo",1259391,2,2,ATIVO,UNIDADE,327.6,163.8
"Sensor de temperatura tipo PT-100 bulbo liso para Autoclave",1259392,18,7,ATIVO,UNIDADE,1259.51,179.93
"Lâmpada com rosca fina para Otoscópio TK / MIKATOS",1259393,8,30,ATIVO,UNIDADE,2037,67.9
"Cabo de ECG 10 Vias com conector DB-15, compatível com apare",1259394,19,5,ATIVO,UNIDADE,4486,897.2
"Elemento Filtrante Polipropileno Liso 10x2.1/2x5",1259395,26,2,ATIVO,UNIDADE,145.4,72.7
"Caneta autoclavavel com comando manual para bisturi elétrico",1259396,21,6,ATIVO,UNIDADE,2070.48,345.08
"Cabo com bateria recarregável de NICAD 3,5V - 220V para otos",1259397,32,2,ATIVO,UNIDADE,2613.4,1306.7
"Placa de Comando para Autoclave AHMC-5 - 127/230 V - SORENSE",1259398,20,5,ATIVO,UNIDADE,5359,1071.8
"Proteção para resistência em inox para autoclave modelo AHMC",1259399,30,5,ATIVO,UNIDADE,575.15,115.03
"Célula de Carga para balança digital até 250Kg",1259400,29,5,ATIVO,UNIDADE,3473.8,694.76
"Transdutor para detector fetal Medpej",1259401,28,10,ATIVO,UNIDADE,2990.7,299.07
"Reservatório completo em co-polimero para autoclave AHMC-5/",1259402,31,3,ATIVO,UNIDADE,1283.7,427.9
"Membrana Osmose Reversa TW30-1812-100 DOW FILMTEC",1259403,25,1,ATIVO,UNIDADE,393.85,393.85
"kit de Eletrodos tipo Clip adulto com 4 un. para ECG",1259404,24,2,ATIVO,kit,512.5,256.25
"kit com 06 Eletrodos tipo Pera de silicone adulto para ECG",1259405,23,2,ATIVO,kit,542.92,271.46
"Eletrodo para bisturi elétrico EMAI",1259406,22,40,ATIVO,UNIDADE,2466,61.65
"Elemento Filtrante Carvão ativado 10x2.1/2x5",1259407,27,2,ATIVO,UNIDADE,174.84,87.42
